时间,主回路,照明回路,空调回路
2026-06-01 20:15:00,68.24435894790062,151.62827261725857,51.358946502010234
2026-06-01 20:30:00,66.71200823085519,134.49934585417182,56.42438136776185
2026-06-01 20:45:00,53.05035951111241,154.8440718654138,58.209500539453344
2026-06-01 20:00:00,58.8985705453237,134.43569620249716,62.87240110722871
2026-06-01 20:15:00,59.113075626930964,118.83533307960116,67.62104316039172
2026-06-01 20:30:00,62.412374584664434,113.33613664846081,73.35394869021948
2026-06-01 20:45:00,50.528835679891685,121.95650268899583,67.62775078077487
2026-06-01 21:00:00,47.60750742409401,112.51970418646181,80.20068035361103
2026-06-01 21:15:00,48.12714139563395,116.28164653235967,70.05897341204911
2026-06-01 21:30:00,54.671367309952096,110.7031824638915,77.17371198384488
2026-06-01 21:45:00,51.67773537280818,102.80076817866961,80.66496799374708
2026-06-01 22:00:00,47.806966390798564,93.22565025545279,80.53913066344927
2026-06-01 22:15:00,53.91926992224457,84.67894581966517,78.12938399401571
2026-06-01 22:30:00,53.19642788610465,90.23345102565243,79.17206208654682
2026-06-01 22:45:00,59.35146205417901,97.901828830385,77.61904202490499
2026-06-01 23:00:00,53.20534060186052,90.27062616333015,76.15178121499409
2026-06-01 23:15:00,57.65931892254781,76.38394845705685,78.8403253320698
2026-06-01 23:30:00,60.2522213627,85.83202946061255,75.3249298854724
2026-06-01 23:45:00,58.096523176325334,85.94782171718781,69.77942979531085
2026-06-02 00:00:00,70.33072771551308,74.54942156581104,71.86333006084794
2026-06-02 00:15:00,73.77083674546708,81.95265295705597,67.1625674765996
2026-06-02 00:30:00,76.22779367599983,80.64679284464462,65.5986142759839
2026-06-02 00:45:00,78.82706433312426,70.85623761735502,61.88888652577085
