time,altitude,water_volume,launch_angle,wind_speed,air_pressure
4.25,43.476393277026695,500,85.0,2.5,101325
4.3,43.33116601982332,500,85.0,2.5,101325
4.3500000000000005,42.56166822882475,500,85.0,2.5,101325
4.4,41.68759556938019,500,85.0,2.5,101325
4.45,41.36108230100069,500,85.0,2.5,101325
4.5,40.57401938638049,500,85.0,2.5,101325
4.55,40.150620604354884,500,85.0,2.5,101325
4.6000000000000005,38.94200384609326,500,85.0,2.5,101325
4.65,38.32450364629055,500,85.0,2.5,101325
4.7,37.5530737979815,500,85.0,2.5,101325
4.75,36.45741216063295,500,85.0,2.5,101325
4.800000000000001,36.1890578984006,500,85.0,2.5,101325
4.8500000000000005,35.36042898652347,500,85.0,2.5,101325
4.9,34.443816581030866,500,85.0,2.5,101325
4.95,33.510502996042874,500,85.0,2.5,101325
5.0,32.27344037482931,500,85.0,2.5,101325
5.050000000000001,31.66775826115334,500,85.0,2.5,101325
5.1000000000000005,30.765920005745432,500,85.0,2.5,101325
5.15,29.681872881126665,500,85.0,2.5,101325
5.2,28.907190717594116,500,85.0,2.5,101325
5.25,28.08917270814674,500,85.0,2.5,101325
5.300000000000001,27.52571916562357,500,85.0,2.5,101325
5.3500000000000005,25.983833155900932,500,85.0,2.5,101325
5.4,24.960179951107097,500,85.0,2.5,101325
5.45,23.79206453402563,500,85.0,2.5,101325
5.5,22.15045027399778,500,85.0,2.5,101325
5.550000000000001,21.610183616654044,500,85.0,2.5,101325
5.6000000000000005,20.50881030370638,500,85.0,2.5,101325
5.65,20.083040720465515,500,85.0,2.5,101325
5.7,18.120587645630767,500,85.0,2.5,101325
5.75,17.084068160210485,500,85.0,2.5,101325
5.800000000000001,15.779759141929764,500,85.0,2.5,101325
5.8500000000000005,14.217579465202212,500,85.0,2.5,101325
5.9,13.670663612987513,500,85.0,2.5,101325
5.95,12.294837301146494,500,85.0,2.5,101325
6.0,11.029998085749346,500,85.0,2.5,101325
6.050000000000001,9.225478335070136,500,85.0,2.5,101325
6.1000000000000005,8.607099081187041,500,85.0,2.5,101325
6.15,6.436217733902688,500,85.0,2.5,101325
6.2,5.686075079713005,500,85.0,2.5,101325
6.25,4.803318797335719,500,85.0,2.5,101325
6.300000000000001,2.4682915663066223,500,85.0,2.5,101325
6.3500000000000005,1.1981268879714646,500,85.0,2.5,101325
