timestamp,value
2026-05-19 13:00:00,1035.89
2026-05-19 14:00:00,888.8
2026-05-19 15:00:00,828.08
2026-05-19 16:00:00,769.55
2026-05-19 17:00:00,850.21
2026-05-19 18:00:00,845.76
2026-05-19 19:00:00,703.16
2026-05-19 20:00:00,884.93
2026-05-19 21:00:00,875.21
2026-05-19 22:00:00,972.09
2026-05-19 23:00:00,1021.22
2026-05-20 00:00:00,1090.85
2026-05-20 01:00:00,1107.07
2026-05-20 02:00:00,1320.59
2026-05-20 03:00:00,1242.65
2026-05-20 04:00:00,1415.2
2026-05-20 05:00:00,1398.86
2026-05-20 06:00:00,1480.76
2026-05-20 07:00:00,1316.97
2026-05-20 08:00:00,1450.62
2026-05-20 09:00:00,1263.66
2026-05-20 10:00:00,1274.04
2026-05-20 11:00:00,1238.9
2026-05-20 12:00:00,1180.34
2026-05-20 13:00:00,1126.29
2026-05-20 14:00:00,968.93
2026-05-20 15:00:00,994.75
2026-05-20 16:00:00,810.5
2026-05-20 17:00:00,795.21
2026-05-20 18:00:00,906.46
2026-05-20 19:00:00,816.2
2026-05-20 20:00:00,886.88
2026-05-20 21:00:00,928.38
2026-05-20 22:00:00,942.43
2026-05-20 23:00:00,1118.39
2026-05-21 00:00:00,1248.59
2026-05-21 01:00:00,1266.55
2026-05-21 02:00:00,1327.83
2026-05-21 03:00:00,1362.92
2026-05-21 04:00:00,1484.84
2026-05-21 05:00:00,1460.14
2026-05-21 06:00:00,1493.9
2026-05-21 07:00:00,1559.47
2026-05-21 08:00:00,1453.71
2026-05-21 09:00:00,1431.9
2026-05-21 10:00:00,1211.16
2026-05-21 11:00:00,1282.31
2026-05-21 12:00:00,1260.48
2026-05-21 13:00:00,998.79
2026-05-21 14:00:00,1075.61
2026-05-21 15:00:00,993.26
2026-05-21 16:00:00,925.15
2026-05-21 17:00:00,884.59
2026-05-21 18:00:00,780.19
2026-05-21 19:00:00,901.96
2026-05-21 20:00:00,912.57
2026-05-21 21:00:00,897.43
2026-05-21 22:00:00,1030.16
2026-05-21 23:00:00,1127.09
2026-05-22 00:00:00,1100.96
2026-05-22 01:00:00,1300.98
2026-05-22 02:00:00,1336.15
2026-05-22 03:00:00,1426.93
2026-05-22 04:00:00,1390.3
2026-05-22 05:00:00,1384.38
2026-05-22 06:00:00,1527.31
2026-05-22 07:00:00,1472.28
2026-05-22 08:00:00,1476.79
2026-05-22 09:00:00,1453.15
2026-05-22 10:00:00,1291.91
2026-05-22 11:00:00,1337.52
2026-05-22 12:00:00,1252.82
2026-05-22 13:00:00,1077.28
2026-05-22 14:00:00,1974.4
2026-05-22 15:00:00,981.1
2026-05-22 16:00:00,921.31
2026-05-22 17:00:00,929.57
2026-05-22 18:00:00,946.85
2026-05-22 19:00:00,987.16
2026-05-22 20:00:00,1066.0
2026-05-22 21:00:00,1018.32
2026-05-22 22:00:00,1015.77
2026-05-22 23:00:00,1185.72
2026-05-23 00:00:00,905.88
2026-05-23 01:00:00,981.26
2026-05-23 02:00:00,966.34
2026-05-23 03:00:00,1042.23
2026-05-23 04:00:00,1016.28
2026-05-23 05:00:00,1147.97
2026-05-23 06:00:00,1088.29
2026-05-23 07:00:00,1150.75
2026-05-23 08:00:00,1071.15
2026-05-23 09:00:00,1091.19
2026-05-23 10:00:00,1010.73
2026-05-23 11:00:00,938.75
2026-05-23 12:00:00,958.88
2026-05-23 13:00:00,912.55
2026-05-23 14:00:00,798.72
2026-05-23 15:00:00,742.68
2026-05-23 16:00:00,828.83
2026-05-23 17:00:00,724.1
2026-05-23 18:00:00,779.18
2026-05-23 19:00:00,817.01
2026-05-23 20:00:00,682.85
2026-05-23 21:00:00,769.74
2026-05-23 22:00:00,779.81
2026-05-23 23:00:00,886.15
2026-05-24 00:00:00,987.47
2026-05-24 01:00:00,1028.86
2026-05-24 02:00:00,981.96
2026-05-24 03:00:00,1167.54
2026-05-24 04:00:00,1173.27
2026-05-24 05:00:00,1087.75
2026-05-24 06:00:00,1107.28
2026-05-24 07:00:00,1124.64
2026-05-24 08:00:00,1079.13
2026-05-24 09:00:00,1131.96
2026-05-24 10:00:00,1067.39
2026-05-24 11:00:00,1034.49
2026-05-24 12:00:00,919.45
2026-05-24 13:00:00,966.44
2026-05-24 14:00:00,887.32
2026-05-24 15:00:00,820.53
2026-05-24 16:00:00,849.93
2026-05-24 17:00:00,815.29
2026-05-24 18:00:00,884.51
2026-05-24 19:00:00,840.98
2026-05-24 20:00:00,774.26
2026-05-24 21:00:00,916.3
2026-05-24 22:00:00,927.87
2026-05-24 23:00:00,890.88
2026-05-25 00:00:00,1277.09
2026-05-25 01:00:00,1400.27
2026-05-25 02:00:00,1393.99
2026-05-25 03:00:00,1519.74
2026-05-25 04:00:00,1568.62
2026-05-25 05:00:00,1598.3
2026-05-25 06:00:00,1548.54
2026-05-25 07:00:00,1594.14
2026-05-25 08:00:00,1552.56
2026-05-25 09:00:00,310.05
2026-05-25 10:00:00,1524.04
2026-05-25 11:00:00,1344.76
2026-05-25 12:00:00,1284.3
2026-05-25 13:00:00,1208.77
2026-05-25 14:00:00,1211.58
2026-05-25 15:00:00,1195.39
2026-05-25 16:00:00,1078.56
2026-05-25 17:00:00,1020.31
2026-05-25 18:00:00,1031.79
2026-05-25 19:00:00,1017.99
2026-05-25 20:00:00,1049.22
2026-05-25 21:00:00,1160.05
2026-05-25 22:00:00,1198.48
2026-05-25 23:00:00,1229.19
2026-05-26 00:00:00,1386.87
2026-05-26 01:00:00,1424.27
2026-05-26 02:00:00,1526.66
2026-05-26 03:00:00,1413.87
2026-05-26 04:00:00,1618.55
2026-05-26 05:00:00,1605.19
2026-05-26 06:00:00,1695.87
2026-05-26 07:00:00,1621.5
2026-05-26 08:00:00,1585.72
2026-05-26 09:00:00,1508.37
2026-05-26 10:00:00,1528.78
2026-05-26 11:00:00,1464.58
2026-05-26 12:00:00,1308.74
2026-05-26 13:00:00,1275.04
2026-05-26 14:00:00,1110.5
2026-05-26 15:00:00,1232.06
2026-05-26 16:00:00,1142.82
2026-05-26 17:00:00,1013.44
2026-05-26 18:00:00,1145.78
2026-05-26 19:00:00,1038.11
2026-05-26 20:00:00,1125.89
2026-05-26 21:00:00,1060.22
2026-05-26 22:00:00,1229.71
2026-05-26 23:00:00,1304.05
2026-05-27 00:00:00,1313.95
2026-05-27 01:00:00,1476.89
2026-05-27 02:00:00,1550.33
2026-05-27 03:00:00,1625.33
2026-05-27 04:00:00,1635.1
2026-05-27 05:00:00,1700.09
2026-05-27 06:00:00,1654.66
2026-05-27 07:00:00,1726.71
2026-05-27 08:00:00,1657.64
2026-05-27 09:00:00,1589.75
2026-05-27 10:00:00,1571.4
2026-05-27 11:00:00,1484.25
2026-05-27 12:00:00,1367.61
2026-05-27 13:00:00,1252.98
2026-05-27 14:00:00,1169.78
2026-05-27 15:00:00,1233.37
2026-05-27 16:00:00,1116.26
2026-05-27 17:00:00,1037.39
2026-05-27 18:00:00,1116.55
2026-05-27 19:00:00,1030.53
2026-05-27 20:00:00,1806.49
2026-05-27 21:00:00,1191.21
2026-05-27 22:00:00,1190.66
2026-05-27 23:00:00,1319.68
2026-05-28 00:00:00,1523.26
2026-05-28 01:00:00,1375.4
2026-05-28 02:00:00,1620.01
2026-05-28 03:00:00,1586.56
2026-05-28 04:00:00,1653.84
2026-05-28 05:00:00,1695.16
2026-05-28 06:00:00,1752.84
2026-05-28 07:00:00,1701.76
2026-05-28 08:00:00,1736.69
2026-05-28 09:00:00,1649.11
2026-05-28 10:00:00,1569.84
2026-05-28 11:00:00,1459.95
2026-05-28 12:00:00,1373.45
2026-05-28 13:00:00,1281.24
2026-05-28 14:00:00,1239.12
2026-05-28 15:00:00,1216.39
2026-05-28 16:00:00,1150.55
2026-05-28 17:00:00,1158.1
2026-05-28 18:00:00,1212.91
2026-05-28 19:00:00,1105.99
2026-05-28 20:00:00,1226.53
2026-05-28 21:00:00,1190.15
2026-05-28 22:00:00,1270.06
2026-05-28 23:00:00,1254.7
2026-05-29 00:00:00,1382.24
2026-05-29 01:00:00,1444.43
2026-05-29 02:00:00,1566.98
2026-05-29 03:00:00,1619.16
2026-05-29 04:00:00,1705.28
2026-05-29 05:00:00,1678.05
2026-05-29 06:00:00,1787.02
2026-05-29 07:00:00,1645.78
2026-05-29 08:00:00,1678.78
2026-05-29 09:00:00,1632.85
2026-05-29 10:00:00,1686.09
2026-05-29 11:00:00,1508.73
2026-05-29 12:00:00,1370.23
2026-05-29 13:00:00,1373.71
2026-05-29 14:00:00,1287.21
2026-05-29 15:00:00,1240.68
2026-05-29 16:00:00,1267.74
2026-05-29 17:00:00,1154.5
2026-05-29 18:00:00,1048.89
2026-05-29 19:00:00,1223.49
2026-05-29 20:00:00,1203.45
2026-05-29 21:00:00,1201.74
2026-05-29 22:00:00,1244.5
2026-05-29 23:00:00,1307.28
2026-05-30 00:00:00,1175.38
2026-05-30 01:00:00,1179.88
2026-05-30 02:00:00,1316.17
2026-05-30 03:00:00,1340.7
2026-05-30 04:00:00,1383.63
2026-05-30 05:00:00,1357.58
2026-05-30 06:00:00,1350.02
2026-05-30 07:00:00,1439.56
2026-05-30 08:00:00,1427.94
2026-05-30 09:00:00,1367.64
2026-05-30 10:00:00,1317.51
2026-05-30 11:00:00,1148.3
2026-05-30 12:00:00,1160.86
2026-05-30 13:00:00,1203.54
2026-05-30 14:00:00,1107.97
2026-05-30 15:00:00,1061.03
2026-05-30 16:00:00,953.57
2026-05-30 17:00:00,1006.96
2026-05-30 18:00:00,914.61
2026-05-30 19:00:00,968.35
2026-05-30 20:00:00,1003.21
2026-05-30 21:00:00,1124.4
2026-05-30 22:00:00,1020.11
2026-05-30 23:00:00,1195.8
