type,severity,message,trade_index,symbol,datetime,expected,actual,diff,details
fee_mismatch,warning,"手续费差异: 第42笔 重算=8.08, 原始=12.15",42,000001.SZ,2024-01-26T00:00:00,12.15,8.08152,-4.068480000000001,"{'diff_pct': 1.0068600956255755, 'amount': 40407.6, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第45笔 重算=163.15, 原始=104.26",45,000001.SZ,2024-01-26T00:00:00,104.26,163.14679999999998,58.88679999999998,"{'diff_pct': 7.21887281883555, 'amount': 81573.4, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第46笔 重算=2658.99, 原始=12621.94",46,600519.SH,2024-01-29T00:00:00,12621.94,2658.9878400000002,-9962.95216,"{'diff_pct': 7.493792946416783, 'amount': 13294939.200000001, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第47笔 重算=8.43, 原始=188.16",47,000002.SZ,2024-01-29T00:00:00,188.16,8.428650000000001,-179.73135,"{'diff_pct': 524.2044244819389, 'amount': 3428.65, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第48笔 重算=5.00, 原始=0.10",48,000001.SZ,2024-01-29T00:00:00,0.1,5.0,4.9,"{'diff_pct': 2.8877360208529907, 'amount': 16968.309999999998, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第49笔 重算=289.47, 原始=2.55",49,000002.SZ,2024-01-29T00:00:00,2.55,289.47312,286.92312,"{'diff_pct': 19.823817838423132, 'amount': 144736.56, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第50笔 重算=19418.38, 原始=4.61",50,600519.SH,2024-01-29T00:00:00,4.61,19418.376220000002,19413.76622,"{'diff_pct': 19.995251920193766, 'amount': 9709188.110000001, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第51笔 重算=5.00, 原始=3866.27",51,600000.SH,2024-01-29T00:00:00,3866.27,5.0,-3861.27,"{'diff_pct': 59334.777798266645, 'amount': 650.76, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第52笔 重算=127.09, 原始=83.10",52,000002.SZ,2024-01-30T00:00:00,83.1,127.08522,43.98522000000001,"{'diff_pct': 6.922161365420781, 'amount': 63542.61, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第54笔 重算=78.51, 原始=51.03",54,000001.SZ,2024-01-30T00:00:00,51.03,78.51492,27.484920000000002,"{'diff_pct': 7.001196715223044, 'amount': 39257.46, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第55笔 重算=143.97, 原始=93.58",55,000002.SZ,2024-01-30T00:00:00,93.58,143.96586,50.385859999999994,"{'diff_pct': 6.99969562228156, 'amount': 71982.93, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第56笔 重算=61.59, 原始=39.90",56,000001.SZ,2024-01-31T00:00:00,39.9,61.59104000000001,21.691040000000008,"{'diff_pct': 7.043569973814375, 'amount': 30795.520000000004, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第59笔 重算=7.70, 原始=11.55",59,600000.SH,2024-02-01T00:00:00,11.55,7.699060000000001,-3.8509399999999996,"{'diff_pct': 1.0003662784807494, 'amount': 38495.3, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第60笔 重算=12.72, 原始=3721.94",60,000002.SZ,2024-02-02T00:00:00,3721.94,12.720624,-3709.219376,"{'diff_pct': 583.1819847831364, 'amount': 63603.12, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第61笔 重算=2523.39, 原始=9.69",61,600519.SH,2024-02-02T00:00:00,9.69,2523.3900959999996,2513.7000959999996,"{'diff_pct': 1.9923198557247568, 'amount': 12616950.479999999, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第64笔 重算=5.00, 原始=0.73",64,600000.SH,2024-02-06T00:00:00,0.73,5.0,4.27,"{'diff_pct': 17.680280897015468, 'amount': 2415.12, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第66笔 重算=136.98, 原始=89.04",66,000001.SZ,2024-02-07T00:00:00,89.04,136.97796,47.93795999999999,"{'diff_pct': 6.999368365538513, 'amount': 68488.98, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第67笔 重算=13460.84, 原始=176.01",67,600519.SH,2024-02-13T00:00:00,176.01,13460.841199999999,13284.831199999999,"{'diff_pct': 19.73848588303679, 'amount': 6730420.6, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第68笔 重算=253.93, 原始=3930.47",68,000002.SZ,2024-02-13T00:00:00,3930.47,253.93152,-3676.5384799999997,"{'diff_pct': 289.56928860190334, 'amount': 126965.76, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第69笔 重算=7211.74, 原始=157.64",69,600519.SH,2024-02-13T00:00:00,157.64,7211.744519999999,7054.104519999999,"{'diff_pct': 19.562824224949107, 'amount': 3605872.26, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第70笔 重算=117.34, 原始=8766.89",70,600519.SH,2024-02-13T00:00:00,8766.89,117.341196,-8649.548804,"{'diff_pct': 147.42561178599203, 'amount': 586705.98, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第71笔 重算=2524.05, 原始=4687.63",71,600519.SH,2024-02-13T00:00:00,4687.63,2524.046592,-2163.583408,"{'diff_pct': 1.7143767590166579, 'amount': 12620232.959999999, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第73笔 重算=29.38, 原始=83.90",73,600000.SH,2024-02-14T00:00:00,83.9,29.3798,-54.5202,"{'diff_pct': 37.11407157298552, 'amount': 14689.9, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第74笔 重算=129.08, 原始=19.39",74,600000.SH,2024-02-14T00:00:00,19.39,129.0762,109.6862,"{'diff_pct': 16.995573157561193, 'amount': 64538.1, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第77笔 重算=114.16, 原始=75.34",77,600000.SH,2024-02-15T00:00:00,75.34,114.1632,38.8232,"{'diff_pct': 6.801351048323803, 'amount': 57081.6, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第78笔 重算=39.57, 原始=25.72",78,000001.SZ,2024-02-16T00:00:00,25.72,39.574,13.854,"{'diff_pct': 7.001566685197352, 'amount': 19787.0, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第79笔 重算=20608.61, 原始=13282.25",79,600519.SH,2024-02-16T00:00:00,13282.25,20608.613800000003,7326.363800000003,"{'diff_pct': 7.110001547023025, 'amount': 10304306.9, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第80笔 重算=77.88, 原始=50.58",80,000002.SZ,2024-02-19T00:00:00,50.58,77.87519999999999,27.295199999999994,"{'diff_pct': 7.00998520710059, 'amount': 38937.6, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第81笔 重算=5.14, 原始=7.91",81,600000.SH,2024-02-21T00:00:00,7.91,5.1405,-2.7695,"{'diff_pct': 1.077521641863632, 'amount': 25702.5, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第82笔 重算=107.36, 原始=70.62",82,600000.SH,2024-02-21T00:00:00,70.62,107.355,36.735,"{'diff_pct': 6.8436495738437895, 'amount': 53677.5, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第84笔 重算=11.17, 原始=44.92",84,000001.SZ,2024-02-22T00:00:00,44.92,11.166642,-33.753358000000006,"{'diff_pct': 6.045390906236629, 'amount': 55833.21, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第85笔 重算=110.47, 原始=16.75",85,600000.SH,2024-02-22T00:00:00,16.75,110.4744,93.7244,"{'diff_pct': 16.967623268377107, 'amount': 55237.2, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第86笔 重算=94.43, 原始=62.60",86,000001.SZ,2024-02-23T00:00:00,62.6,94.42692,31.826919999999994,"{'diff_pct': 6.741069178153856, 'amount': 47213.46, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第88笔 重算=88.33, 原始=59.34",88,600000.SH,2024-02-27T00:00:00,59.34,88.3272,28.9872,"{'diff_pct': 6.563595359073989, 'amount': 44163.6, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第89笔 重算=139.46, 原始=88.43",89,000001.SZ,2024-02-27T00:00:00,88.43,139.46034,51.030339999999995,"{'diff_pct': 7.318258366500468, 'amount': 69730.17, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第90笔 重算=159.80, 原始=101.53",90,000001.SZ,2024-02-27T00:00:00,101.53,159.79958,58.26957999999999,"{'diff_pct': 7.292832684541473, 'amount': 79899.79, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第92笔 重算=736.26, 原始=1134.90",92,600519.SH,2024-02-28T00:00:00,1134.9,736.2617200000001,-398.63828,"{'diff_pct': 1.0828711290327575, 'amount': 3681308.6, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第93笔 重算=6.67, 原始=3.81",93,600000.SH,2024-02-29T00:00:00,3.81,6.66659,2.85659,"{'diff_pct': 17.140328455108932, 'amount': 1666.5900000000001, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第94笔 重算=14443.51, 原始=34.57",94,600519.SH,2024-02-29T00:00:00,34.57,14443.51266,14408.94266,"{'diff_pct': 19.952130758197434, 'amount': 7221756.33, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第95笔 重算=143.88, 原始=7.98",95,000001.SZ,2024-02-29T00:00:00,7.98,143.88335999999998,135.90336,"{'diff_pct': 18.890768188899678, 'amount': 71941.68, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第96笔 重算=106.37, 原始=9715.54",96,000001.SZ,2024-02-29T00:00:00,9715.54,106.36920000000002,-9609.170800000002,"{'diff_pct': 1806.758121711924, 'amount': 53184.600000000006, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第97笔 重算=5.00, 原始=2.17",97,000001.SZ,2024-02-29T00:00:00,2.17,5.0,2.83,"{'diff_pct': 2.1530212289414745, 'amount': 13144.32, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第98笔 重算=5.41, 原始=88.93",98,600000.SH,2024-02-29T00:00:00,88.93,5.409454,-83.52054600000001,"{'diff_pct': 30.879473603066042, 'amount': 27047.27, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第99笔 重算=175.62, 原始=114.15",99,000001.SZ,2024-02-29T00:00:00,114.15,175.62176,61.47175999999999,"{'diff_pct': 7.000471923296976, 'amount': 87810.87999999999, 'direction': -1}"
slippage_exceeded,warning,"滑点差异: 第1笔 重算=2.11, 原始=0.00",1,600000.SH,2024-01-01T00:00:00,0.0,2.1119999999999997,2.1119999999999997,"{'diff_pct': 2.9999999999999996, 'amount': 7040.0, 'direction': 1}"
slippage_exceeded,warning,"滑点差异: 第10笔 重算=15.31, 原始=3.67",10,000001.SZ,2024-01-05T00:00:00,3.67,15.311478,11.641478,"{'diff_pct': 2.280931599157181, 'amount': 51038.26, 'direction': -1}"
slippage_exceeded,warning,"滑点差异: 第11笔 重算=914.94, 原始=1.84",11,600519.SH,2024-01-05T00:00:00,1.84,914.9420159999999,913.1020159999998,"{'diff_pct': 2.9939668307898537, 'amount': 3049806.7199999997, 'direction': -1}"
slippage_exceeded,warning,"滑点差异: 第12笔 重算=1.88, 原始=894.97",12,000001.SZ,2024-01-05T00:00:00,894.97,1.8846959999999997,-893.0853040000001,"{'diff_pct': 1421.5851850908584, 'amount': 6282.32, 'direction': -1}"
slippage_exceeded,warning,"滑点差异: 第13笔 重算=3.67, 原始=15.31",13,600000.SH,2024-01-05T00:00:00,15.31,3.6734999999999998,-11.636500000000002,"{'diff_pct': 9.50306247447938, 'amount': 12245.0, 'direction': 1}"
slippage_exceeded,warning,"滑点差异: 第18笔 重算=1894.20, 原始=0.00",18,600519.SH,2024-01-10T00:00:00,0.0,1894.200285,1894.200285,"{'diff_pct': 2.9999999999999996, 'amount': 6314000.95, 'direction': 1}"
slippage_exceeded,warning,"滑点差异: 第23笔 重算=13.91, 原始=27.33",23,000001.SZ,2024-01-12T00:00:00,27.33,13.90824,-13.421759999999999,"{'diff_pct': 2.8950665217166223, 'amount': 46360.8, 'direction': 1}"
slippage_exceeded,warning,"滑点差异: 第24笔 重算=28.34, 原始=13.91",24,000001.SZ,2024-01-12T00:00:00,13.91,28.344125999999996,14.434125999999996,"{'diff_pct': 1.5277372814388417, 'amount': 94480.42, 'direction': -1}"
slippage_exceeded,warning,"滑点差异: 第32笔 重算=25.34, 原始=0.00",32,000001.SZ,2024-01-22T00:00:00,0.0,25.341732,25.341732,"{'diff_pct': 2.9999999999999996, 'amount': 84472.44, 'direction': -1}"
slippage_exceeded,warning,"滑点差异: 第36笔 重算=3.39, 原始=10.13",36,600000.SH,2024-01-24T00:00:00,10.13,3.3863999999999996,-6.743600000000001,"{'diff_pct': 5.97413182140326, 'amount': 11288.0, 'direction': -1}"
slippage_exceeded,warning,"滑点差异: 第37笔 重算=10.37, 原始=3.29",37,000001.SZ,2024-01-24T00:00:00,3.29,10.374593999999998,7.084593999999998,"{'diff_pct': 2.0486374695723026, 'amount': 34581.98, 'direction': -1}"
slippage_exceeded,warning,"滑点差异: 第43笔 重算=17.51, 原始=0.00",43,600000.SH,2024-01-26T00:00:00,0.0,17.514774,17.514774,"{'diff_pct': 2.9999999999999996, 'amount': 58382.58, 'direction': 1}"
slippage_exceeded,warning,"滑点差异: 第47笔 重算=1.03, 原始=43.42",47,000002.SZ,2024-01-29T00:00:00,43.42,1.028595,-42.391405,"{'diff_pct': 123.63876452831289, 'amount': 3428.65, 'direction': -1}"
slippage_exceeded,warning,"滑点差异: 第48笔 重算=5.09, 原始=0.00",48,000001.SZ,2024-01-29T00:00:00,0.0,5.0904929999999995,5.0904929999999995,"{'diff_pct': 3.0000000000000004, 'amount': 16968.309999999998, 'direction': 1}"
slippage_exceeded,warning,"滑点差异: 第49笔 重算=43.42, 原始=0.00",49,000002.SZ,2024-01-29T00:00:00,0.0,43.420967999999995,43.420967999999995,"{'diff_pct': 2.9999999999999996, 'amount': 144736.56, 'direction': -1}"
slippage_exceeded,warning,"滑点差异: 第50笔 重算=2912.76, 原始=1.06",50,600519.SH,2024-01-29T00:00:00,1.06,2912.756433,2911.696433,"{'diff_pct': 2.9989082506302367, 'amount': 9709188.110000001, 'direction': -1}"
slippage_exceeded,warning,"滑点差异: 第51笔 重算=0.20, 原始=3866.27",51,600000.SH,2024-01-29T00:00:00,3866.27,0.19522799999999998,-3866.074772,"{'diff_pct': 59408.611039400086, 'amount': 650.76, 'direction': 1}"
slippage_exceeded,warning,"滑点差异: 第53笔 重算=1696.38, 原始=0.00",53,600519.SH,2024-01-30T00:00:00,0.0,1696.3830419999997,1696.3830419999997,"{'diff_pct': 2.9999999999999996, 'amount': 5654610.14, 'direction': 1}"
slippage_exceeded,warning,"滑点差异: 第60笔 重算=19.08, 原始=3721.94",60,000002.SZ,2024-02-02T00:00:00,3721.94,19.080935999999998,-3702.859064,"{'diff_pct': 582.1819847831365, 'amount': 63603.12, 'direction': 1}"
slippage_exceeded,warning,"滑点差异: 第61笔 重算=3785.09, 原始=0.00",61,600519.SH,2024-02-02T00:00:00,0.0,3785.085143999999,3785.085143999999,"{'diff_pct': 2.9999999999999996, 'amount': 12616950.479999999, 'direction': 1}"
slippage_exceeded,warning,"滑点差异: 第67笔 重算=2019.13, 原始=176.01",67,600519.SH,2024-02-13T00:00:00,176.01,2019.1261799999997,1843.1161799999998,"{'diff_pct': 2.7384858830367897, 'amount': 6730420.6, 'direction': -1}"
slippage_exceeded,warning,"滑点差异: 第68笔 重算=38.09, 原始=3930.47",68,000002.SZ,2024-02-13T00:00:00,3930.47,38.089727999999994,-3892.380272,"{'diff_pct': 306.5692886019034, 'amount': 126965.76, 'direction': -1}"
slippage_exceeded,warning,"滑点差异: 第69笔 重算=1081.76, 原始=36.38",69,600519.SH,2024-02-13T00:00:00,36.38,1081.7616779999998,1045.3816779999997,"{'diff_pct': 2.8991090161358066, 'amount': 3605872.26, 'direction': -1}"
slippage_exceeded,warning,"滑点差异: 第70笔 重算=176.01, 原始=2023.13",70,600519.SH,2024-02-13T00:00:00,2023.13,176.011794,-1847.118206,"{'diff_pct': 31.482859711094136, 'amount': 586705.98, 'direction': 1}"
slippage_exceeded,warning,"滑点差异: 第71笔 重算=3786.07, 原始=1081.76",71,600519.SH,2024-02-13T00:00:00,1081.76,3786.0698879999995,2704.309888,"{'diff_pct': 2.142836742056464, 'amount': 12620232.959999999, 'direction': 1}"
slippage_exceeded,warning,"滑点差异: 第73笔 重算=4.41, 原始=19.36",73,600000.SH,2024-02-14T00:00:00,19.36,4.406969999999999,-14.95303,"{'diff_pct': 10.179123070953512, 'amount': 14689.9, 'direction': -1}"
slippage_exceeded,warning,"滑点差异: 第74笔 重算=19.36, 原始=4.48",74,600000.SH,2024-02-14T00:00:00,4.48,19.36143,14.881429999999998,"{'diff_pct': 2.3058363974148604, 'amount': 64538.1, 'direction': -1}"
slippage_exceeded,warning,"滑点差异: 第83笔 重算=10.60, 原始=16.27",83,600000.SH,2024-02-22T00:00:00,16.27,10.602791999999999,-5.6672080000000005,"{'diff_pct': 1.6035044354354968, 'amount': 35342.64, 'direction': -1}"
