customer_id,age,income,spending_score,purchase_frequency,tenure
C0026,30.55461294854933,52140.93744130204,71.72769056447677,11.862287810584187,13.84780682083279
C0027,24.245032112888488,37542.61221288012,85.19346514241172,20.24042473330691,13.779303773905152
C0028,31.87849009172836,51731.80925851182,95.32738913002578,21.29861250860741,11.07136068205803
C0029,26.996806550405974,53853.17379728837,78.91239851543142,15.478416874477958,12.978399066726354
C0030,28.541531251033618,41161.42563798867,84.01711722098942,23.19296229388687,8.246659270844091
C0031,26.991466938853016,51537.25105945528,86.90143991711112,11.6923996886552,14.772081057620703
C0032,39.26139092254469,50582.08718446,75.98779528114164,19.66960100676342,11.445293590671033
C0033,29.93251387631033,38570.29702169377,82.24092481810416,13.944919001187717,10.431830938442882
C0034,24.711445355220498,53577.87360348283,80.12592400781794,16.740819460989204,15.147027677510668
C0035,34.11272456051594,55607.84526368234,80.97676098548831,20.23699335658207,9.886968928371722
C0036,23.895781750144888,60830.512431752766,72.26990216144533,15.697933173580239,7.774616110909321
C0037,31.044317975023777,60538.02052034903,80.24510174258943,18.077222278850872,7.330112479428289
C0038,20.201649380601122,36223.30632042909,84.9799829124545,25.0314640460722,13.818029854036919
C0039,23.359069755507846,40621.74960084877,94.51143607795042,17.115540652384254,8.15871194251115
C0040,30.984306179345616,55150.3526720866,89.59270826085206,24.17846056032571,17.264382545953094
C0041,33.69233289997705,55137.859509122085,101.53182457511556,14.35146572671191,5.754211776348834
C0042,30.85684140594985,55150.47686306048,72.3265243711195,22.649020889576413,17.089369104870116
C0043,29.421758588058797,88527.31490654721,88.72320636720679,27.207843103289502,12.633052401607856
C0044,28.494481522053555,55708.90510693167,81.83342005738352,7.6417774993635526,11.709860664388822
C0045,22.607390048162863,61355.65640180599,101.89802933217672,16.015523722647615,10.365242739573151
C0046,26.400778958026457,59540.017634932025,71.91701714644849,22.8853606359027,13.197408343056212
C0047,27.696806145201062,56513.91251305798,71.60278157819224,18.984773069785035,11.887095892725455
C0048,35.285611131094576,46847.30755359655,74.00607354555977,21.855729366856544,15.309905646049565
C0049,31.71809144784231,57589.692204932675,58.76104275690193,16.980074066420897,12.34268294598612
C0050,21.18479922318633,42271.74785462428,74.74244978319238,20.4329489373645,12.450905284385632
C0051,31.620419846973974,47631.813932599915,72.40867338446301,19.221613823039604,10.909163363358433
C0052,28.074588597918417,45146.364521708965,81.50393786476208,25.838910308299035,11.829163128836798
C0053,26.615389998470206,50818.74139386322,83.4175597577716,21.272104216506065,12.923405306676177
C0054,33.058381444204336,73146.58566673509,98.76170839215887,21.68801331037601,6.8694948220301235
C0055,35.154997612479754,31327.348074082518,89.5042383818605,17.940615169387662,7.955443733682861
C0056,34.65640059558099,56862.60190374513,74.23096344337597,17.561968879637533,14.229792282068145
C0057,25.803912383886807,33872.84128810348,71.01585328651642,17.837209060901895,12.512596314383826
C0058,28.453938120743928,45280.681342105665,84.91919171506505,21.972260711891483,11.448049990941962
C0059,31.65631715701782,60889.50596967366,66.79766792979358,17.895077595898684,12.05530179919618
C0060,34.877725635611796,50642.80019095463,98.31458765854353,21.448874284482066,13.042745116085014
C0061,27.60412881077355,39222.55222070694,91.79440120721287,30.377003993227195,10.380720959071915
C0062,29.071705116680914,42846.96290740032,75.30824347895295,24.355623517158463,9.665085823793062
C0063,24.46832512996986,56795.977489346755,62.868654709091224,18.369882339160796,12.587535765293044
C0064,24.018966879596647,42696.333682828634,93.53872374165412,26.006069610819722,9.064881667154904
C0065,34.06262911197099,52164.58589581975,78.85460154747382,17.959623134892244,13.224758267143415
C0066,36.78120014285412,50455.71839903814,92.37816311973462,9.80937732411073,6.892249187286479
C0067,29.63994939209833,43483.99652394183,64.05572341205632,14.95956844541298,15.08746691197693
C0068,35.01766448946012,71439.44089325325,74.00624977046228,10.646040394870722,13.41779244723913
C0069,31.80818012523817,56339.190223180114,80.05243699718183,18.24243257979346,12.768089202941628
C0070,26.77440122697438,29748.57413342393,80.46980593764742,20.092091895947757,14.948072951836542
C0071,31.80697802754207,51864.543147694276,75.49934528520757,28.382186561376415,16.99642333338773
C0072,37.690182832329846,43382.13535231612,86.22849932347499,21.634636868820813,15.04311019505439
C0073,29.820869804450243,58524.33334796224,69.32379570617405,18.90449735595568,6.477377306005064
C0074,37.82321827907003,42074.792615672995,78.57620514978707,24.147027905917447,8.161269099792896
C0075,16.901274479551276,48852.63558533101,81.20295631711899,8.944323454960575,10.125544266912964
C0076,34.10951252187612,55049.87278980457,85.14438834058748,21.178072790542828,12.078273150632501
C0077,30.435235341190857,58657.55194170121,87.11614878088889,23.854325969434832,13.552977061407368
C0078,28.504963247670663,37997.03592944224,68.75357908162131,12.607068771100792,9.822768560539604
C0079,30.45880388267751,46654.98764159052,64.65885829264377,25.718770216034645,12.560300293431235
C0080,20.062155426995538,45250.54688839044,92.7767682189851,21.69248203747207,9.733851202940032
C0081,28.90164056081244,43466.707674262885,83.32314011979592,17.923560430495993,10.165446591024155
C0082,31.78556285755873,67654.54240281097,72.51513463443446,23.163909330531425,7.780016709455333
C0083,37.38947022370758,54049.817109609554,95.51151975522524,31.35346428902198,9.230300261667287
C0084,27.40864890863176,37391.16045664955,81.15674634292859,20.909331275292477,7.944946183150999
C0085,25.95753198553406,59178.61947054776,91.79297184063826,21.24110293150168,9.072380241068002
C0086,27.491214782077318,71221.56197012633,80.67518481410109,17.70319550229878,15.160925389823518
C0087,34.57701058851037,60324.65260551147,100.60747924881987,15.750778152676041,9.151803333504171
C0088,31.643755548298422,34806.300340459864,97.55340842443204,24.151679082721227,19.897146194512175
C0089,27.351198981164806,45157.659271337485,77.51035851520926,15.719580870455664,13.479953702642668
C0090,32.56633716556678,62669.11149186623,89.71570950954356,20.357831186096963,12.554508371084621
C0091,30.4853877467402,42923.30534381219,86.45375949585147,17.611712766174417,9.424926659456359
C0092,34.84322495266444,54438.19428146228,93.68631557532349,22.39489912873196,14.100929638226974
C0093,26.489734530613237,57746.34053429337,70.35076539419896,21.66831052643474,10.273086521286679
C0094,28.361689267011158,40730.69528421917,86.8605145999844,25.187699721289498,12.366029443936084
C0095,28.039459234339212,49404.746439382,90.58424486849587,17.449918005726264,19.680253614806382
C0096,22.682425259339407,17587.326599309275,62.41260513576886,18.650625323533145,11.71182030082605
C0097,31.48060138532288,39756.1235866571,68.16741487334225,15.106181421088463,15.447819978857027
C0098,31.305276360899448,47474.3184860684,59.607678222398995,17.77853369961944,9.890470724622338
C0099,30.025567283212304,37522.16818035151,77.30593165555442,21.88650246522426,11.895034528509115
C0100,28.827064333124266,66324.11303931635,87.17542255795962,23.78494308322676,17.31240190690653
C0101,22.92314628974793,35698.58622039367,95.02357052096028,15.389173379111874,10.119098826636698
C0102,27.896773386173205,45599.55513303016,80.74094780419775,24.3480296005283,17.437345673990787
C0103,28.286427417366152,51307.40577286091,96.28615545571292,26.778189294024756,14.123255806366426
C0104,25.988613653891903,64412.73289066115,66.19898541785109,22.067174516118506,10.312599672317198
C0105,29.193571441669953,35641.378488205606,62.96617560644845,29.38397906279033,13.897223217166562
C0106,32.02025428407269,61631.637521549594,79.44452301103381,16.131054004482134,14.91766334888019
C0107,39.43092950605265,50102.33061019587,83.84065448939307,13.776726483442914,13.86542988665159
C0108,30.872889064159196,40184.91348952049,79.67305251905907,11.106398755478606,7.2893258403286305
C0109,31.28775195361382,54621.034742632706,59.325578999601234,27.480221557445915,9.818588472525395
C0110,29.627770421169163,51990.5969557347,79.10879960487212,23.27182828177029,11.257444093345486
C0111,20.406143923504793,43997.831228412055,66.95530499495146,19.722076645447725,11.77669971269986
C0112,29.867430622753915,50698.02084990019,86.69672548830039,21.399843131599102,13.862016292652033
C0113,30.301151049705133,46146.8640313824,83.66598246096848,14.372554763508116,12.533103002799761
C0114,42.316210562426434,51135.17345251248,70.60120213672644,32.228759898084135,7.993966923869696
C0115,29.038195176094387,56621.306745210466,74.86133082663306,20.646105909876137,13.14059355301789
C0116,31.507736711668063,65860.16816145352,69.40786478111049,20.546973973024464,13.83175723585147
C0117,29.826441151473784,37621.84501173151,79.37320902726829,23.62883311949346,13.67937134379312
C0118,24.15660981190234,71330.33374656267,89.55142320501238,22.405046158683568,15.242342176663865
C0119,35.7141140725751,30479.12200477498,70.14273953664457,21.119420121395656,14.501766463646712
C0120,33.75966516343387,48482.14904964417,85.04046515517844,16.04762772277344,13.37754023768531
C0121,33.95515973521523,55883.17206484576,74.69742381627559,22.357341785679978,11.789502865624058
C0122,25.453062726026303,52809.918677350324,72.07127167737656,29.41012248237517,7.017117199452025
C0123,37.013971554680495,43773.004801794064,78.92969640045442,26.727100230774887,13.288854657397758
C0124,22.990744686038596,47918.77749642725,69.64757677580626,27.965933133196984,12.623063061489333
C0125,32.93428546900135,45069.990653411674,74.46350694652818,17.443921617844076,12.814736511586121
C0126,40.952278129049894,44106.35243055788,68.02122107411151,15.051975898707095,8.169754272539071
C0127,25.04731837434656,58496.020970210244,99.6472513291639,19.37106539950176,8.756830378775213
C0128,27.16851135198614,53570.15485965047,80.35263551971728,20.278624561443472,15.159458559998711
C0129,30.498256825438204,43070.90404739346,73.00274492007415,25.470957592354743,11.881334538430036
C0130,27.482621729419005,58995.99875433251,82.13979910734221,11.537676851425903,14.044502092117874
C0131,22.246682844669337,53072.99520876609,78.8767195030917,27.64775159730307,12.084955128391384
C0132,30.342814874030136,58128.6211883896,77.79030400466777,19.209960507105052,12.089268418487235
C0133,24.688481431369475,56296.28841923612,86.14166700043425,17.8655946502629,14.814851417927994
C0134,32.36796215317591,41710.04989077928,87.57507710047305,14.939478123699162,10.451865815347878
C0135,25.402878828830985,44398.1895980303,74.69498852389472,11.725716640671154,12.28836233082295
C0136,37.7496720250877,57472.93605123262,74.2418175935532,24.115852919809573,10.613174133884872
C0137,26.083733538318814,56103.70265433465,77.24948302848355,20.36658983594202,10.696511317703052
C0138,28.38969241897162,49790.98406035852,56.980788352644154,13.55019550129473,11.072483629594082
C0139,34.06758608684835,51173.27383308782,64.84808937801448,13.52460613968192,12.666401314901139
C0140,23.845678417830225,62776.648957884245,93.66874267444524,18.32107650354936,10.563754135009567
C0141,31.137299673020646,44084.286111641704,96.44967713501283,28.345107626446964,15.767268376720562
C0142,36.53571377141214,55470.97381170038,77.50963960443622,18.702043243181976,9.316178093341488
C0143,21.96258382719386,47978.07347566106,85.76556963055766,12.48428523440947,11.439385067515923
C0144,30.92316929266152,47823.1879677278,83.11250154543536,18.77128467957028,10.680806825177475
C0145,31.299413971242117,60987.7685198719,110.78880808455239,18.636382151261646,16.3409336530612
C0146,33.909114358886555,58254.1634898803,91.19574911434577,6.515566785292142,12.589664329534724
C0147,23.81524644560959,58135.096360006384,78.72082408519233,19.72852566741094,15.095533618405906
C0148,23.397716934578618,63054.78807154329,70.44459559399574,18.84532734895661,7.543318880889084
C0149,32.60970782808449,50210.03841632759,63.93553679742428,23.48103182406709,12.801150797607777
C0150,31.48492336616593,56819.52971294964,82.03463635867223,29.244780474726724,14.668892386870311
C0151,31.252464251729382,46897.332434065436,72.43649254715697,25.632825147738785,12.246851967826272
C0152,31.732241047484877,53241.66352488442,65.77746290402325,18.655556547225846,15.196441125196053
C0153,26.599876392107547,48698.56945632315,73.53427115757474,14.467370456291649,10.448134649698883
C0154,31.161268485805017,50969.95964992718,69.18451996385605,32.8667990162493,16.22804232055674
C0155,31.465362366493405,55951.57025436914,96.87141635072564,20.29609217007244,18.89669437085775
C0156,26.42824290986816,41817.79316766527,88.81639756949451,20.06964645956473,10.911484318681023
C0157,39.328872555723784,70923.8727568546,79.92027358683383,19.879374564449982,10.663492435797684
C0158,32.36916460455894,39939.82618500298,94.79944138890026,20.990423803839274,16.360153431353105
C0159,24.043482513986756,37858.113872122674,80.77368307647619,19.278197940380288,16.73871643719214
C0160,33.28276804316915,61581.10873500068,71.38715798671737,17.131689965598817,10.431419918540195
C0161,25.126591648863393,57916.62693962936,95.23124077269657,17.26570529379804,10.73943954871243
C0162,33.93542301871226,56241.19817052155,85.38910043684659,19.836233648920008,11.154646173418477
C0163,35.79297789503702,56283.4550926428,69.62753845673544,17.282876144331176,7.966648466897169
C0164,25.89658840824145,49877.53227153085,78.09661321916391,16.435771086614178,9.244044160547405
C0165,34.816880646221605,41027.456285141685,71.24381746615242,20.532151138459483,8.987577699743795
C0166,32.063904634682494,50758.045581937266,66.17200269035663,18.725113912895722,9.696607304687614
C0167,34.11030079997245,43228.38288487888,89.26177547531641,27.519964942913443,11.895945337839656
C0168,51.87371786029217,121192.60739840349,52.80123338170462,3.7731946729181205,59.959506511068575
C0169,62.40400394251262,107061.26444588852,51.38392884680148,4.395060627023743,57.95778452970086
C0170,42.01316767408967,133964.4662722718,44.21787135954064,4.223646362917543,54.5612634080727
C0171,57.87457918781267,127869.70770843499,41.56301655927814,5.340832444750975,68.35664936948058
C0172,48.28808924619593,137903.86440055465,39.06110308150716,5.3211479620997295,71.46366250284613
C0173,49.604290322780535,132703.4360336394,28.690531166999854,5.006092040306829,61.06088263550217
C0174,55.39855593733283,140991.0543063867,35.78987384699839,5.8738763394927,77.73036097266314
C0175,41.018223827501615,109295.29576878864,14.605647787069216,7.381292549572683,46.29973063039794
C0176,53.059277969472404,146347.8813126865,38.52490559807875,6.899108270882648,57.676086488643385
C0177,51.33161766570445,123951.99209384799,25.171133392736238,2.030204063100193,51.39813215276634
C0178,53.939610112065196,161505.2174525053,23.446160241763437,-0.10784226980390965,37.60156059512328
C0179,52.31334915126254,106216.24363820865,42.698412267302174,6.868639822478547,59.00783176988761
C0180,69.64240111928716,154719.27606330498,60.88003429516899,2.266242603169158,58.539029899400596
C0181,44.89808012598947,123958.21566925295,53.774749090034696,4.550469196214633,78.16139691890558
C0182,45.752024359985455,106971.63992771103,16.442490945652345,2.659773947881281,67.56974021465733
C0183,45.014875788601884,110322.28331891357,25.155577951444936,1.3960391248399606,47.70975810804954
C0184,45.55618304671796,113593.0538361136,54.111567819823236,6.082925456409576,82.24911079601026
C0185,44.90090298154786,128483.31892803832,25.262689096925357,6.518310320605294,74.65240434630424
C0186,59.51213224886041,130456.70976070999,36.63050275004463,3.846979198546561,66.98517244162339
C0187,61.36403398391884,108525.99992122842,48.25078148536828,-0.18208458428981977,57.28219081380202
C0188,45.43402965000419,119512.90815478034,25.47483317704547,3.9075111034950343,48.486729159318244
C0189,43.34115541516617,162845.4071722373,41.580632592189396,5.783608010805093,55.533518687147364
C0190,53.77132445109123,154550.86340201422,19.989617576226934,2.0421768624517425,73.06498343645023
C0191,45.58221564575223,128726.47339348064,30.979485340731795,5.3667198395583116,82.61503567121531
C0192,55.063454542044084,120760.069563364,44.79672901213806,4.969380301654009,78.51892233926627
C0193,51.623384166810396,122400.62653436522,16.105093997024962,6.158582999202177,54.13380693856471
C0194,37.874047080022144,132270.35945460835,46.607121069405984,5.239160736828307,46.56459080053187
C0195,62.38004161064049,99544.14869603189,39.70543301609978,3.0538621182368892,61.690634962934446
C0196,64.36702138476417,114852.4692515331,48.28734931625722,7.393143003328983,38.77872761324578
C0197,45.09769047612491,86628.31852244821,43.358712010969924,4.68294085394606,63.87801257021738
C0198,46.898387520512124,127984.46245210558,60.46210644960766,4.945390920980136,58.22876896441598
C0199,52.28692312579924,132943.91879405483,41.87836753971861,3.133464081853608,54.407561977581096
C0200,52.675654319896196,110336.27075401251,33.558916883121206,4.11343549761698,40.86356319279845
C0201,55.26835418138264,151479.73526580067,41.83446254548426,3.2303945719461984,66.1632012788366
C0202,66.08163631013079,95484.68673995318,48.14947043554582,4.654107880153154,53.607589924057066
C0203,48.5844221800476,90712.5023958036,40.732901054885566,8.423416960284687,45.960997971476544
C0204,43.613622043692374,124489.03637119944,40.608875368058236,2.2561977141372873,25.532853440620208
C0205,38.965446175883784,140941.96605224308,29.47012468289867,1.7728772042465177,59.66982113939236
C0206,44.15255968046465,153678.55382915738,30.05648623673578,7.942340654987217,81.26701916003694
C0207,49.734984217009625,110822.3147426212,18.960920923004597,4.581352645696268,79.93511057457444
C0208,64.3564629081423,141573.6166686259,66.24365114780409,3.6618545226801666,54.514844920964734
C0209,45.85910960771063,119229.83060998586,21.342051469130723,7.079809374792153,52.773455275658634
C0210,51.790303613111185,116547.4540011836,29.606422033061392,3.788768920526272,65.62529107290028
C0211,49.86861683141798,137673.19874973345,29.22389101646204,8.652019427093872,48.019374729740505
C0212,59.507146187584674,133046.45756826838,53.42386565416662,6.355851742678539,63.62150279783359
C0213,70.21545940698897,88472.15686031501,35.57575482561958,4.024177183708595,69.19296334061629
C0214,45.753049816637436,149530.80699451792,58.716131090106,9.314616426531007,74.7231986866117
C0215,46.084484459854224,147601.82708294902,29.897640636341972,3.788570153993323,58.798151082240565
C0216,58.35328701655258,107488.74596980942,44.18491243335703,6.484190744018614,57.55591499787641
C0217,55.45513191701049,127916.07066874819,27.46979420110364,5.598585160812984,49.46420895892127
C0218,64.77365860588827,129880.60372565477,72.17723691660083,7.603482578797596,50.077435751521676
C0219,54.67142548260771,125213.47531647814,22.186023714557308,8.123022393453706,57.28225329718168
C0220,47.12566327370352,108993.8969230916,44.64731065340541,5.064008298131533,64.40838608179413
C0221,54.725238645538475,106567.53264123897,49.50665321398148,3.4931642593076333,70.963015514799
C0222,58.869628644663266,119488.9185801711,46.20698646177247,5.919944285878233,50.36185259183586
C0223,56.56385744957891,143454.5803851873,37.220685116834375,3.6445692604957878,77.91226282751427
C0224,54.05819224885838,130872.00309188865,38.05268950399861,9.026774495053246,56.74651678748918
C0225,58.53339751671323,112587.71335827788,40.657172079686646,5.273070662165475,59.743592467818765
C0226,59.35436472356538,135433.9742129669,37.79496997557267,4.269356897375783,51.03345985022612
C0227,61.05727192830022,63029.14758739849,54.45818675192365,5.3693606117298165,30.909116876724703
C0228,55.18967910071714,142975.31400744207,73.15784502387027,2.305747420940607,70.60854475633259
C0229,48.66305535746517,85205.724424438,31.637623224882496,3.056771922978697,68.8421267651092
C0230,51.17370949146658,112751.18117193735,19.452955306313832,7.400827815888851,56.62406931458144
C0231,59.65207173206686,97606.60210747713,38.67576927473118,3.6862114420572087,60.803888606698465
C0232,43.46451463210211,94106.37048558188,78.69564006481477,2.906178034636121,66.19127061244919
C0233,52.94938647098321,143216.5357475704,27.944881480454036,6.073305505054572,41.249449717361486
C0234,46.85328950138111,110645.97597376218,64.58675208166102,7.371408309325994,53.651367871844464
C0235,50.22995858347854,126930.07763461431,65.1655122111466,6.437906621330134,69.53117615546192
C0236,60.22761490085839,119061.58842241632,31.69617637438008,6.992095371611633,44.948526921969005
C0237,51.528792544159224,129540.81654446243,48.534746187779135,3.4864098228610785,63.52269518599955
C0238,50.37149238524919,121536.43782120511,64.42594934692806,2.1563786665163125,43.72101834451914
C0239,39.12115087216065,94340.15551622861,34.313083885187694,8.002667303910973,65.59715978920232
C0240,55.97002852821777,139925.3363889428,36.946294598464576,4.354640322315729,59.572302212430195
C0241,55.1638734491286,110124.86833677375,31.274786290770344,4.498333967089906,40.618418209133885
C0242,67.30603778644368,88868.36202680497,24.778649039606996,7.656388283698115,73.97687225348605
C0243,47.53777412037599,111437.69678068176,30.260836824009893,6.11246001880132,51.18490107842341
C0244,51.75320262131151,150015.19581268623,21.64089599856615,5.911775544163215,50.27697075582743
C0245,51.995069469686044,137004.43484226987,40.51125202388839,9.330004689802168,62.40683036677132
C0246,62.6196262381078,113026.95731184282,28.450401534120374,3.712963539239714,73.78364819314459
C0247,49.23763574090438,113014.84591363142,43.50678867686121,6.855680256162474,47.81013817225924
C0248,52.232172206162716,113567.29897565235,16.66156530694559,5.114026249794169,60.740158198175656
C0249,54.863172077732315,161534.9596712168,44.96320348321686,5.537184557726514,65.14579800396687
C0250,51.49287298525086,127638.70904463106,52.50293442413387,8.056936852825064,68.31726728715773
C0251,46.42853108359577,128600.8329438214,10.093965361428168,6.015671512579248,62.1172986633267
C0252,51.55271994318646,140605.66908063684,45.61084854771358,6.076592158099266,55.595665931000134
C0253,58.58905399887818,124775.78318053027,58.41503488709938,7.145014674619604,50.068917352215365
C0254,41.78787760471152,114819.15708358593,21.855384719631918,4.270094540914229,61.0337265965565
C0255,51.06375739317501,116073.00301830043,65.08858580256555,3.3215806653219873,47.13433185617272
C0256,44.399033480486615,118567.97481171873,46.28528514049068,2.910381611957933,24.943794198064708
C0257,59.56037303139874,119255.55526980317,29.424822163623865,1.0672868212479965,65.23871764989201
C0258,37.8145047617298,134552.5908727396,39.16346383513441,9.112414259880644,70.84721809303434
C0259,45.52862522182729,121038.917716146,48.374903687825835,2.7935832685566337,31.644810773497937
C0260,53.01769500051617,134652.80154431157,41.14008087118617,4.557492752828456,47.88323154348075
C0261,62.52419223387472,118385.66839782835,48.08133988669554,4.446373400222159,67.42985113206237
C0262,49.4739979114161,121572.7038063218,26.189896103809506,5.614813395618201,84.68994563654039
C0263,45.55840378645441,80035.98630935785,42.54041236054117,6.6314744250785935,60.2495244921049
C0264,65.04925655552472,138326.55349404964,18.794282546425297,6.720946976719491,51.26396470525039
C0265,38.415888796670046,126929.76951795985,38.33160907976949,3.8338451228621233,57.80524270674192
C0266,32.409552347039345,139960.20219719305,26.44138537802815,4.665756572427177,76.49851702977821
C0267,53.52011560042666,62074.89243612622,28.967050861153503,5.5651599009765995,52.24842985050557
C0268,45.98356620517911,161767.49409561456,58.54139762815656,4.502617747632906,50.40969592019695
C0269,41.8301374629543,117208.20743689653,56.369651808914035,8.214691152039986,54.20707773381561
C0270,55.66685157839483,142163.65633475033,49.137071813607655,5.981949903276503,48.56005670089545
C0271,51.95040571016959,99201.88145748939,23.615308529911314,6.4697555720996345,61.472043791937544
C0272,45.487370954106176,132255.47810125138,35.25387325457797,6.325762537334826,79.49614150163472
C0273,39.75756481063284,98931.68873652688,58.19646549968775,7.34694771497065,63.87695127739235
C0274,56.97965862624116,107524.62078608389,42.12575370459857,5.3620431174074135,56.97175797448455
C0275,55.20160942366929,158280.62707733572,74.7899430997254,2.406336104088307,56.498264773013474
C0276,49.20659308976494,116186.35198473308,45.89976759091558,5.799375903505283,41.24171029564012
C0277,64.77309596838133,124348.65746359446,42.880736747350475,3.697286212416342,70.59731732576591
C0278,41.43932186939078,137401.3546137751,35.363253036962476,3.9427666365004863,59.06595363584638
C0279,37.795798632602086,129913.63775945209,42.00311357173423,6.172728037510186,57.834241036912495
C0280,44.464735440950044,123008.37810287153,37.712952454291845,7.476566142867272,98.31729081413833
C0281,49.63531186915602,127299.2200493245,50.621630150328855,5.042543153472123,63.58503490038824
C0282,51.94671559458153,168068.3117047655,54.35053475191876,5.617666025197927,50.978507398857786
C0283,48.07011153714936,118847.62405932829,28.21015809238076,8.404429889270476,54.88370884553348
C0284,52.816443172114376,124021.98093429935,20.031505696633328,5.4815063589771365,73.78134851036106
C0285,39.98768460647645,141013.08792015223,12.456919403450552,10.203366228360789,61.35924492645317
C0286,61.55011683258608,142110.5186591597,47.619869903688155,6.1310192912630885,42.7406642601916
C0287,49.34279057285945,143740.6061112076,23.449500907391897,1.4784744816883646,71.03074721490245
C0288,58.93836665270502,132774.6044405837,7.706641105712755,6.506683242209065,51.982270973532074
C0289,52.74180277102163,97139.90174539032,45.82867906796446,5.7623167697655555,82.47957331461055
C0290,53.65402575323027,152668.63064602192,77.39499276149186,7.579505508165491,72.96057678857578
C0291,54.558138241857634,97073.09213962624,39.9089363269016,6.346362702539917,54.632137252094985
C0292,53.58166848013852,126052.70930478067,52.577361616774624,4.723088032032452,75.37219634082135
C0293,55.14178207894035,104914.48299961284,41.22744037821347,2.5514035274212685,60.81426612632884
C0294,60.63322024105945,118717.23306814015,38.51665520213286,4.58195348542795,70.23328410146664
C0295,51.57216935761176,126575.2482060696,53.786147244816526,3.2989590915813998,65.8167938075337
C0296,55.672030060708096,126427.14430900547,35.64588183717023,3.8389531003905546,49.84372014010952
C0297,49.282114445702184,128438.41508470569,44.010884711078546,6.177156808841219,52.27740201219046
C0298,61.52093772359578,152274.22538117293,44.8254670929402,8.339809008702812,72.35952981097394
C0299,44.58886158352584,129070.6860302796,29.97864319535427,5.7893430596459625,55.98269601472151
C0300,64.40752346328652,115116.86729418703,54.88063524304784,2.6082338759296313,55.15621844109604
C0301,49.67873639484525,139281.74336576715,37.37560364956887,5.889205336440281,48.538529047807764
C0302,38.55379918305562,143789.40977849282,28.66382260760733,7.393262973291302,65.08318878712153
C0303,51.02483531928631,95447.84369726015,48.047647653556055,3.780434191361236,84.75029903091774
C0304,44.55158674020095,131948.00139699716,26.522980273134444,4.7319656666541645,47.189605028948726
C0305,56.72514839190979,134023.45484621797,40.42271736053692,5.0293763894583945,60.2906334800731
C0306,44.779008165580876,114048.72993280017,39.86321505033695,3.43020337383552,76.94664666498515
C0307,46.43053253428176,147514.13626623238,56.28843348747367,6.2965608676877185,59.04430330505142
C0308,34.88367415243575,116998.88825934946,47.12047349319929,4.758103702784437,65.4284615549968
C0309,46.381549446007384,122511.52906943085,39.624595618822845,5.839064887814056,47.25127766223744
C0310,30.608965386968347,116538.56351432261,52.266494488004305,3.2250156443958,65.13968516649179
C0311,37.32877741211421,120311.58095162935,60.8531132352597,4.125083399353179,57.754268819945416
C0312,56.083317249154376,98074.49826209596,48.36715459527793,6.444762715655543,71.82875994815835
C0313,56.28640126920666,91198.9823481141,40.15528929765071,4.254333695816466,74.24863261877701
C0314,53.40366049427972,151890.10126449945,20.322456514747607,8.45392770246681,91.07476370422336
C0315,42.264190854966294,103060.77303363345,24.02329505386941,4.200727628770795,66.9555980785629
C0316,49.618309150864164,100172.15301087385,35.421629434679986,5.449369451503772,63.909555798986
