,高度相关1,高度相关2,高度相关3,高度相关4,高度相关5
2023-02-27,0.007211918840986556,0.007768022262538227,0.010790906604585822,0.0022398050690824564,0.004972557161862202
2023-02-28,0.013916153688848316,0.01918664940798471,0.016983950498892744,0.021927242684876197,0.016531121155189125
2023-03-01,-0.009328010093411526,-0.006892171498882042,-0.009900619559911278,-0.004447445108462383,-0.010079810109989644
2023-03-02,0.02629658993384525,0.022084051131766536,0.025599079162405648,0.029526431083087997,0.02696097055435052
2023-03-03,0.004688727308723811,0.00635330754077551,0.006451748262742572,0.0073609752103404895,0.0036819977920920254
2023-03-06,0.005066173419812142,-0.00152774439108807,0.00262126976738986,0.002904491187214391,0.005147692524259957
2023-03-07,-0.025355960068886903,-0.028212347881953214,-0.02737120802587467,-0.025003861755145827,-0.025559356457969754
2023-03-08,0.004580868866762682,0.004777449507010216,0.0071314530803527525,0.004703731940295745,0.005562934597976028
2023-03-09,-0.012299225173727935,-0.019486463623656868,-0.02034278381303834,-0.01507191902029181,-0.017996384472477228
2023-03-10,-0.013402129586055123,-0.01432796728683211,-0.013285254812104907,-0.009568578306377199,-0.011161397613333644
2023-03-13,-0.014583065542548469,-0.019139966677907714,-0.01860982003942816,-0.021985669885293276,-0.01792627420848793
2023-03-14,-0.019411292265213185,-0.02029080560648776,-0.021767725163888748,-0.02136929920542061,-0.02270246972313531
2023-03-15,0.042904945825142794,0.044027184619300455,0.03926365448551828,0.04309472343601393,0.044360297802248566
2023-03-16,0.02579658066184132,0.02802818246400923,0.032256090128713166,0.026418095653794278,0.02741339533977871
2023-03-17,0.03693123587556244,0.03876985236808932,0.03932789329284983,0.0387970347234255,0.03636795940346751
2023-03-20,-0.02404517684846038,-0.021533508513676004,-0.023560628862082225,-0.0225339260129676,-0.024931924331136536
2023-03-21,0.002924875477065271,0.001983610674650902,-0.0004767464611566141,0.002062117007815599,-0.0005583183286627712
2023-03-22,-0.0271359130538515,-0.025491495889497166,-0.025275663957321667,-0.028248617434236175,-0.023762180961716162
2023-03-23,-0.012769884987340335,-0.015323354415163049,-0.01698906713683963,-0.014203706702104144,-0.014805784971663601
2023-03-24,-0.018136258754225452,-0.01908877299064263,-0.022377453389821517,-0.019139233544933815,-0.018973777890468124
2023-03-27,0.026059002178379347,0.02339528077960913,0.028149029475576362,0.020968399027527715,0.02741401512443648
2023-03-28,-0.008373231503791406,-0.006205423817348085,-0.00776499059391773,-0.005645482489984258,-0.008699317491140819
2023-03-29,0.0191703458235247,0.024208595248422456,0.021140625382116043,0.02181070362112875,0.02383709050196992
2023-03-30,0.01001850730758149,0.013273399587048873,0.010902628278844577,0.011818079080481615,0.012226975722538938
2023-03-31,0.043072331319201906,0.04451510095645491,0.04877492082692206,0.04784515741926537,0.04594749588744131
2023-04-03,-0.02910263754576869,-0.030177369474067395,-0.026875717691138515,-0.029989589618382807,-0.029125200278524783
2023-04-04,0.02747672508402011,0.023629921826044165,0.02830224316472977,0.022123741976249226,0.028443949057961576
2023-04-05,0.022183466240110604,0.02244341991236399,0.01914879706564867,0.022019227973259167,0.020849204345960784
2023-04-06,-0.02068286945128764,-0.019742198692118452,-0.01755199353159488,-0.01905237005773944,-0.018852223453738465
2023-04-07,0.017951627951772065,0.01838115855025773,0.023740116766165817,0.018672264659936696,0.023455083233577784
2023-04-10,0.006236776862762844,0.006727475132811585,0.008863629580984436,0.00926668410440189,0.006501274139966402
2023-04-11,-0.005326011306111234,-0.0046613660961125816,-0.003873610142603919,-0.0027669178253286447,-0.0045410654810798525
2023-04-12,-0.015240937143393685,-0.013201990274898111,-0.015716090514910422,-0.015855404027430436,-0.019516531389620128
2023-04-13,-0.019643649302641845,-0.013605437570523382,-0.014571837491545463,-0.015411754378813203,-0.01389512862061103
2023-04-14,0.04087543445732471,0.04325180241698632,0.04116846365223648,0.03950239534557819,0.042976574393637106
2023-04-17,-0.00042060577074275245,0.0010667297464942668,-0.0009411650332359484,-0.0012859973918452202,0.00018199283952104485
2023-04-18,0.015668257317716552,0.01660225410136285,0.015105308524009698,0.011969880463088388,0.014777052263452405
2023-04-19,-0.014230350699063433,-0.01641273979183728,-0.016310754438380162,-0.01384523462153919,-0.01724193408786891
2023-04-20,-0.018682665360918577,-0.015918321163483767,-0.01656540682693025,-0.017529551563939285,-0.01594781583623016
2023-04-21,0.022622707479492413,0.021621119061863214,0.022253658330371323,0.025266511582029694,0.020953938461883717
2023-04-24,-0.026434826961741306,-0.028009950956228914,-0.02868424367080459,-0.028161339537866186,-0.027949041374074023
2023-04-25,-0.007585323763011179,-0.0036061237847039157,-0.009736362230657112,-0.009137525969336355,-0.008430521384327927
2023-04-26,0.0014721459188641352,0.001207649845354211,0.003248739809340875,-0.0041722359196257755,-0.004093311518946705
2023-04-27,0.0012356956927807496,0.004422052411888465,-0.0009038440264101445,-0.003787812642586466,0.003369810849239466
2023-04-28,-0.0030945512529176964,-0.005762282513921985,-0.005552944901764985,-0.005521353139592474,-0.0033607950653752453
2023-05-01,0.006663765069552448,0.008904523459869501,0.0022071422961096807,0.006202691891662864,0.005664287700096362
2023-05-02,0.013344433759611246,0.012781019599375954,0.015452802676147764,0.010138441573036117,0.013948098069017735
2023-05-03,0.01580942375561001,0.01840604578231051,0.01372921896699965,0.015341668117891635,0.01108502532406187
2023-05-04,-0.02449998858198258,-0.018026527421793132,-0.019727196760652675,-0.017359050793759687,-0.022462881951296032
2023-05-05,-0.004643297679518439,-0.0019454662774882375,-0.004843690741861412,-0.005129938947393846,-0.005665989796927244
2023-05-08,0.02075349432328693,0.026606403108959453,0.022673541957928624,0.02490422375030479,0.020769188624396247
2023-05-09,0.015534024422461887,0.020763118549921918,0.017198339173561762,0.020799494703562536,0.01773648243336041
2023-05-10,-0.031140984575536993,-0.025673053830157836,-0.028636973665132494,-0.02605981140258719,-0.027406767294541112
2023-05-11,0.003943361551158293,0.007358187537785172,0.011422044291349631,0.008015570924072951,0.006914562501033107
2023-05-12,-0.03741381818358241,-0.039143168057089985,-0.03914543652697061,-0.04174775533181441,-0.03909680893591701
2023-05-15,0.003009584874041282,-0.0007334262629926568,0.0037876896837012878,0.0007552859929171406,-0.0008368409818696887
2023-05-16,0.03995060448876003,0.037381751863443,0.03947437010989176,0.03737182307040247,0.037835688047859736
2023-05-17,-0.017970733936711142,-0.018376060230199713,-0.0229489179062832,-0.021200341825568507,-0.017099034375798093
2023-05-18,-0.016950734087634735,-0.017733923515374485,-0.019403608940346588,-0.018845933552383336,-0.020730058189755537
2023-05-19,0.015078034194054124,0.014083720470295095,0.013347419849486558,0.015144348781121284,0.016008536893162666
2023-05-22,-0.02666963443977303,-0.033879797143319346,-0.028537268217591876,-0.028909827182162777,-0.03241421578294632
2023-05-23,-0.01224862868852872,-0.013570367096376013,-0.012283723436863304,-0.009636838570891681,-0.011443888132438157
2023-05-24,0.012946039498101938,0.01106820411172577,0.008960709421786383,0.011511886330554237,0.014342039061362884
2023-05-25,-0.015740052666967357,-0.014795895690141453,-0.012433181481319926,-0.014655026523482587,-0.014270763848018488
2023-05-26,-0.005566596907675787,-0.007450634552599731,-0.006667643436652169,-0.003312543910644815,-0.007334139308681361
2023-05-29,0.011687969937311016,0.013623664247232901,0.016347625211320382,0.014489870590306911,0.013954552050069454
2023-05-30,0.008519639265762439,0.0049395068050119215,0.00942033297828129,0.009197791733538513,0.007612304722539783
2023-05-31,0.0073482169495008715,0.0030813757280019603,0.007592185912415176,0.00564535525709854,0.00466326274615169
2023-06-01,-0.0068221928561373974,-0.006996975117022658,-0.0043418797925653405,-0.008935803840342801,-0.00830748406369397
2023-06-02,0.009473828089524067,0.006210152435011389,0.00920228846004229,0.010800094271396526,0.00659763225149584
2023-06-05,-0.0011119289488445217,-0.004782038164674849,-0.000965187005859514,-0.0020758056300215983,-0.001528577037674702
2023-06-06,0.007864968054444903,0.005833945367381349,0.010162616328014705,0.005029305893556785,0.008521411214030624
2023-06-07,-0.008056276769519626,-0.009554845030613494,-0.006041955212779939,-0.007888422197196019,-0.011246437279010719
2023-06-08,-0.003596752727887945,-0.0037461208926796944,-0.006815733014283077,-0.0055321773205595295,-0.004772901301550543
2023-06-09,-0.02387159685675215,-0.019704168914536992,-0.02029729954034636,-0.023144943653663427,-0.018990730120485615
2023-06-12,0.000731593289257201,-0.0002460832423949402,-0.0013482885505426583,0.0004827321033789917,0.0006602885208286641
2023-06-13,-0.015605210133137521,-0.01786924177344642,-0.015666815741554537,-0.01382905597092594,-0.017413275389800358
2023-06-14,-0.018085050324975004,-0.023332190871210638,-0.022216114976559596,-0.02362590019525254,-0.021834387331399346
2023-06-15,0.0016887795718372122,0.00408113935947432,0.002988980556410628,0.005443899652892345,0.007162117708125578
2023-06-16,0.00554680789138231,-0.0004885232045645773,0.008338934823008968,0.004845355398394944,0.002701797236167206
2023-06-19,0.015971730536953332,0.016009854343976837,0.014323777265068324,0.0160533080336556,0.014442530123730837
2023-06-20,-0.009431235376882027,-0.009995069663012151,-0.011487853970981288,-0.008330838451071213,-0.0074519125184693055
2023-06-21,0.009190824128887859,0.009800907442005583,0.008809737356764852,0.007095605940301308,0.009840384665597493
2023-06-22,0.008300916365789394,0.009214608680448303,0.009087551302626774,0.013176063563751884,0.012901528473753416
2023-06-23,0.009870086630721886,0.01103933588705549,0.00713691059180792,0.009592666396353857,0.008645127299865567
2023-06-26,-0.014819309448273013,-0.016743522121147235,-0.017282959432863003,-0.015431256618920862,-0.014760735321660376
2023-06-27,0.0016505792557301748,0.002865118302719026,0.0008703883781404726,-0.002008852389562101,0.0033881889082512362
2023-06-28,0.008500616633602492,0.007806939539266679,0.003383682485584493,0.006581107060940278,0.002846110400991065
2023-06-29,0.002882971553467208,-0.0020285398260773335,0.0026543765570786314,0.00203530862552713,-0.0016576113669132845
2023-06-30,-0.04399512306995719,-0.04102881273464902,-0.043418201241787836,-0.04152458388310528,-0.042695208349035535
2023-07-03,-0.00035252434946166523,-0.0012511435587793168,0.003663160976458796,0.0020866769868083507,0.002103612845641337
2023-07-04,0.04564234846613242,0.04659750534120974,0.043705531345221225,0.04356942337412512,0.045250906854172615
2023-07-05,-0.009914656514538805,-0.006754479265644261,-0.0060970134314953465,-0.005840324958304397,-0.011074290780144585
2023-07-06,-0.016084252496724304,-0.016318068462753355,-0.014361768048287997,-0.013600052797570455,-0.01156812114221446
2023-07-07,0.006477040233491818,0.006471826197609536,0.009766315231985458,0.008060125071288574,0.01000227421660391
2023-07-10,0.006825020215351108,0.003933330971904893,0.0035813074997758216,0.0031445397112135768,0.007571667878848381
2023-07-11,0.026231896954502305,0.02755342759110105,0.02554091397297477,0.02618038046339826,0.022694670643020918
2023-07-12,-0.027470194751665473,-0.02345720445334265,-0.024322001613698956,-0.02494247436949597,-0.02438262015691178
2023-07-13,0.015273976016416259,0.01719523877120697,0.01721757622113376,0.015716045756180543,0.016319210796625704
2023-07-14,0.012836566329878821,0.010886101760960032,0.01332157057485555,0.009019451087310745,0.013916224329621035
2023-07-17,-0.005231976618342992,-0.0022713241652214562,-0.00453323865566324,-0.0017361527726620686,-0.00291078119066674
2023-07-18,0.003584234442107135,0.0076151456204707575,0.005617904804768379,0.008536039800060537,0.006776397735902614
2023-07-19,0.021379991602743224,0.018674011721936723,0.019410485169112424,0.019671872359764978,0.022302554592452256
2023-07-20,0.020801061776179984,0.015835964097083252,0.019600003889884365,0.013106952765117601,0.015057928798384426
2023-07-21,-0.024777943153848122,-0.025565403620356017,-0.02602756302104973,-0.02203438841719898,-0.023288521636930296
2023-07-24,0.01716197453031991,0.017784109107352716,0.016934397721454757,0.01771869008741044,0.01626409916262515
2023-07-25,-0.0036677588772618588,0.0008218562609912225,-0.0024719963662126233,-0.0031649646981752218,-0.001649607852259166
2023-07-26,-0.0003681398782827182,0.0006226211963314435,0.002145589803437241,0.0021541654388025615,-0.0003381781725409509
2023-07-27,0.0004885290741364008,0.0036126058295743776,0.0024567400555017722,0.0056140698987309735,0.003824196167516946
2023-07-28,-0.0007162736388453212,-0.005780596876876804,-0.0014771390726983544,-0.003111073379359021,-0.004106823383041699
2023-07-31,0.024170180623206354,0.025724573011364264,0.02483581312414972,0.02207720233945718,0.025319067769326537
2023-08-01,-0.0029495342811361683,-0.001240992959055668,-0.002281059331938509,-0.0021120917004554918,-0.00014187324690322122
2023-08-02,-0.02447131000729517,-0.018500532419109508,-0.02603309470625237,-0.02358625793417309,-0.021650498787779894
2023-08-03,-0.006701968786523958,-0.008071548560537987,-0.007985378525397662,-0.007049496948739345,-0.008332736074309939
2023-08-04,0.006360256852079324,0.005252592564672717,0.005319543038220782,0.001641580889468678,0.0034151174873981063
2023-08-07,0.0239833637884996,0.022573092934562076,0.02530462405383254,0.023509004170381376,0.025895103345641483
2023-08-08,0.009921510573188009,0.015499974924660313,0.010269228381792549,0.012500498373377545,0.013645612319752807
2023-08-09,-0.018151986435341105,-0.01530576828807498,-0.019469072770541714,-0.01410647017657576,-0.016982407045009366
2023-08-10,0.048510975517640074,0.049105434788722965,0.05132163687236327,0.04853488774987696,0.048205082954732276
2023-08-11,0.0048524330243921165,0.0029415819940196565,0.008936594035443224,0.004162717037130146,0.0069587397919204
2023-08-14,0.025926754927275843,0.02353874665901636,0.02549590534155484,0.027075820318601795,0.025131292089807685
2023-08-15,-0.000648062779842527,-0.0009912578859808552,-0.0011964589622279241,-0.0039536022160905765,-0.005193973567107556
2023-08-16,0.0094400096833834,0.011059666775442428,0.0117587583211737,0.006324042084588093,0.010650958490885487
2023-08-17,0.017105548541014464,0.016234281577736993,0.019371917768399853,0.01763293023886984,0.01940975390652989
2023-08-18,0.023931973194384653,0.02623884922009897,0.027634027024140157,0.026987281133630442,0.022179611048227653
2023-08-21,0.020640013952479736,0.020457036696664908,0.022125875177717157,0.022520073217593566,0.019469580759513026
2023-08-22,0.01757961702929343,0.013404085337147284,0.020327830013063337,0.01641919152010617,0.01755566788114855
2023-08-23,-0.006921034051858295,-0.0040096794738553425,-0.01197674750667693,-0.006334955308533991,-0.006513372138877568
2023-08-24,-0.012342193614304595,-0.007982467747849963,-0.013209579756832771,-0.009891328484649907,-0.010722415261709061
2023-08-25,0.009175188711554982,0.005317772036928941,0.005186212408236433,0.008844290021438748,0.007502792823144172
2023-08-28,0.01557268675346787,0.017583951417894844,0.019435326754517507,0.020338089889914566,0.017304100140435475
2023-08-29,-0.010282925995166024,-0.0034079676440580747,-0.006895055395420093,-0.008489091611776963,-0.010119065865500423
2023-08-30,0.022931401034683215,0.021560674215097664,0.02085212655286323,0.024081488040213254,0.022578088680333876
2023-08-31,0.03228493499516742,0.026266863965389596,0.028983233661815662,0.02581890815982756,0.028593570246012653
2023-09-01,-0.01882365008900175,-0.017073191106942255,-0.0182352906191846,-0.017079604104908566,-0.01691953811519061
2023-09-04,-0.012428556721159315,-0.017369007386497846,-0.018620459477258357,-0.016246246845292783,-0.018342974130204685
2023-09-05,0.00015642035876634302,-0.0033739372559971944,-0.003938653913854709,-0.003750132620408965,-0.0013706663311634471
2023-09-06,0.005836759397320958,0.0048689197235231635,0.00948295719903099,0.004439913682460428,0.006223385511849915
2023-09-07,-0.009186727972120558,-0.013754010496175166,-0.009530819272529169,-0.012601555626301917,-0.008845774713673014
2023-09-08,0.025118751553504935,0.028429591641040607,0.029255719709932314,0.028766926628608497,0.02754668687381909
2023-09-11,0.008018735344509625,0.007328498077699337,0.011423406612003233,0.007082346790033738,0.006407205083229032
2023-09-12,0.0021196788348804498,-0.000803332641558201,-0.0011111860301174646,-0.00209826755952474,-0.0001768787141062456
2023-09-13,-0.028883620525163536,-0.028232007022049154,-0.026815577988771582,-0.027664394630038964,-0.02909993491647691
2023-09-14,-0.02671270768130958,-0.025296001390719774,-0.023771176002693004,-0.026063687929583742,-0.02725457803697096
2023-09-15,0.003634453003465035,0.0027297744768116747,0.006952724349723173,0.0067761420529152405,0.006774912055849449
2023-09-18,-0.04290923141580084,-0.039838043031313226,-0.04362014951226636,-0.04074137404868231,-0.04272939831307581
2023-09-19,0.019036046663522762,0.02143780880751696,0.021072020430249423,0.02096669371141529,0.020415305036993837
2023-09-20,-0.0032388630508800678,0.0016136670982944707,-0.0007945635970540601,-0.001717423097475382,-0.00293947857103963
2023-09-21,0.066876173793088,0.06589784894467757,0.06491426889744273,0.06425473074136283,0.06470002471656928
2023-09-22,0.0398174735405661,0.04657952669091749,0.04518137285210149,0.04934366500888798,0.04619701315394572
2023-09-25,-0.006006908224020259,-0.0037287416932065705,-0.0057212235550753434,-0.0026821665535254023,-0.003047086656271364
2023-09-26,-0.00021106078840976402,-0.00370850363401543,-0.0020587238581700057,-0.00485678364147957,-0.0007237504867768703
2023-09-27,0.020949372640920838,0.020903240322095736,0.019914868342754476,0.020741176061618176,0.023120308496657787
2023-09-28,0.033493263684276735,0.03434074256578093,0.03189119959999794,0.0323269302751641,0.03425907878454738
2023-09-29,-0.030552714055316524,-0.03327314279722348,-0.03323241420734459,-0.03357435163772909,-0.03383009449040898
2023-10-02,-0.035137566395676084,-0.03872202459745102,-0.03316563015376028,-0.03705835390335265,-0.03428370233621745
2023-10-03,-0.01498069330587538,-0.011103015849995191,-0.011096806895458633,-0.011672291967075836,-0.014429553154687212
2023-10-04,0.012153848042673443,0.00928863929400851,0.011149225153284918,0.01371357786538794,0.013248155517618772
2023-10-05,0.009967837695232807,0.007987858658306257,0.011228647234500328,0.009976234285547992,0.005296840613691095
2023-10-06,0.02296068875231004,0.021346963431937618,0.023800331595643147,0.019204888061991394,0.015042021473285002
2023-10-09,-0.023435782850615792,-0.02341082321394222,-0.02737529382251907,-0.025950949659039376,-0.018483515079866362
2023-10-10,-0.046934098487685136,-0.0448609593066251,-0.0476241969141143,-0.050503483057083846,-0.046663393752969344
2023-10-11,0.0166290747854707,0.016360527428706167,0.016931002235030124,0.017688820449334182,0.016860050003535295
2023-10-12,-0.01909193779519942,-0.015591555876180814,-0.020462668969949537,-0.02066464037387309,-0.015085564469901556
2023-10-13,-0.039355716743502044,-0.04048454801792083,-0.0431606542972829,-0.04178557916912091,-0.040895250783145765
2023-10-16,-0.00029051301796059444,0.0014232176031411664,0.0042059355955409924,0.005755885647766065,0.0020624054138705314
2023-10-17,0.017376490473005744,0.012035393623198613,0.01718241624660077,0.014255616934918584,0.016478204997789486
2023-10-18,-0.002936647478904964,0.00019968537714212288,-0.004190013939105381,-0.0011859300473018833,-0.0030001575690186124
2023-10-19,-0.009473578679669113,-0.009524675509968203,-0.01084831393263801,-0.009185165655463127,-0.009282264167893427
2023-10-20,-0.0027047641461046728,-0.003018234351532406,-0.0015912555436936586,-0.0013402274108233938,-0.005288491286573734
2023-10-23,-0.005674110246834115,-0.009784328102235366,-0.006235943471740187,-0.006172177678609919,-0.011234289031340666
2023-10-24,-0.026774983745744524,-0.027897934465523976,-0.028478472754674092,-0.02425923757740533,-0.02826830052007818
2023-10-25,-0.015906367398044737,-0.014142223659798451,-0.012922434047211804,-0.014576910711828891,-0.011960872448470133
2023-10-26,0.011487549424204472,0.0060691754608134295,0.009366664173262273,0.009301913901572891,0.011384320007135134
2023-10-27,0.001183936714781779,0.011531590244965447,0.007495623017318423,0.006731324435365385,0.008796706260368294
2023-10-30,0.008048504224961655,0.005102689408513212,0.005258822312279645,0.0036225761682651693,0.0030781446126025083
2023-10-31,-0.020854560525077392,-0.021555193620496675,-0.021276997836466582,-0.022604081565753557,-0.020054712538437637
2023-11-01,-0.006999398397166116,-0.0032482301944259215,-0.003702724458798026,-0.0033361926459399673,-0.004674326382753328
2023-11-02,-0.03738758018849608,-0.040821069128496465,-0.046030385929026536,-0.043075564754003294,-0.04475731321473174
2023-11-03,0.0015405738242929672,0.0008893891354599249,0.004433966659226303,0.002206772807568647,0.005505185325758203
2023-11-06,0.030564718585332225,0.03132498292669424,0.02687238062412314,0.02952788537765537,0.029842062589555948
2023-11-07,-0.030430998991050045,-0.031026186555627867,-0.02626360130929017,-0.029027650889378007,-0.028210707139418638
2023-11-08,-0.013362705490010961,-0.014157122399399494,-0.012857453015339328,-0.011966596241135101,-0.013846993479989805
2023-11-09,0.006562445956901825,0.003205125198065591,0.004342040729262846,0.007923958070756342,0.007789716614758379
2023-11-10,0.02427309915777594,0.02302132407039577,0.023002045585497653,0.024310316196667046,0.026345889671840254
2023-11-13,-0.0071080009433143404,-0.009957555796966928,-0.011271477177972557,-0.008428805050270324,-0.010611562267254689
2023-11-14,-0.014881511863040332,-0.011194454404443853,-0.012190775728186392,-0.013529057960815024,-0.016388844587543375
2023-11-15,-0.038955669713380346,-0.03725314826674661,-0.04012973017985274,-0.03667623466834823,-0.036792972269285254
2023-11-16,0.005396228250449074,0.0026792488392248332,0.003243545985774152,0.004897137162824307,0.002963550460300079
2023-11-17,0.039839052587294456,0.03994443512981916,0.04131863071042236,0.038260397958982444,0.0405550029721465
2023-11-20,0.007740263475754025,0.0011646615369629559,0.008616133442882548,0.007791917676699837,0.004627640007632566
2023-11-21,0.0006412020720693528,-0.00043928412986161307,0.0020144011532031,0.001519786701865616,-0.0032457210300402845
2023-11-22,0.007616171042268063,0.006030390508053214,0.006607311356375909,0.0049853024134000785,0.00993792035358138
2023-11-23,0.001858283560833111,-0.0017013824069179759,-0.0028910612927925063,-0.0009931853409277376,0.0006471652132105703
2023-11-24,-0.015779875757310154,-0.013754021795666111,-0.014680448000840894,-0.014321149393696785,-0.015606576643981724
2023-11-27,0.013687000853132127,0.016074201251260304,0.01858577779337144,0.016362552456504816,0.017471779050801602
2023-11-28,0.0038777338317428217,0.002455606765151398,0.004268542334142867,0.005133325348300396,0.0032038550233122005
2023-11-29,-0.00011915745104019076,-0.001526661445298819,0.0025907548738013384,-0.00023664647650292178,0.0032577761289255126
2023-11-30,-0.016449824844483183,-0.019669412475008488,-0.0215242180106597,-0.023679116301031675,-0.022451394691618585
2023-12-01,0.023322488988897862,0.028827097893618193,0.026301807813149076,0.02684936768687916,0.021629316620824932
2023-12-04,0.010898122048227675,0.015068214459554773,0.01386760313142737,0.012999644349291004,0.014423739623862442
2023-12-05,-0.007786821135074411,-0.011500501674420141,-0.010919677142029903,-0.01067322290988343,-0.0062741974767980555
2023-12-06,0.015837784544800695,0.02140294310321636,0.019806892576120616,0.021170040526007104,0.018721751965649295
2023-12-07,-0.010049346829421043,-0.008528595608773153,-0.003725596365616461,-0.0083353443889,-0.011647547963765159
2023-12-08,-0.016487589214266147,-0.016546898066988447,-0.019231356195480772,-0.016300250233623616,-0.014174411686577251
2023-12-11,-0.017742526587759332,-0.013097097047504556,-0.014218512707437065,-0.016662528993547816,-0.015477121624281436
2023-12-12,-0.03222472744647976,-0.033954275434750096,-0.03540380375196553,-0.03589673769568379,-0.035268152920858505
2023-12-13,0.008407320492479508,0.005221348596926086,0.013515203429433577,0.009741497606762918,0.01022714213860919
2023-12-14,-0.03673871306652082,-0.03809313116821618,-0.036994746528664545,-0.039821687091155626,-0.032068724570660394
2023-12-15,-0.027037900622160046,-0.026632809193009612,-0.025449395034088055,-0.0219927251756105,-0.024539858626789948
2023-12-18,-0.04398403177363159,-0.03900308346005599,-0.0400497589279997,-0.04043489026713776,-0.040080291699228984
2023-12-19,0.0030673299453470404,0.0026487959342543633,-0.003094824541824452,0.001526376129804443,-0.0009550574763000606
