,资产1,资产2,资产3,资产4,资产5,资产6,资产7,资产8
2023-02-27,0.0019399192998543638,0.011903140508738273,-0.01636441366466945,0.041847745513709206,-0.02012034762999404,-0.024283772255754645,0.023162217470001356,0.015833253879258716
2023-02-28,0.012482396341043103,0.012566910185285598,-0.0002449354569382925,-0.017945087429716632,0.0015160911638745268,-0.013543234230242234,0.019502394668355023,-0.002941147630042773
2023-03-01,-0.01650994393585023,-0.006427716833059869,0.008258629085512486,-0.011274491056079495,-0.01644440791132863,0.004873744229838246,0.004899331422174456,-0.010138863507422595
2023-03-02,-0.009420766112366455,0.004640998747152726,-0.028961686829946483,-0.028149275487531104,-0.01436888442504872,-0.004268943034236945,0.006218151311960092,0.02950712433899104
2023-03-03,0.017153192464040387,-0.0031987705992685424,-0.00038032415805377664,-0.02005058729275618,-0.0003702627198477986,-0.005773172778402767,0.0064543712067617895,-0.01654461887104646
2023-03-06,0.010386930284823445,0.030654778260051554,-0.002175202969137152,0.00803423444197883,0.01380287983422225,-0.008024409437716725,0.004481849636208336,0.0002518480156358972
2023-03-07,0.0019535219709766343,-0.01546019567710933,0.0004902034851788543,0.009959965824908995,0.029022872155900836,0.01918541652170414,0.04306364915023113,-0.01534695125776099
2023-03-08,0.017446412734413563,0.003666840114767035,0.043796058664353446,-0.01616596570710303,-0.01679443684361552,-0.011987852908880443,-0.04247791448619614,-0.010515100433615221
2023-03-09,-0.01518265323107396,0.0030078757295241526,0.006835119515543189,0.037523416784317726,0.019008476763721006,-0.011538073113248061,-0.01796829342696716,0.009838383430130115
2023-03-10,-0.026404664140412842,0.03662917531708708,0.02358880241442574,-0.009383513042094097,-0.03426269058181755,0.02707744748330826,-0.0022907969050523576,0.024756326239469235
2023-03-13,-0.03188855317588734,-0.011987500459075458,0.00010487399436366332,0.0009396118752948411,-0.009001309429584874,0.012456998646949975,-0.02135240858765189,-0.00284758970042587
2023-03-14,0.0024059126342379773,0.01028877668117498,0.014232297561777796,-0.022492841836757385,-0.030682283414712446,0.025553536437970183,0.006646280239591833,-0.014969730731131073
2023-03-15,0.03102303951045046,0.0023134926858571735,0.02358594368127653,0.001350369628202179,0.041214958497639745,0.03510681684886409,-0.0049792829695814705,0.01943141901908711
2023-03-16,0.01290751899170295,0.027372631150646975,-0.01929846921160209,0.013721029199968787,0.021168489736991754,-0.03517478972846229,-0.023665170253315503,-0.04078464355520201
2023-03-17,-0.005388136688891155,0.014350845115919247,0.030047141041920564,0.0014818956083955037,0.03257231091142584,-0.02760202916429783,-0.0340676487871031,-0.0011109539779323755
2023-03-20,0.007681308978786145,-0.0006538949618818623,-0.04134884200079753,-0.0017824007902557681,-0.026089390010097066,0.01339345097660077,0.007331964921936966,-0.018797595726547104
2023-03-21,-0.010277338346733871,-0.021184270437779033,-0.0012535819454634375,0.019102846410024767,-0.019714520926710874,0.010080930310356888,-0.010605152367448816,-0.015857456645246883
2023-03-22,-0.0021406071990911564,-0.020704846448387482,-0.011072986106943641,-0.02395755785177697,0.03929450265832778,0.0007052710394345722,-0.013994510159851712,0.00427959821468444
2023-03-23,-0.0022465609938165966,-0.00441939199066446,0.012283334000868505,0.015150154200946103,-0.01061002295221055,-0.0115163648128936,-0.005501033943032881,-0.046038423294711694
2023-03-24,-0.030303821243971046,0.027337485348890495,0.032899354270025674,-0.004980720791127566,0.011531139261115328,0.006225003090870722,0.06157761616910475,0.022391498228691537
2023-03-27,-0.002558351829615331,-0.019110808812008516,-0.03212892640515145,0.004069272717344462,-0.015127014905686067,-0.028445074191953485,-0.01293145768485053,-0.0216309600722879
2023-03-28,0.03374283270145129,0.01763279513898901,-0.00015945282633234744,0.02959888277780052,0.0015473661529523662,-0.017225684026565272,0.030462481545393147,0.010778200873693173
2023-03-29,-0.02074492308652913,-0.003806773561672164,-0.017512365067695143,-0.027655994619286722,0.01852355095063283,0.03818833280940261,-0.027971351476382824,0.011259384733811417
2023-03-30,-0.01301285138243654,-0.00974250767529392,-0.011847878484777384,-0.017279815393596323,0.0009704325588965399,-0.016619002328220757,0.005409136515596776,-0.0010047621889827392
2023-03-31,-0.004778960937328195,-0.018151273240831958,-0.011535426611366655,0.015107824516515121,0.010018343752487615,-0.019551104895971023,0.0019866461085845176,0.015027742467435781
2023-04-03,-0.03338810562242744,0.010867203847598702,-0.013252475178916935,0.011411973371863187,-0.015265183130850337,-0.03609764201329038,-0.03255084875766325,0.0009616989332276399
2023-04-04,0.005194450034429638,-0.018086332502088173,0.01277184917554748,-0.033230401245379196,-0.0013215959729463314,-0.024220323995249135,-0.013036722156043184,0.0009479734263282804
2023-04-05,-0.017208267305679047,-0.007691110884596507,0.02012585618428881,-0.011537837390462975,0.01671384224130284,-0.02259413709315236,0.010596083558305656,0.02883137241315801
2023-04-06,-0.04943289000254579,-0.015937905109409536,0.011541442543610801,-0.0040609077208598535,0.007422917467426177,-0.012079703734316412,0.0017317957494579984,-0.00311354470784159
2023-04-07,0.023355641233196146,0.005088416866024263,0.006752053241504043,-0.008237539322449347,-0.00975212448144987,-0.008651163756392419,0.007889042847565936,-0.00841968961640526
2023-04-10,0.005795497137928258,0.04150801597290878,0.01742249406863385,-0.006520470643356823,0.024024278443278896,-0.008161507460431029,-0.04076249070355708,-0.02016172621834808
2023-04-11,-0.037415838420517114,-0.007030269680826174,0.000368367583791034,0.033528746245505656,0.006538547475283253,-0.004382010576177285,0.016588111623669785,-0.0442227061801577
2023-04-12,0.0047122911621713184,0.015417303877739336,-0.02957172491559683,0.022875080864138583,0.006769928149888283,-0.008305758278016025,0.012655637322125697,0.045413857156087915
2023-04-13,0.003637325101169903,0.004964411726006722,-0.009187217990804882,-0.016996887389295837,0.016606716330884914,-0.017121676518177344,0.0014313247443878494,-0.009553148935302333
2023-04-14,0.009579596514927837,0.0066732421057389656,0.020750798885157986,-0.01020032797709494,-0.005397498705867425,-0.019575274315646148,-0.008885865201522233,0.007546009860897044
2023-04-17,0.015139772332907038,-0.01844330648355251,0.017392118402113205,0.02711275717609902,0.008268698064474018,0.037535916251161316,-0.01547578398207146,-0.02489309406622834
2023-04-18,-0.035574404978085575,0.02992088622978366,0.013087313127081154,-0.0011116934182091014,0.005599372526396406,-0.02250978094596753,0.04891503959233653,0.00258442363950455
2023-04-19,0.002187895892097858,0.01451533247797384,0.009620184634734266,0.0044776804855826274,-0.015809489108906238,0.009429367142719915,0.03764048992950068,0.026908400923099554
2023-04-20,0.031863732532787944,-0.010224313528623703,-0.019792096405171617,-0.002515738401992963,0.0011144982457738921,0.02188383036941897,-0.033849292594296386,0.030591006389212274
2023-04-21,-0.0031601579715797887,-0.0085376213989484,-0.02024208750520335,-0.033097133437315386,0.01646341167923829,0.0014663593437680778,-0.02579921799482108,-0.025901575441272324
2023-04-24,-0.006715693985802565,0.03338043050578786,-0.005191827027272096,-0.030062859062362123,-0.0049148612817188865,-0.00545447139495341,-0.05393773285883143,-0.0010858973303562443
2023-04-25,-0.004618690604173559,0.013924127296268367,0.036979121898906904,0.022531300590955147,-0.0053777738110966115,-0.022130518174833406,0.05146719606499721,0.0011843686802897652
2023-04-26,0.00027858583825892406,-0.00048250174220006555,0.003961695215357099,-0.0028872082384788496,-0.011473240137604725,-0.010937178824807842,-0.0006550654043199677,-0.0108684954226753
2023-04-27,-0.014256915653543287,0.0021286045538379365,-0.005099544348417105,0.030079859771653773,-0.05301939616786024,0.021830137038449236,0.02492170384995258,-0.04146780464816299
2023-04-28,-0.006853751881606976,-0.007428817319915829,-0.028150233894356426,-0.015556333751817506,-0.022211516909316577,0.035045408868472454,0.018713567862949223,0.025431101899883176
2023-05-01,0.014433441280864703,-0.022581035424344583,-0.010490405325595474,0.009787491224558362,-0.024442556177838907,0.014259968603447762,-0.0048065079631627,-0.00749641615099195
2023-05-02,0.01421919936406983,0.008885266229720796,-0.007219323316381599,0.023186596067284963,-0.021621266551997947,0.012318712138885276,0.011862025159367675,-0.006190928786279806
2023-05-03,0.0065226604448423596,-0.025022271527706058,0.01848054038413802,-0.0036980427288597806,-0.01045446041038079,0.020980184516737787,-0.014086873810855185,-0.028169225927271193
2023-05-04,-0.031132583470478075,0.012120199026912793,-0.025608587049925663,0.03509588363968729,-0.04163858815767444,0.03392912736580077,0.004220349344052368,-0.001934262237407848
2023-05-05,-0.010898381736178995,0.007982722287041418,-0.0007526940484969673,0.02206603764033043,0.002284552973240793,0.003006035229237552,-0.007272244244277117,-0.0011389124744213492
2023-05-08,0.0061560353778411835,-0.034203367853132514,-0.02696370844211426,0.0148652818804543,0.0034173087625588372,-0.0036796667270535825,0.0003686786613078632,0.006951634107233421
2023-05-09,-0.01079519360618723,-0.015566094508046253,0.003916905101953631,-0.01956745555230064,0.008165055114289436,-0.03405167208475681,0.020583112746512873,0.009451949648260861
2023-05-10,0.005120594686277513,0.019653819678910278,0.03330948888925153,0.02028740130036261,-0.03681748462663291,-0.02559153933471403,-0.012496371553913577,0.0005218210042166757
2023-05-11,0.01035318040938246,-0.014514876263069312,0.0037353352895415667,-0.015107658647066452,-0.012230356059838965,-0.028133221936964447,-0.018464664922218085,-0.027033692112326674
2023-05-12,-0.019517465059546654,0.02107283593215679,-0.01898797777663886,0.052647641296747816,0.009866358017617784,0.003696722473897478,-0.017167155603624272,0.014006197588179828
2023-05-15,-0.01151275652475548,0.002440196292907229,0.051201690765375896,-0.0019211979944929974,0.022985466525713517,-0.014063528502517748,-0.000699769809939234,0.0354160127127102
2023-05-16,-0.012539341155755349,0.036248971159938574,0.014155038709109509,-0.011249335517885354,0.01264815478111042,0.019451088992534598,0.012436199244343929,-0.03140449439780913
2023-05-17,-0.014542743516497371,-0.004950372711030095,-0.0014886685820009258,0.01241344195101356,0.0035540200186650766,-0.026706887174202026,0.0076039570201192645,0.012211714905676463
2023-05-18,0.011195808958620797,0.021615614511092437,0.01667844309097808,0.009183601584568733,-0.0014033142291729405,-0.03321921867031983,0.008592364382651718,0.004153753743262223
2023-05-19,0.005431576743907469,-0.02553497151640619,-0.02162113080816525,0.02106305706665807,-0.0007911030771331008,0.013630013947452488,0.0005663675226092235,0.0005951227899149038
2023-05-22,0.018765676119519955,-0.010320894564347479,0.0019224155388196673,-0.00924550577410085,-0.008689924548646312,-0.006183442469372788,0.004442675432674257,-0.009574972433269546
2023-05-23,0.025115122511470415,-0.01789214604439008,-0.003737432883227181,-0.0087946211654835,0.02893955768707466,0.003931095530231492,0.020636890789372697,-0.02971120746073944
2023-05-24,0.0053410053173851765,0.01779261591246874,0.0016456797855084837,0.021309607501307025,-0.010345769002007444,0.028186948803711597,0.045977962472385,-0.007256771208793181
2023-05-25,-0.008910050428015437,0.02906768954235402,0.03159144291461425,-0.010457200543065367,-0.008403736341917146,-0.0056356921772101444,-0.02688901022068554,-0.018373038929683966
2023-05-26,-0.020082815335041356,-0.015355951302082569,-0.0006936977477356236,0.004684294650730415,0.031010009856281537,-0.01996708081477582,0.019686447969531676,-0.004279776884510179
2023-05-29,-0.000989274193048659,0.013496389843332075,-0.022454440431245972,0.007648194923681012,0.003329044164261122,0.009849025280162982,0.005783372878156362,0.04910600279821788
2023-05-30,-0.01275479968502632,-0.010619939100036353,-0.012462810528495287,-0.011109542383205093,-0.012747742546130354,0.023780330622151038,0.028410084959797098,-0.011414925874989526
2023-05-31,-0.016647111462084575,0.009428311127728082,-0.011044460885619426,0.012658636355110216,0.004058460417025994,-0.03031488229994464,0.030950104026601234,0.03591755346191044
2023-06-01,-0.012255773809687724,-0.007754031198719683,0.0057173078144981,0.0066891357997405,0.01317088545345661,0.040204090775326995,-0.003538944549880988,-0.015965944890769076
2023-06-02,-0.027586384560290545,-0.014618600798838382,-0.0006625394574759419,0.03589115727035575,-0.01035222598072343,0.00447575903277797,-0.0003284579214550415,0.02376786546896168
2023-06-05,0.05053864851747243,-0.010617375458406414,-0.009788788850364443,0.020883217541381442,0.01363782979252623,0.03693414651472067,0.011678563706519278,-0.007185841815741191
2023-06-06,0.011813096613846186,0.022174071611658155,0.01640964362394728,0.010145480622145955,0.02133349379178308,0.023385911808913456,0.027643179820750544,0.012974197751792853
2023-06-07,-0.003342361606337087,0.002934273728666457,0.02413017933016714,-0.016338713419744723,0.0073734661774580235,-0.007866776246547214,0.0005748964586963498,0.025569037252145974
2023-06-08,0.0038219813603980668,0.0009287309631229762,-0.027197122819598386,0.014925071320544414,0.012909683622821508,0.043265094466109204,-0.006155564699060017,0.00438300655327878
2023-06-09,0.004987673674215105,0.03154906559526949,-0.001905910647739042,0.005580430515406785,0.012157930194330785,0.003732182463127162,-0.008928672291010565,0.0038817998579661517
2023-06-12,0.02147263499719544,-0.020530305988221205,0.0026593934829375197,-0.014002416298783465,0.02390093257849685,-0.030463738095675496,-0.011178436945431768,0.007544237501290418
2023-06-13,0.03131048058468681,-0.001315005221459756,-0.011103990533863968,0.0376231413888118,-0.02896027800832488,-0.04397611913240164,0.008800289001066648,-0.010041084487052224
2023-06-14,-0.020424656342614266,0.014167128945987068,0.004876014275423977,-0.011281572614734567,-0.025606087973417888,0.017449146565602893,0.01300402355917322,-0.0019835172755876583
2023-06-15,0.03693273992095332,-0.021401695326523053,-0.03051050341849478,-0.01383816139762489,-0.0009117203271099561,0.0048667889864538365,-0.004824721157126598,0.007041107930285936
2023-06-16,-0.02503078848380888,0.02887529208146519,-0.0016430235678513761,0.022345916631762552,0.006854506927554083,0.009135064383075679,0.011395345604644079,0.008954171200346299
2023-06-19,0.012854455197350878,0.02658305060264863,0.003930423394029403,0.014180075151770246,-0.0017947138857445344,0.028802344308989456,-0.013527846041185395,0.036018808658216314
2023-06-20,-0.0008031590128868682,-0.028615502042360963,0.0025620882982157855,-0.013621033149497617,0.01681287097977448,-0.013052479586047818,-0.008923668664295595,-0.03779081461891062
2023-06-21,-0.009046126384981534,-0.04847758653257914,-0.031678056469714465,0.015208293122885947,0.015716003173016645,0.008509151235699295,-0.01933952286258426,-0.0009542271228395971
2023-06-22,-7.205078181136809e-05,-0.023167293783850854,0.03006796603534301,0.01754724581151343,-0.004419283476593279,0.0005377167798906156,0.00416765615895105,-0.040834697368485814
2023-06-23,-0.004943547650411938,-0.013639684959955971,-0.02003240019789831,-0.005622005857719098,0.035953730536990455,0.012816857225340197,-0.011423579795655937,0.011451655627123173
2023-06-26,0.027987108731720042,0.01849267365825538,0.0011926073984034826,-0.012938735554111479,0.013964466272271799,0.007869707708434991,0.017903864400554647,0.01270343603363939
2023-06-27,0.020991054306386703,-0.01070470423121136,0.026347881312686516,0.003951992093847993,0.04150521745250531,-0.013783756361791357,0.03471927606330499,0.003958215669252956
2023-06-28,-0.013028360072288967,-0.009677716681086431,-0.006406946163886404,0.008483318928038329,0.010456709760709993,-0.011474000078771581,-0.00048709184521965684,0.042845407172237275
2023-06-29,0.03455086340201423,0.008726473393480642,0.0007600695633640058,0.002400626534365226,0.012270359454608333,-0.02045585130396811,-0.005147530748466902,-0.03337168147755179
2023-06-30,0.007984462452105585,0.01294391879405482,-0.00966372924598748,0.031479735265800654,-0.024515313260046825,-0.029287497604196404,0.004489036371199441,0.02094196605224309
2023-07-03,0.033678553829157375,-0.0091776852573788,0.021573616668625912,-0.0007701693900141442,-0.0034525459988163924,0.017673198749733447,0.013046457568268393,-0.031527843139684986
2023-07-04,0.029530806994517916,0.027601827082949032,-0.012511254030190589,0.00791607066874818,0.009880603725654776,0.005213475316478143,-0.011006103076908403,-0.013432467358761031
2023-07-05,-0.0005110814198289056,0.023454580385187294,0.010872003091888648,-0.007412286641722119,0.015433974212966895,-0.05697085241260151,0.022975314007442068,-0.03479427557556199
2023-07-06,-0.007248818828062643,-0.022393397892522877,-0.025893629514418117,0.023216535747570387,-0.009354024026237827,0.006930077634614316,-0.0009384115775836814,0.009540816544462429
2023-07-07,0.0015364378212051073,-0.025659844483771392,0.0199253363889428,-0.00987513166322625,-0.03113163797319502,-0.00856230321931825,0.03001519581268622,0.017004434842269857
2023-07-10,-0.006973042688157184,-0.006985154086368576,-0.006432701024347652,0.04153495967121682,0.007638709044631067,0.008600832943821394,0.020605669080636844,0.00477578318053027
2023-07-11,-0.005180842916414062,-0.003926996981699566,-0.001432025188281279,-0.0007444447301968318,0.014552590872739597,0.0010389177161459887,0.014652801544311585,-0.0016143316021716464
2023-07-12,0.0015727038063218118,-0.039964013690642154,0.01832655349404963,0.006929769517959854,0.019960202197193046,-0.057925107563873784,0.04176749409561455,-0.0027917925631034753
2023-07-13,0.022163656334750332,-0.020798118542510617,0.012255478101251395,-0.021068311263473125,-0.012475379213916102,0.038280627077335726,-0.0038136480152669316,0.004348657463594458
2023-07-14,0.017401354613775084,0.009913637759452093,0.0030083781028715285,0.007299220049324508,0.0480683117047655,-0.0011523759406717078,0.00402198093429935,0.021013087920152242
2023-07-17,0.022110518659159677,0.023740606111207603,0.012774604440583693,-0.022860098254609672,0.03266863064602192,-0.02292690786037376,0.006052709304780665,-0.015085517000387159
2023-07-18,-0.0012827669318598509,0.006575248206069608,0.006427144309005462,0.008438415084705695,0.032274225381172944,0.009070686030279596,-0.004883132705812974,0.019281743365767146
2023-07-19,0.023789409778492813,-0.02455215630273985,0.01194800139699716,0.014023454846217967,-0.005951270067199838,0.027514136266232392,-0.0030011117406505347,0.002511529069430845
2023-07-20,-0.0034614364856773924,0.0003115809516293507,-0.021925501737904037,-0.028801017651885887,0.03189010126449945,-0.016939226966366558,-0.019827846989126145,-0.043067802272074296
2023-07-21,-0.012779234953790044,-0.02646179586814997,0.032840303202727385,0.020196341786852683,-0.013763006903554476,0.045048716106886176,0.019635309739831887,-0.006496627670172449
2023-07-24,-0.049988114297471464,0.045818851451814836,-0.02779144933527192,-0.032907974939137837,0.020451408640192806,0.04879504812678546,0.027685456370210363,0.011278182401047191
2023-07-25,0.011895086833305719,0.017068311175606154,0.015178571795735302,0.005623828479387516,0.0020840220790375214,-0.0012518625579904482,-0.015079291777333526,-0.005613501537335482
2023-07-26,-0.03385913628390771,-0.001966792535894998,-0.01977182214301835,-0.02207178634431542,0.0035978830230695693,0.02784004572689199,0.01836633212004626,-0.03141001207246354
2023-07-27,-0.01979256273140675,0.01881542375976432,-0.019649747870766194,-0.004492662999940492,0.011001041980491037,-0.019366889097272705,0.002107510122919198,-0.02668050989836409
2023-07-28,-0.012027352879024273,0.00639563868285074,-0.031859874670633385,0.00880949475920798,-0.0003927559785336243,0.011049799088342955,0.0044782826812932285,0.027282808599476883
2023-07-31,0.0025044900529581455,-0.00858811082250506,0.0024459500606456757,0.010865960580727758,0.0009772014065140865,0.0008118338240776477,-0.014039833756135107,-0.013258018351018964
2023-08-01,-0.02805210543599387,0.03499153486373879,-0.0248772647078257,-0.013858103955918147,-0.014368145311383949,0.017898487538888827,-0.005898993565840556,0.024954841453474676
2023-08-02,-0.01346981248487737,0.005579883244476039,-0.016706941065195147,0.04290298255546777,-0.023751968380590256,0.00619641420454055,0.01267553761864197,0.008275981949029964
2023-08-03,-0.003705753177554166,-0.0025964139946685234,0.0008762294395821919,-0.0029400400325697725,0.019277582335898193,0.04421046003182703,-0.011149835700156673,-0.02739605959158156
2023-08-04,-0.0017656409670250965,0.05159418675308637,-0.016073491359394617,0.03278233610888135,0.03355401628152881,-0.011071764834159892,0.011379661583705507,0.03256793246257076
2023-08-07,-0.007582554819749742,-0.004071607202047235,-0.011633618278972874,-0.02029513461385734,-0.012985550901320142,-0.02447880533524513,0.0006816693651845214,-0.015399464621172837
2023-08-08,0.004675718235814954,-0.031117912924072545,0.006617604644289141,0.016670579232178493,-0.03987471285142911,0.0074811313969514424,0.024553379849465845,-0.02419282037382411
2023-08-09,0.03345144773675407,0.008380380187320903,-0.014100237115168177,-0.00111538155315412,0.011166538250434448,0.0015201078282482301,0.010775119848927385,-0.018413471861587326
2023-08-10,0.00338721648072156,-0.028274289938099606,-0.0022245212269740066,-0.018078152829295795,-0.014710598851795332,0.024721863504208748,0.02182620241188538,0.01218276241814354
2023-08-11,-0.02184625529345158,-0.006328168993896039,0.02426195399958367,0.002834338272798095,0.046386590799633885,0.007866356787887437,0.003840982329800632,-0.006182329284050028
2023-08-14,0.002670818095645646,-0.003049396727610878,0.01416217353377181,0.01913404633589168,-0.01571978921015899,-0.026624659071155563,-0.03672410746206593,0.010159826538250873
2023-08-15,-0.022067332123477473,-0.04305781185904966,0.007771572090619282,0.04985999034865581,-0.00012141823079786648,0.01676981548903284,0.0016365871709513003,-0.0019777930638228535
2023-08-16,0.018381529659755372,-0.005805490883773027,0.005347846281438059,0.006433956123920273,-0.013361809072860975,0.01984084699073046,-0.003499195133908173,-0.015114903189856895
2023-08-17,0.010730196871408072,-0.017969359635820744,0.000563623147382565,-0.00018237993288407086,0.02171791131663156,0.009493964657599056,-0.0005005391749028784,0.016355325984005742
2023-08-18,0.02780415098034627,0.011156206127037245,0.00020705239686761215,-0.02623672464700319,-0.02130227326150745,-0.006104494087093353,-0.012190244043185663,-0.0037394260597089202
2023-08-21,0.0011329984979421433,0.010593855087134616,-0.0014099755611818243,0.009730032876524039,0.001289488296202405,-0.03950933132707743,-0.018786707876375087,-0.0028817511144323092
