From,To,Common Tones,Common Tone Count,Difficulty Score,Modulation Type,Is Enharmonic,Needs Confirmation
C dorian,C locrian,"C, A#, D#, F",4,3.21,common_tone,False,False
C dorian,C harmonic_minor,"C, D, D#, F, G",5,1.14,common_tone,False,False
C dorian,C melodic_minor,"C, D, D#, F, G, A",6,0.57,common_tone,False,False
C dorian,C# major,"C, A#, D#, F",4,4.71,common_tone,False,False
C dorian,C# minor,"A, D#",2,7.36,nearby_key,False,False
C dorian,C# dorian,"A#, D#",2,6.86,nearby_key,False,False
C dorian,C# phrygian,"A, D",2,7.36,nearby_key,False,False
C dorian,C# lydian,"C, D#, F, G, A#",5,2.64,common_tone,False,False
C dorian,C# mixolydian,"A#, D#, F",3,6.79,common_tone,False,False
C dorian,C# locrian,"A, D, G",3,5.29,common_tone,False,False
C dorian,C# harmonic_minor,"C, A, D#",3,5.29,common_tone,False,False
C dorian,C# melodic_minor,"C, A#, D#",3,5.29,common_tone,False,False
C dorian,D major,"A, D, G",3,5.29,common_tone,False,False
C dorian,D minor,"C, D, F, G, A, A#",6,3.57,common_tone,False,False
C dorian,D dorian,"C, D, F, G, A",5,3.14,closely_related,False,False
C dorian,D phrygian,"C, D, D#, F, G, A, A#",7,3.0,common_tone,False,False
C dorian,D lydian,"A, D",2,5.86,nearby_key,False,False
C dorian,D mixolydian,"C, A, D, G",4,4.71,common_tone,False,False
C dorian,D locrian,"C, D, D#, F, G, A#",6,3.57,common_tone,False,False
C dorian,D harmonic_minor,"D, F, G, A, A#",5,4.14,common_tone,False,False
C dorian,D melodic_minor,"A, D, F, G",4,4.71,common_tone,False,False
C dorian,D# major,"C, D, D#, F, G, A#",6,5.07,common_tone,False,False
C dorian,D# minor,"A#, D#, F",3,6.79,common_tone,False,False
C dorian,D# dorian,"C, A#, D#, F",4,4.71,closely_related,False,False
C dorian,D# phrygian,"A#, D#",2,7.36,distant_modulation,False,False
C dorian,D# lydian,"C, D, D#, F, G, A, A#",7,4.5,common_tone,False,False
C dorian,D# mixolydian,"C, D#, F, G, A#",5,5.64,common_tone,False,False
C dorian,D# locrian,"A, D#",2,7.36,distant_modulation,False,False
C dorian,D# harmonic_minor,"A#, D, D#, F",4,6.21,common_tone,False,False
C dorian,D# melodic_minor,"C, D, D#, F, A#",5,5.64,common_tone,False,False
C dorian,E major,"A, D#",2,11.86,distant_modulation,False,False
C dorian,E minor,"C, A, D, G",4,7.71,common_tone,False,False
C dorian,E dorian,"A, D, G",3,7.79,common_tone,False,False
C dorian,E phrygian,"C, D, F, G, A",5,7.14,common_tone,False,False
C dorian,E lydian,"A#, D#",2,11.86,distant_modulation,False,False
C dorian,E mixolydian,"A, D",2,11.86,distant_modulation,False,False
C dorian,E locrian,"C, D, F, G, A, A#",6,6.57,common_tone,False,False
C dorian,E harmonic_minor,"C, A, D#, G",4,7.71,common_tone,False,False
C dorian,E melodic_minor,"A, D#, G",3,9.79,common_tone,False,False
C dorian,F major,"C, D, F, G, A, A#",6,8.07,common_tone,False,False
C dorian,F minor,"C, D#, F, G, A#",5,8.64,common_tone,False,False
C dorian,F dorian,"C, D, D#, F, G, A#",6,5.57,diatonic_common_tone,False,False
C dorian,F phrygian,"C, A#, D#, F",4,9.21,common_tone,False,False
C dorian,F lydian,"C, D, F, G, A",5,8.64,common_tone,False,False
C dorian,F mixolydian,"C, D, D#, F, G, A, A#",7,7.5,common_tone,False,False
C dorian,F locrian,"A#, D#, F",3,11.29,common_tone,False,False
C dorian,F harmonic_minor,"C, A#, F, G",4,9.21,common_tone,False,False
C dorian,F melodic_minor,"C, D, F, G, A#",5,8.64,common_tone,False,False
C dorian,F# major,"A#, D#, F",3,14.29,common_tone,False,False
C dorian,F# minor,"A, D",2,14.86,distant_modulation,False,False
C dorian,F# dorian,"A, D#",2,11.86,distant_modulation,False,False
C dorian,F# phrygian,"A, D, G",3,12.79,common_tone,False,False
C dorian,F# lydian,"C, A#, D#, F",4,12.21,common_tone,False,False
C dorian,F# mixolydian,"A#, D#",2,14.86,distant_modulation,False,False
C dorian,F# locrian,"C, A, D, G",4,10.71,common_tone,False,False
C dorian,F# harmonic_minor,"A, D, F",3,14.29,common_tone,False,False
C dorian,F# melodic_minor,"A, D#, F",3,14.29,common_tone,False,False
C dorian,G major,"C, A, D, G",4,9.21,common_tone,False,False
C dorian,G minor,"C, D, D#, F, G, A, A#",7,7.5,common_tone,False,False
C dorian,G dorian,"C, D, F, G, A, A#",6,5.57,diatonic_common_tone,False,False
C dorian,G phrygian,"C, D, D#, F, G, A#",6,8.07,common_tone,False,False
C dorian,G lydian,"A, D, G",3,9.79,common_tone,False,False
C dorian,G mixolydian,"C, D, F, G, A",5,8.64,common_tone,False,False
C dorian,G locrian,"C, D#, F, G, A#",5,8.64,common_tone,False,False
C dorian,G harmonic_minor,"C, D, D#, G, A, A#",6,8.07,common_tone,False,False
C dorian,G melodic_minor,"C, D, G, A, A#",5,8.64,common_tone,False,False
C dorian,G# major,"C, D#, F, G, A#",5,7.14,common_tone,False,False
C dorian,G# minor,"A#, D#",2,10.36,distant_modulation,False,False
C dorian,G# dorian,"A#, D#, F",3,7.79,common_tone,False,False
C dorian,G# phrygian,"A, D#",2,10.36,distant_modulation,False,False
C dorian,G# lydian,"C, D, D#, F, G, A#",6,6.57,common_tone,False,False
C dorian,G# mixolydian,"C, A#, D#, F",4,7.71,common_tone,False,False
C dorian,G# locrian,"A, D",2,10.36,distant_modulation,False,False
C dorian,G# harmonic_minor,"A#, D#, G",3,8.29,common_tone,False,False
C dorian,G# melodic_minor,"A#, D#, F, G",4,7.71,common_tone,False,False
C dorian,A major,"A, D",2,8.86,distant_modulation,False,False
C dorian,A minor,"C, D, F, G, A",5,5.64,common_tone,False,False
C dorian,A dorian,"C, A, D, G",4,4.71,closely_related,False,False
C dorian,A phrygian,"C, D, F, G, A, A#",6,5.07,common_tone,False,False
C dorian,A lydian,"A, D#",2,8.86,distant_modulation,False,False
C dorian,A mixolydian,"A, D, G",3,6.79,common_tone,False,False
C dorian,A locrian,"C, D, D#, F, G, A, A#",7,4.5,common_tone,False,False
C dorian,A harmonic_minor,"C, A, D, F",4,6.21,common_tone,False,False
C dorian,A melodic_minor,"C, A, D",3,6.79,common_tone,False,False
C dorian,A# major,"C, D, D#, F, G, A, A#",7,3.0,common_tone,False,False
C dorian,A# minor,"C, A#, D#, F",4,4.71,common_tone,False,False
C dorian,A# dorian,"C, D#, F, G, A#",5,3.14,closely_related,False,False
C dorian,A# phrygian,"A#, D#, F",3,5.29,common_tone,False,False
C dorian,A# lydian,"C, D, F, G, A, A#",6,3.57,common_tone,False,False
C dorian,A# mixolydian,"C, D, D#, F, G, A#",6,3.57,common_tone,False,False
C dorian,A# locrian,"A#, D#",2,7.36,nearby_key,False,False
C dorian,A# harmonic_minor,"C, D#, F, A, A#",5,4.14,common_tone,False,False
C dorian,A# melodic_minor,"C, D#, F, G, A, A#",6,3.57,common_tone,False,False
C dorian,B major,"A#, D#",2,7.36,nearby_key,False,False
C dorian,B minor,"A, D, G",3,5.29,common_tone,False,False
C dorian,B dorian,"A, D",2,6.86,nearby_key,False,False
C dorian,B phrygian,"C, A, D, G",4,3.21,common_tone,False,False
C dorian,B lydian,"A#, D#, F",3,6.79,common_tone,False,False
C dorian,B mixolydian,"A, D#",2,7.36,nearby_key,False,False
C dorian,B locrian,"C, D, F, G, A",5,2.64,common_tone,False,False
C dorian,B harmonic_minor,"D, A#, G",3,5.29,common_tone,False,False
C dorian,B melodic_minor,"D, A#",2,7.36,nearby_key,False,False
C phrygian,C major,"C, F, G",3,2.29,common_tone,False,False
C phrygian,C minor,"C, D#, F, G, G#, A#",6,0.57,common_tone,False,False
C phrygian,C dorian,"C, D#, F, G, A#",5,1.14,common_tone,False,False
C phrygian,C lydian,"C, G",2,2.86,nearby_key,False,False
C phrygian,C mixolydian,"C, A#, F, G",4,1.71,common_tone,False,False
C phrygian,C locrian,"C, C#, D#, F, G#, A#",6,2.07,common_tone,False,False
C phrygian,C harmonic_minor,"C, D#, F, G, G#",5,1.14,common_tone,False,False
C phrygian,C melodic_minor,"C, D#, F, G",4,1.71,common_tone,False,False
C phrygian,C# major,"C, C#, D#, F, G#, A#",6,2.07,common_tone,False,False
C phrygian,C# minor,"G#, C#, D#",3,3.79,common_tone,False,False
C phrygian,C# dorian,"G#, C#, A#, D#",4,3.21,common_tone,False,False
C phrygian,C# phrygian,"G#, C#",2,3.86,nearby_key,False,False
C phrygian,C# lydian,"C, C#, D#, F, G, G#, A#",7,1.5,common_tone,False,False
C phrygian,C# mixolydian,"C#, D#, F, G#, A#",5,2.64,common_tone,False,False
C phrygian,C# locrian,"C#, G",2,4.36,nearby_key,False,False
C phrygian,C# harmonic_minor,"C, C#, D#, G#",4,3.21,common_tone,False,False
C phrygian,C# melodic_minor,"C, C#, D#, G#, A#",5,2.64,common_tone,False,False
C phrygian,D major,"C#, G",2,7.36,nearby_key,False,False
C phrygian,D minor,"C, A#, F, G",4,4.71,common_tone,False,False
C phrygian,D dorian,"C, F, G",3,5.29,common_tone,False,False
C phrygian,D phrygian,"C, D#, F, G, A#",5,3.14,closely_related,False,False
C phrygian,D lydian,"G#, C#",2,8.86,nearby_key,False,False
C phrygian,D mixolydian,"C, G",2,5.86,nearby_key,False,False
C phrygian,D locrian,"C, D#, F, G, G#, A#",6,3.57,common_tone,False,False
C phrygian,D harmonic_minor,"C#, A#, F, G",4,6.21,common_tone,False,False
C phrygian,D melodic_minor,"C#, F, G",3,6.79,common_tone,False,False
C phrygian,D# major,"C, D#, F, G, G#, A#",6,5.07,common_tone,False,False
C phrygian,D# minor,"C#, D#, F, G#, A#",5,5.64,common_tone,False,False
C phrygian,D# dorian,"C, C#, D#, F, G#, A#",6,5.07,common_tone,False,False
C phrygian,D# phrygian,"G#, C#, A#, D#",4,4.71,closely_related,False,False
C phrygian,D# lydian,"C, D#, F, G, A#",5,5.64,common_tone,False,False
C phrygian,D# mixolydian,"C, C#, D#, F, G, G#, A#",7,4.5,common_tone,False,False
C phrygian,D# locrian,"G#, C#, D#",3,8.29,common_tone,False,False
C phrygian,D# harmonic_minor,"G#, A#, D#, F",4,6.21,common_tone,False,False
C phrygian,D# melodic_minor,"C, D#, F, G#, A#",5,5.64,common_tone,False,False
C phrygian,E major,"G#, C#, D#",3,11.29,common_tone,False,False
C phrygian,E minor,"C, G",2,8.86,distant_modulation,False,False
C phrygian,E dorian,"C#, G",2,10.36,distant_modulation,False,False
C phrygian,E phrygian,"C, F, G",3,6.29,common_tone,False,False
C phrygian,E lydian,"G#, C#, A#, D#",4,10.71,common_tone,False,False
C phrygian,E mixolydian,"G#, C#",2,11.86,distant_modulation,False,False
C phrygian,E locrian,"C, A#, F, G",4,7.71,common_tone,False,False
C phrygian,E harmonic_minor,"C, D#, G",3,8.29,common_tone,False,False
C phrygian,E melodic_minor,"C#, D#, G",3,9.79,common_tone,False,False
C phrygian,F major,"C, A#, F, G",4,9.21,common_tone,False,False
C phrygian,F minor,"C, C#, D#, F, G, G#, A#",7,7.5,common_tone,False,False
C phrygian,F dorian,"C, D#, F, G, G#, A#",6,8.07,common_tone,False,False
C phrygian,F phrygian,"C, C#, D#, F, G#, A#",6,5.57,diatonic_common_tone,False,False
C phrygian,F lydian,"C, F, G",3,9.79,common_tone,False,False
C phrygian,F mixolydian,"C, D#, F, G, A#",5,8.64,common_tone,False,False
C phrygian,F locrian,"C#, D#, F, G#, A#",5,10.14,common_tone,False,False
C phrygian,F harmonic_minor,"C, C#, F, G, G#, A#",6,8.07,common_tone,False,False
C phrygian,F melodic_minor,"C, F, G, G#, A#",5,8.64,common_tone,False,False
C phrygian,F# major,"C#, D#, F, G#, A#",5,11.64,common_tone,False,False
C phrygian,F# minor,"G#, C#",2,13.36,distant_modulation,False,False
C phrygian,F# dorian,"G#, C#, D#",3,12.79,common_tone,False,False
C phrygian,F# phrygian,"C#, G",2,8.86,distant_modulation,False,False
C phrygian,F# lydian,"C, C#, D#, F, G#, A#",6,9.57,common_tone,False,False
C phrygian,F# mixolydian,"G#, C#, A#, D#",4,12.21,common_tone,False,False
C phrygian,F# locrian,"C, G",2,11.86,distant_modulation,False,False
C phrygian,F# harmonic_minor,"G#, C#, F",3,12.79,common_tone,False,False
C phrygian,F# melodic_minor,"G#, C#, D#, F",4,12.21,common_tone,False,False
