,STOCK_A,STOCK_B,STOCK_C,STOCK_D,STOCK_E,STOCK_F
2023-03-10,-0.004260647552880558,-0.012857213592562783,-0.018855051931256292,-0.002559356990289919,0.007399654350282904,0.003859132526759523
2023-03-13,0.006737883081048515,0.007278069040652566,0.007820580815824953,0.016546085711867987,0.02324217670330777,0.020511852860560235
2023-03-14,-0.01913692026339647,-0.015853972751991154,-0.03386957946478371,-0.02233865834252291,-0.00637083838396857,-0.014799035288659187
2023-03-15,0.013288931344169457,-0.0032305791555638313,-0.029086707119596742,-0.014143007766272957,-0.017197396757562898,-0.008802837180194608
2023-03-16,-0.008579493508857856,-0.00021505074302219948,-0.005953068395113197,-0.017441089697444127,0.0015564997091001825,0.004895179808930731
2023-03-17,0.005117472421410299,-0.0003553190323357878,0.005771805388578491,0.02158035848034501,0.036114445202734186,0.02837119433287556
2023-03-20,-0.005588396818515685,-0.013112943625473807,-0.0024146036249790485,0.0097201459058807,0.013104589716171742,
2023-03-21,0.00734846446013813,0.013127187245211006,0.014043195029781621,0.01276200379081659,0.024875309696642495,0.007294628857630868
2023-03-22,-0.01910688125042828,0.0067691772951953685,-0.005544920889916022,0.006007180041748157,,
2023-03-23,0.00818723807202568,,0.009744157412291695,0.016096178508629717,0.009025142705291532,0.02609012685904299
2023-03-24,-0.011202960546538047,-0.0077438291095612965,-0.0037827368967801875,0.013258733060023353,0.011329672243181306,-0.001338955465438219
2023-03-27,0.015733547470042564,0.0024361072184897366,-0.005340018531496724,-0.013038974504665946,-0.03079787042308511,-0.005864792928207231
2023-03-28,0.0007409604164803755,-0.0027918753061593284,-0.0034818851929375805,-0.0054931062139053875,0.001897379196639076,-0.009020170223382843
2023-03-29,0.01648037331992046,-0.009502100369599089,-0.04914549832816866,-0.02757488028304575,-0.020015576233416522,-0.022102579182084078
2023-03-30,-0.049685398429300226,,-0.04322259940214474,-0.028959087861429512,-0.02715589261341869,-0.03851083296593579
2023-03-31,0.01310042352429722,0.005802986103699332,0.010331553358106352,0.017077781378232175,0.0025637345476603453,0.029293018400381985
2023-04-03,0.008587874821561266,0.004083870504296965,0.03271490319503718,0.017303182026850373,-0.008706357404599905,0.026546447680187105
2023-04-04,0.029435440656780703,0.04204520771493702,0.04091896803458117,0.019548108500600448,0.007715635936563108,
2023-04-05,-0.007768082919381272,0.008748433952221295,0.0034381268879850125,-0.0005864180616435414,-0.004235144892955609,0.0038546079225891573
2023-04-06,0.008202935314408234,0.013449304664970744,-0.004418611085701585,-0.014956559083100712,,-0.010761129291582745
2023-04-07,0.0016604064760334543,-0.013480112697579942,-0.025984287620968195,,0.011060279343192328,0.0034382783449143574
2023-04-10,-0.0020339649710092527,-0.014255741711960198,-0.034961346397123325,-0.049198221141416205,-0.057640958770448295,-0.01906347281426748
2023-04-11,0.028217994363171912,0.02909966156806865,0.01183895700356829,0.021395628390778784,0.018378345970365327,-0.006872621980167538
2023-04-12,0.029881653393150135,0.002522995889889423,-0.008899778314626258,0.011808337883260776,-0.001038692675310347,0.0063408342585181
2023-04-13,0.01520921797211516,0.03430677858598449,0.03286808104741484,0.024273662603195422,0.034777467015791125,0.02190554840734546
2023-04-14,0.027990574535527567,0.024898513405617103,0.02732670630835192,0.022404533749681186,0.018432719567713696,
2023-04-17,0.003709367993265357,0.011969522417855337,0.013322919242678706,-0.00018027461151951278,-0.019069761658923063,9.8515113712726e-05
2023-04-18,-0.005684142837365175,-0.02267148928073417,0.0074157793349865124,0.013139801233216904,0.014013454210595182,-0.0070318782084443044
2023-04-19,0.014120972681236176,0.0033164802489787453,0.01979092657280243,,0.011234272900676558,0.008948548995437962
2023-04-20,-0.002728162078505799,,,0.0019176878794865738,0.03042863278808635,
2023-04-21,-0.007340956268652457,-0.041240609784220644,-0.04053392235482522,-0.023816003171180794,-0.02318022116912534,-0.012019337343341933
2023-04-24,-0.026017871091251407,-0.000460690169646858,0.013358874619387638,0.016417938615841496,0.0011235706675478412,-0.0010850726250555083
2023-04-25,0.003884045067805828,0.0014960274918284296,-0.006174661619882369,0.00863798699679464,0.034404216302128324,0.026172374670977307
2023-04-26,-0.006566331274704004,0.0055193284690528855,-0.022494288449498325,0.003920723239457691,0.0170913000887333,0.008440213179270814
2023-04-27,-0.01086964000916812,0.012569384473467046,0.0019475457334175,0.016957532981099917,0.032453302901951794,0.03499404157593966
2023-04-28,-0.0003410221140445368,0.002890102196818706,0.019108117876468243,0.019502339319122052,0.01523264192185387,-0.0009672005316675306
2023-05-01,-0.004982117107398909,-0.0005471631709337844,-0.0007294887847266911,-0.008472943406869767,0.00202397579525549,-0.011809323727622984
2023-05-02,-0.026154690295149587,0.000725627473232677,-0.01649944119155761,,0.00505856327781157,0.0021641301396341486
2023-05-03,0.008940746311783898,0.020799999636543134,0.02768102722166927,0.004472233091077877,0.0105571534716972,-0.01250513898744508
2023-05-04,-0.006822359505058679,-0.005897770817573991,-0.015148558204781703,0.009713653273281522,0.014709518732270421,-0.017998046931332567
2023-05-05,0.007557724226885984,-0.0009322015762965279,0.024058287857611597,0.01656927843222386,0.004603293851462915,0.003420132221645953
2023-05-08,-0.03425998147426523,0.0058738234574146645,-0.03293126487052673,-0.00527460700576303,-0.0016823634165119765,0.00255727515194403
2023-05-09,-0.004820143814921768,-0.006646345669424926,-0.016461311025630265,-0.005682618310948097,-0.0024188790611090693,-0.012134105157198146
2023-05-10,-0.008752934262422513,-0.004504597032022178,-0.028503889607318235,-0.017302592672325746,-0.018729533324670877,-0.02025515101543543
2023-05-11,-0.009666524074831657,-0.010094534241684045,-0.0167820152578207,0.0010189419387662225,-0.01027333697857832,0.016899950315060093
2023-05-12,-0.0388468237668326,-0.005433937259809306,-0.005973003244029214,-0.016278907898275484,,-0.03214780316471039
2023-05-15,0.028447795588317188,0.011148220993520704,-0.00048551731694585653,0.0049056334109664375,-0.02403289704927983,-0.007185667496615549
2023-05-16,-0.004025569107260169,-0.00020312981299232074,0.011205184575670215,-0.004109801090515452,,0.002911826904250022
2023-05-17,0.02225966141492181,0.016615886121296324,-0.009137554247502603,,-0.03876766650684755,-0.011485312465805652
2023-05-18,-0.017524232374072038,-0.01842798690511505,-0.020557801178455164,-0.007579294450781465,-0.0003650526692240588,-0.01261477937120653
2023-05-19,-0.0200972136270544,-0.01233075985524465,-0.019672966501019132,-0.01500734821860756,-0.006399009969217445,-0.022577497398793226
2023-05-22,-0.016190495181805233,-0.017042842930020362,-0.027918880700684913,-0.01565861942728374,,0.010595594940525073
2023-05-23,-0.020746505884470218,-0.00817345458141169,0.029295884407477973,0.022961040452419753,,0.023956819450056566
2023-05-24,-0.00041771279502904356,-0.0068260870641969635,-0.035011986460428766,-0.0009565488395676964,,0.007138118258760087
2023-05-25,-0.0015268701838436153,-0.020190411594315817,0.001257384963131126,-0.012052129267339524,,0.0002816208226501592
2023-05-26,-0.03193604247019353,-0.023956329482447605,-0.024279484562550194,-0.026839810969396548,,-0.021881408619678716
2023-05-29,0.03727384831737107,0.03918838790592809,0.042660400335938396,0.025683905856868028,,0.012135448146999088
2023-05-30,-0.015394650471434148,-0.011309681794128706,0.001011646060936991,-0.022600977609234674,,-0.023995736956619076
2023-05-31,-0.028110384374410047,0.011731640806691099,0.0022334774516327843,0.009584775316841175,,0.0007023147889276128
2023-06-01,0.021829084747465897,0.017249963564678072,-0.015498414186158016,0.005777143812571441,,0.01537424763016156
2023-06-02,-0.028932362395003138,-0.026435088727935995,,-0.038320152059802916,,-0.03475863525071651
2023-06-05,-0.0015754260151253554,0.007281401303924731,0.012092793435649295,,0.020147611139554183,0.0033255818334564933
2023-06-06,0.006690620788338902,0.0035896162534992094,0.03477907309917229,0.010922195174145437,-0.04057721901338215,0.0030165189280938966
2023-06-07,-0.012349132734732987,0.003135528426328856,0.025415132797004688,-0.0036149416700892003,0.01219564774206856,-0.00332721838863272
2023-06-08,0.012342127022117374,0.004501223237355694,-0.020738777598147483,-0.02576136439556605,-0.01913597417924734,-0.02352668096111367
2023-06-09,,0.011788373678229064,0.034361686555466966,0.014417020370495876,0.012941921819965214,0.012861810962018138
2023-06-12,0.013545755067902064,0.007239885899675713,0.02285370021674875,0.0025581846088992173,-0.01781376561672994,0.006543768235867709
2023-06-13,,-0.0077494500245764535,-0.01951601040060776,-0.0036984719739139573,0.019834991477954318,-1.2948880580061761e-05
2023-06-14,-0.02705566992863003,0.0011261128192869652,0.02873254926265296,0.008213945956638841,0.024075674166255737,0.016336425103416943
2023-06-15,0.04833434517347709,0.03861055887282036,0.05134969536556419,0.019257009754682773,0.018646739789904332,0.025055192278071146
2023-06-16,0.014902315475649406,0.01256646630116854,0.003628874118656355,-0.005822319314973478,-0.011572604068453502,9.297900294334081e-05
2023-06-19,-0.037109423544205405,-0.018530106306881563,-0.0002137242260552193,0.00875024031833072,0.0040993382083882686,0.0032678351445259387
2023-06-20,0.003543600809252047,0.0015481652500269902,0.0065405839704199085,0.004921182755936332,-0.006592928134567104,-0.010732192918342237
2023-06-21,-0.02005381579098218,-0.016904979075362106,,-0.00022747533579192984,0.02038182726765019,
2023-06-22,-0.018314046733230657,-0.009315063467955832,-0.011332495761753393,-0.0323434278271699,-0.04367239786702271,-0.04135919183232208
2023-06-23,,-0.003161430653490452,-0.017451014693875125,0.004693952194406072,0.0019787176355248325,-0.015041723036403278
2023-06-26,-0.01912173139278004,0.0015238071305376287,0.028611386238921,0.006525821261870057,0.03043922503789495,
2023-06-27,-0.012951115529081653,-0.00022002256134464996,-0.001986674251517642,-0.009588741027060227,,-0.0022952632180922136
2023-06-28,-0.02159173824391188,-0.026854186202303253,-0.06470982792534395,-0.04928356468965984,,-0.03516413373772095
2023-06-29,0.04162068700600056,0.015552079480399165,0.01651375655438253,,-0.00227494166807828,0.003999996661746334
2023-06-30,-0.03294646327801272,-0.01957928030383366,-0.01025577699308945,-0.0024411216871476527,0.007561828072234049,-0.008219724148293457
2023-07-03,-0.016067809095329722,-0.015600208585070266,-0.011598976958371128,0.0012164505943341984,0.015320773562115657,0.009674345479580506
2023-07-04,0.0018464272998635564,-0.009335789856557962,-0.01242690790190657,-0.015217592592782075,-0.0121614283717096,-0.02714710333032826
2023-07-05,-0.03027121205676784,-0.013969451152378338,0.0003676846602080617,0.0008947845176519666,0.0023951749378598374,0.007800283990982093
2023-07-06,0.008746449924888456,0.0025177720593809907,-0.010116402723609348,0.003127932838417715,0.0060633490616742655,-0.0034493241873368758
2023-07-07,0.00892366610426516,-0.0047642439312984034,0.006075053265732763,0.017577314904147403,0.010729523883888639,0.00254979346439048
2023-07-10,0.010243737696318471,-0.0023326250866406643,-0.015172860504656901,,0.011102737503544739,0.007670126972698304
2023-07-11,0.005637920563137609,0.007172139046697411,-0.002532121830661419,-0.018343526464290827,-0.014038744277684648,0.007414582703575245
2023-07-12,-0.03295985735998679,-0.036334195207635166,-0.05004395494052661,-0.02630075044461472,-0.04596289006689942,-0.016334777567898404
2023-07-13,,0.008044497421271639,0.022549071846163237,0.012302316388952347,,-0.007753224132924821
2023-07-14,0.02125955481049303,-0.001332281876485663,-0.012848809920150738,0.0029860387757490526,0.009741531579106772,-0.004857940918491333
2023-07-17,0.002054801478326927,0.002007713868655152,0.016201623184776415,-0.004865551693255167,-0.013711649078719789,0.0017969860289403425
2023-07-18,0.024409342904439565,0.019797569036100745,0.009629492616178003,-0.016815013550308913,-0.03563624766988114,-0.016330715971667756
2023-07-19,0.03268011532667335,0.024393222619107383,0.005344493693291289,-0.0013670209763706818,0.010221806266415565,0.0046171396965327465
2023-07-20,0.02720301051204397,-0.004051058033621866,0.01913248609617109,-0.001998941654955504,0.012657460522703293,-0.00289070339765879
2023-07-21,0.006888986247964109,-0.0031431159061935314,0.012703083690049681,0.0022391548604363686,0.020237225166950392,
2023-07-24,,-0.009745344712863598,0.020238677693075365,-0.0016088500383247893,0.01309509151650461,-0.0030858353354457327
2023-07-25,0.016347761193136176,-0.0093028973712401,0.010890266330905505,0.01583625149905502,-0.0035690378863734683,
2023-07-26,0.023051915116247098,0.0127915026087667,0.004438175204429391,0.005089307007354664,-0.009412444080468662,0.024484334468276626
2023-07-27,0.017307640006405646,,-0.015598750332615341,-0.020333206470386795,-0.01823619218615795,0.00020713674559812267
2023-07-28,-0.004557287705454417,-0.016486631453690698,-0.02734428985292001,-0.017373173231047197,-0.03576522277969141,-0.018642103868347165
2023-07-31,-0.011425325489709696,-0.006374701682878406,-0.011622193874937226,-0.002236378636978162,-0.006320282992403455,0.008821458457796359
2023-08-01,0.02524089734928858,0.0253676465965098,0.023161900452550108,,,0.039846755206663184
2023-08-02,0.01981751782985982,0.005112961033825354,0.0019003141934850237,-0.012781149580639178,-0.024505505361079635,-0.0025505812354596493
2023-08-03,0.018993969969607415,0.0086585349204464,2.7688324799220176e-05,0.010993583066996285,0.014321744005250098,-0.00229612986670482
2023-08-04,-0.03343343796666105,-0.03534722942248707,-0.02619053491042722,-0.004384497348728338,-0.008433432165242985,-0.009121703248043752
2023-08-07,0.029232361734582133,0.013084136255498405,0.038026054614355764,0.0020979320764672326,-0.01357089815950651,-0.020683173431695723
2023-08-08,0.020816524172919144,0.024775283903008243,0.025048634293623053,0.004661769693965499,0.017209082120902275,0.00818380349550936
2023-08-09,0.0010188944411373378,0.009278256589574176,-0.03417768308044015,-0.007826988752700551,0.006510893892915933,-0.01681651549175536
2023-08-10,-0.002692117715808878,0.009722302148204852,0.006320978564047184,,0.001199521618954279,0.00452102394348577
2023-08-11,,0.006078290995285202,0.003014951630948981,-0.006438184966719372,-0.010913316681380073,0.005956340031023923
2023-08-14,0.010357837213337244,0.003324639204404329,-0.009592855099193063,,-0.02389209062516359,-0.001174449983721696
2023-08-15,0.03652810438781063,0.020135588376484864,0.0237601285818141,0.00457044062471755,-0.005722486230300988,-0.008739214776884715
2023-08-16,-0.019374292447399112,-0.00772843117188084,-0.01751890908073768,0.005795613149710179,-0.006102388697843262,-0.033533115107675274
2023-08-17,0.030764810343115432,0.03212847919495959,0.028814592455677038,0.019070448268139407,0.02198710871877459,0.025314742748537088
2023-08-18,-0.00738171387738009,-0.002091665608724669,-0.02146494717349462,0.007387320554230782,0.019877141632685308,0.014499503824398562
2023-08-21,-0.0336161188599951,,-0.009246692663022143,0.010451529513054999,0.023618905865941623,-0.007227702857628902
2023-08-22,-0.012448393281845,-0.02575077286244718,-0.02979506718875408,-0.03376913170973087,-0.04235326291575424,-0.018004026821122492
2023-08-23,-0.0013682730426462287,-0.01047253191943828,-0.010047424654126716,0.001970369926632294,0.010181984835052203,0.008237956171763509
2023-08-24,-0.0027340515235309048,-0.025153608299106307,-0.03974039993755415,-0.00406211984091214,-0.008496652438804065,-0.00678862448634179
2023-08-25,-0.022405738475133725,-0.015738412912607098,-0.029099256811373802,-0.030369745710516427,-0.030925736836541356,-0.02929104212932159
2023-08-28,-0.012216852270273854,-0.02086790647729669,-0.015279260775489231,-0.002794768072153533,-0.011844817152879793,0.017484347407480363
2023-08-29,0.00713031060523219,,-0.008015269746003402,,0.0023287135480785583,-0.011783337980741597
2023-08-30,-0.007880838866696854,0.013194724351781411,-0.006666346067119024,-0.0029953355131584905,-0.02562147136380812,0.004123554981423911
2023-08-31,0.029152564310343587,0.0017631034189387663,-0.01745247465602597,-0.0071320667110898435,-0.0054919465740064155,-0.003982732081342292
2023-09-01,0.028975340572674348,-0.003894350710563313,0.0062238490001337915,-0.007277171499932522,0.005165352366687249,-0.008774258986656479
2023-09-04,0.014026573025625301,0.016714502579528376,0.008583861572714676,0.011050398564591956,0.007047076176938785,0.010132617173461205
2023-09-05,0.023712299048948785,0.009725888160099144,-0.004646189428899432,,-0.017015378726055942,-0.007709353718098648
2023-09-06,-0.04145070701536705,-0.017896791240768685,-0.02453181667589224,-0.015310813774913858,0.0098010661537308,-0.0229016169418919
2023-09-07,0.00934028446977051,0.0100080162179694,0.009427925881615022,0.01392387849023102,-0.0016150942017720202,0.00849924301199043
2023-09-08,-0.02229870930773312,-0.029574464698222152,-0.004331117108978271,-0.013127093934041618,-0.017194919050777625,-0.01705457645046884
2023-09-11,-0.005763622611253278,-0.000921595863592739,0.007623382101790311,0.0068208421698350155,0.00046136385094864803,0.026136180845795266
2023-09-12,-0.01038109846756537,-0.008156911652574204,-0.018662518019633773,-0.01645666821128458,-0.020153353667219626,-0.01663142245793857
2023-09-13,-0.0023547689230640776,-0.001946994875166654,-0.026842022569635634,0.0012387708731212519,-0.013097241084232351,-0.011823907567171698
2023-09-14,0.016201584295774393,-0.02133056794939554,-0.023958655332305817,-0.010590840116099575,-0.003932991098092844,-0.036312912577212135
2023-09-15,-0.021979419801160777,-0.01627656294433741,-0.02980847675217228,-0.022509423193127324,0.008623576822146786,-0.018765603332290135
2023-09-18,0.01139255024742671,0.0049961633530807665,-0.003977134800271181,0.00048635708236669255,0.004916751450976363,0.010189119317168469
2023-09-19,-0.025940736383006605,-0.033299536378318395,,-0.041173049700803065,-0.04057027878468186,-0.018288436712817293
2023-09-20,-0.007282120201342425,-0.012430587965445822,-0.034900765339342686,0.003046095135879284,0.015532541246699649,-0.014196660420843851
2023-09-21,0.013273717889259623,-0.007836083272665781,0.00031968925486289604,0.00033398930981179734,-0.0032139465228624505,0.007875046626930464
2023-09-22,0.030372142802292626,0.006610318058174231,0.00027577243795020987,-0.0045127358083657315,0.00642539859362354,
2023-09-25,0.020653258391066447,0.01510313565576529,0.013480649087796632,-0.003475647451495919,-0.011982113035149006,0.0025407510280320367
2023-09-26,0.003391039729388455,0.015319445651832934,-0.0006584679704965219,0.03780683430844555,,0.008979623141313826
2023-09-27,-0.002530713922699526,0.0034011427864123235,-0.005873670232063502,0.0040745771989145795,0.039391350271127494,0.028253051474008355
2023-09-28,-0.04481012750468278,,-0.0034573353231072807,-0.004738677237078215,-0.03883789090716034,-0.0002957128716129007
2023-09-29,0.03205886477567902,0.006130776995864514,-0.02694101603895395,-0.034704404097751315,-0.03851164008354416,
2023-10-02,-0.006940958668632726,0.0013671863009542121,-0.01726439611652475,-0.012487703084793158,-0.014284231193152369,-0.011980361067171276
2023-10-03,0.016301701801717843,0.010724747131533496,0.0523493526342828,0.02039967759435688,0.03257791701366522,0.012986106454797662
2023-10-04,-0.044964732037921756,-0.014136488788942192,-0.017878223548642366,-0.0038300788702083617,-0.0050369580519748465,-0.0037267971763289016
2023-10-05,-0.01747982092127206,-0.00887929209757931,-0.014169612978003777,-0.004529599667970035,0.011001049513672806,-0.017906507873377116
2023-10-06,0.02541088212914857,0.016880071450062328,0.039143746327105114,0.015362568929091325,0.022883636731329142,0.02890262269836983
2023-10-09,-0.007066947138720067,-0.003418802377729555,-0.006210657787508546,0.0015615394341232129,0.002060375985194142,0.005162422620277857
2023-10-10,-0.01912157899262288,0.011675429270077123,0.023616668486583663,0.018068516722764588,0.00444916026104117,0.022250043827189543
2023-10-11,0.01363606688481695,,0.020952169115616027,0.003546035384541428,-0.0034415362933457724,0.019546357315259458
2023-10-12,0.03291114121516136,0.01745765472429024,0.040076328246001505,-0.00047863019531393697,-0.019060137312247743,0.009147898429070751
2023-10-13,0.005867725141550267,-0.009147909997468048,0.008044953170895148,-0.006578017594325298,0.010775669314532787,0.006501863036242073
2023-10-16,-0.02085031315581145,0.001376567533753252,0.0067738424350841184,0.006866938709082729,0.020277607192136265,0.03710623666821397
2023-10-17,-0.02866934252168497,-0.014860845513295721,-0.048244511695714525,-0.021463124195449768,-0.024533611573245833,-0.004912660862174015
2023-10-18,-0.007876358602957816,-0.002137792895238384,0.016870276507342012,0.021406002038716593,0.021777075212689064,-0.004427365565532153
2023-10-19,-0.030573986911570535,0.002461680468470853,-0.01580085483846866,0.0008602920300913331,0.01742548434159436,0.0075994936085323605
2023-10-20,-0.022522550802802365,-0.011348356741130381,-0.05034605616396063,-0.01201325557633949,0.0032970720216284415,-0.006702109447572411
2023-10-23,0.0011603292813545758,-0.0027598792227945335,-0.0184703313366652,0.000507072117002426,-0.006627166825115823,-0.01707501256231409
2023-10-24,-0.014271609763714862,-0.01465220298812021,0.006623275824449911,,0.0037995411164291728,0.015889563932526014
2023-10-25,0.02670370437609127,-0.005415394328206596,0.01183262124441302,,0.026937268842538272,0.023036346385363955
2023-10-26,-0.001739851312765407,-0.010161090942744673,-0.0043033656475036175,-0.004371862495844074,0.004113451655058305,-0.00045454496431620363
2023-10-27,-0.02701146971986861,0.0070295714612586945,0.02701015549934361,0.03279323365310027,0.012479569054363837,0.009340316980740723
2023-10-30,0.027698135003801694,0.015514505436511774,-0.00028936960622688704,-0.02014968517031575,-0.03968443082466836,-0.0015559427584749756
2023-10-31,-0.015742740987779783,-0.006626527061965859,-0.023033111734095817,-0.01886734700835161,-0.007506442608159481,-0.006765093830490187
2023-11-01,-0.001493503061189963,-0.0026825000867172714,-0.002917356598166681,0.00854962566828615,0.01946455003135188,-0.003181985549832288
2023-11-02,-0.0029170566225803305,-0.017563561936356466,-0.021504475028273424,-0.01956464078555558,-0.027312413566236166,-0.005016730131527671
2023-11-03,-0.02656684508023416,,0.006306856292280268,0.009318397307110125,0.011540700915380639,-0.003687960289308176
2023-11-06,0.0050751151857418055,0.007180611097367833,-0.002518260365523834,,-0.014609357899383436,-7.095623795952649e-05
2023-11-07,0.006005202447064121,-0.006346864441983917,0.03522699345956552,0.012616935625008808,0.009576125142896446,0.019856393734633854
2023-11-08,0.022674648396682213,0.0192313021483897,0.008898760273491254,-0.004544132892307962,-0.011286256152487491,-0.0035381844846286894
2023-11-09,0.010585010806049722,0.001178705585766042,0.010160358323779678,-0.00030038589601140875,0.008594418678854583,0.00817193128603434
2023-11-10,-0.056772012560703085,-0.014505993334660534,-0.0017854602709626126,-0.005253707071220092,-0.015132906145077847,-0.008496890078491618
