tokenSymbol,timestamp,priceUSD,source
ARB,2024-01-21T08:00:00+08:00,1.3819,coingecko
ETH,2024-01-21T08:00:00+08:00,2056.13,coingecko
ARB,2024-01-22T08:00:00+08:00,1.3726,coingecko
ETH,2024-01-22T08:00:00+08:00,2028.22,coingecko
ARB,2024-01-23T08:00:00+08:00,1.3617,coingecko
ETH,2024-01-23T08:00:00+08:00,1999.75,coingecko
ARB,2024-01-24T08:00:00+08:00,1.3491,coingecko
ETH,2024-01-24T08:00:00+08:00,1971.28,coingecko
ARB,2024-01-25T08:00:00+08:00,1.3351,coingecko
ETH,2024-01-25T08:00:00+08:00,1943.39,coingecko
ARB,2024-01-26T08:00:00+08:00,1.3197,coingecko
ETH,2024-01-26T08:00:00+08:00,1916.66,coingecko
ARB,2024-01-27T08:00:00+08:00,1.3031,coingecko
ETH,2024-01-27T08:00:00+08:00,1891.62,coingecko
ARB,2024-01-28T08:00:00+08:00,1.2855,coingecko
ETH,2024-01-28T08:00:00+08:00,1868.79,coingecko
ARB,2024-01-29T08:00:00+08:00,1.2670,coingecko
ETH,2024-01-29T08:00:00+08:00,1848.64,coingecko
ARB,2024-01-30T08:00:00+08:00,1.2478,coingecko
ETH,2024-01-30T08:00:00+08:00,1831.57,coingecko
ARB,2024-01-31T08:00:00+08:00,1.2282,coingecko
ETH,2024-01-31T08:00:00+08:00,1817.93,coingecko
ARB,2024-02-01T08:00:00+08:00,1.2083,coingecko
ETH,2024-02-01T08:00:00+08:00,1808.00,coingecko
ARB,2024-02-02T08:00:00+08:00,1.1883,coingecko
ETH,2024-02-02T08:00:00+08:00,1801.98,coingecko
ARB,2024-02-03T08:00:00+08:00,1.1685,coingecko
ETH,2024-02-03T08:00:00+08:00,1800.00,coingecko
ARB,2024-02-04T08:00:00+08:00,1.1489,coingecko
ETH,2024-02-04T08:00:00+08:00,1802.09,coingecko
ARB,2024-02-05T08:00:00+08:00,1.1298,coingecko
ETH,2024-02-05T08:00:00+08:00,1808.22,coingecko
ARB,2024-02-06T08:00:00+08:00,1.1115,coingecko
ETH,2024-02-06T08:00:00+08:00,1818.25,coingecko
ARB,2024-02-07T08:00:00+08:00,1.0940,coingecko
ETH,2024-02-07T08:00:00+08:00,1831.98,coingecko
ARB,2024-02-08T08:00:00+08:00,1.0776,coingecko
ETH,2024-02-08T08:00:00+08:00,1849.14,coingecko
ARB,2024-02-09T08:00:00+08:00,1.0624,coingecko
ETH,2024-02-09T08:00:00+08:00,1869.37,coingecko
ARB,2024-02-10T08:00:00+08:00,1.0486,coingecko
ETH,2024-02-10T08:00:00+08:00,1892.26,coingecko
ARB,2024-02-11T08:00:00+08:00,1.0363,coingecko
ETH,2024-02-11T08:00:00+08:00,1917.35,coingecko
ARB,2024-02-12T08:00:00+08:00,1.0257,coingecko
ETH,2024-02-12T08:00:00+08:00,1944.12,coingecko
ARB,2024-02-13T08:00:00+08:00,1.0168,coingecko
ETH,2024-02-13T08:00:00+08:00,1972.03,coingecko
ARB,2024-02-14T08:00:00+08:00,1.0097,coingecko
ETH,2024-02-14T08:00:00+08:00,2000.51,coingecko
ARB,2024-02-15T08:00:00+08:00,1.0045,coingecko
ETH,2024-02-15T08:00:00+08:00,2028.97,coingecko
ARB,2024-02-16T08:00:00+08:00,1.0013,coingecko
ETH,2024-02-16T08:00:00+08:00,2056.85,coingecko
ARB,2024-02-17T08:00:00+08:00,1.0000,coingecko
ETH,2024-02-17T08:00:00+08:00,2083.57,coingecko
ARB,2024-02-18T08:00:00+08:00,1.0008,coingecko
ETH,2024-02-18T08:00:00+08:00,2108.59,coingecko
ARB,2024-02-19T08:00:00+08:00,1.0035,coingecko
ETH,2024-02-19T08:00:00+08:00,2131.40,coingecko
ARB,2024-02-20T08:00:00+08:00,1.0082,coingecko
ETH,2024-02-20T08:00:00+08:00,2151.53,coingecko
ARB,2024-02-21T08:00:00+08:00,1.0148,coingecko
ETH,2024-02-21T08:00:00+08:00,2168.57,coingecko
ARB,2024-02-22T08:00:00+08:00,1.0233,coingecko
ETH,2024-02-22T08:00:00+08:00,2182.17,coingecko
ARB,2024-02-23T08:00:00+08:00,1.0335,coingecko
ETH,2024-02-23T08:00:00+08:00,2192.07,coingecko
ARB,2024-02-24T08:00:00+08:00,1.0454,coingecko
ETH,2024-02-24T08:00:00+08:00,2198.05,coingecko
ARB,2024-02-25T08:00:00+08:00,1.0589,coingecko
ETH,2024-02-25T08:00:00+08:00,2200.00,coingecko
ARB,2024-02-26T08:00:00+08:00,1.0737,coingecko
ETH,2024-02-26T08:00:00+08:00,2197.87,coingecko
ARB,2024-02-27T08:00:00+08:00,1.0899,coingecko
ETH,2024-02-27T08:00:00+08:00,2191.71,coingecko
ARB,2024-02-28T08:00:00+08:00,1.1071,coingecko
ETH,2024-02-28T08:00:00+08:00,2181.65,coingecko
ARB,2024-02-29T08:00:00+08:00,1.1252,coingecko
ETH,2024-02-29T08:00:00+08:00,2167.88,coingecko
ARB,2024-03-01T08:00:00+08:00,1.1441,coingecko
ETH,2024-03-01T08:00:00+08:00,2150.70,coingecko
ARB,2024-03-02T08:00:00+08:00,1.1636,coingecko
ETH,2024-03-02T08:00:00+08:00,2130.44,coingecko
ARB,2024-03-03T08:00:00+08:00,1.1834,coingecko
ETH,2024-03-03T08:00:00+08:00,2107.53,coingecko
ARB,2024-03-04T08:00:00+08:00,1.2034,coingecko
ETH,2024-03-04T08:00:00+08:00,2082.42,coingecko
ARB,2024-03-05T08:00:00+08:00,1.2233,coingecko
ETH,2024-03-05T08:00:00+08:00,2055.64,coingecko
ARB,2024-03-06T08:00:00+08:00,1.2430,coingecko
ETH,2024-03-06T08:00:00+08:00,2027.72,coingecko
ARB,2024-03-07T08:00:00+08:00,1.2623,coingecko
ETH,2024-03-07T08:00:00+08:00,1999.24,coingecko
ARB,2024-03-08T08:00:00+08:00,1.2810,coingecko
ETH,2024-03-08T08:00:00+08:00,1970.77,coingecko
ARB,2024-03-09T08:00:00+08:00,1.2988,coingecko
ETH,2024-03-09T08:00:00+08:00,1942.90,coingecko
ARB,2024-03-10T08:00:00+08:00,1.3157,coingecko
ETH,2024-03-10T08:00:00+08:00,1916.20,coingecko
ARB,2024-03-11T08:00:00+08:00,1.3314,coingecko
ETH,2024-03-11T08:00:00+08:00,1891.20,coingecko
ARB,2024-03-12T08:00:00+08:00,1.3458,coingecko
ETH,2024-03-12T08:00:00+08:00,1868.41,coingecko
ARB,2024-03-13T08:00:00+08:00,1.3587,coingecko
ETH,2024-03-13T08:00:00+08:00,1848.31,coingecko
ARB,2024-03-14T08:00:00+08:00,1.3701,coingecko
ETH,2024-03-14T08:00:00+08:00,1831.30,coingecko
ARB,2024-03-15T08:00:00+08:00,1.3797,coingecko
ETH,2024-03-15T08:00:00+08:00,1817.72,coingecko
ARB,2024-03-16T08:00:00+08:00,1.3876,coingecko
ETH,2024-03-16T08:00:00+08:00,1807.86,coingecko
ARB,2024-03-17T08:00:00+08:00,1.3936,coingecko
ETH,2024-03-17T08:00:00+08:00,1801.91,coingecko
ARB,2024-03-18T08:00:00+08:00,1.3976,coingecko
ETH,2024-03-18T08:00:00+08:00,1800.00,coingecko
ARB,2024-03-19T08:00:00+08:00,1.3997,coingecko
ETH,2024-03-19T08:00:00+08:00,1802.17,coingecko
ARB,2024-03-20T08:00:00+08:00,1.3998,coingecko
ETH,2024-03-20T08:00:00+08:00,1808.36,coingecko
ARB,2024-03-21T08:00:00+08:00,1.3979,coingecko
ETH,2024-03-21T08:00:00+08:00,1818.46,coingecko
ARB,2024-03-22T08:00:00+08:00,1.3940,coingecko
ETH,2024-03-22T08:00:00+08:00,1832.25,coingecko
ARB,2024-03-23T08:00:00+08:00,1.3881,coingecko
ETH,2024-03-23T08:00:00+08:00,1849.47,coingecko
ARB,2024-03-24T08:00:00+08:00,1.3804,coingecko
ETH,2024-03-24T08:00:00+08:00,1869.75,coingecko
ARB,2024-03-25T08:00:00+08:00,1.3709,coingecko
ETH,2024-03-25T08:00:00+08:00,1892.69,coingecko
ARB,2024-03-26T08:00:00+08:00,1.3597,coingecko
ETH,2024-03-26T08:00:00+08:00,1917.81,coingecko
ARB,2024-03-27T08:00:00+08:00,1.3469,coingecko
ETH,2024-03-27T08:00:00+08:00,1944.60,coingecko
ARB,2024-03-28T08:00:00+08:00,1.3326,coingecko
ETH,2024-03-28T08:00:00+08:00,1972.53,coingecko
ARB,2024-03-29T08:00:00+08:00,1.3170,coingecko
ETH,2024-03-29T08:00:00+08:00,2001.01,coingecko
ARB,2024-03-30T08:00:00+08:00,1.3002,coingecko
ETH,2024-03-30T08:00:00+08:00,2029.48,coingecko
ARB,2024-03-31T08:00:00+08:00,1.2824,coingecko
ETH,2024-03-31T08:00:00+08:00,2057.34,coingecko
ARB,2024-04-01T08:00:00+08:00,1.2638,coingecko
ETH,2024-04-01T08:00:00+08:00,2084.03,coingecko
ARB,2024-04-02T08:00:00+08:00,1.2446,coingecko
ETH,2024-04-02T08:00:00+08:00,2109.02,coingecko
ARB,2024-04-03T08:00:00+08:00,1.2249,coingecko
ETH,2024-04-03T08:00:00+08:00,2131.78,coingecko
ARB,2024-04-04T08:00:00+08:00,1.2050,coingecko
ETH,2024-04-04T08:00:00+08:00,2151.86,coingecko
ARB,2024-04-05T08:00:00+08:00,1.1850,coingecko
ETH,2024-04-05T08:00:00+08:00,2168.84,coingecko
ARB,2024-04-06T08:00:00+08:00,1.1651,coingecko
ETH,2024-04-06T08:00:00+08:00,2182.38,coingecko
ARB,2024-04-07T08:00:00+08:00,1.1456,coingecko
ETH,2024-04-07T08:00:00+08:00,2192.21,coingecko
ARB,2024-04-08T08:00:00+08:00,1.1267,coingecko
ETH,2024-04-08T08:00:00+08:00,2198.12,coingecko
ARB,2024-04-09T08:00:00+08:00,1.1085,coingecko
ETH,2024-04-09T08:00:00+08:00,2200.00,coingecko
ARB,2024-04-10T08:00:00+08:00,1.0912,coingecko
ETH,2024-04-10T08:00:00+08:00,2197.80,coingecko
ARB,2024-04-11T08:00:00+08:00,1.0750,coingecko
ETH,2024-04-11T08:00:00+08:00,2191.57,coingecko
ARB,2024-04-12T08:00:00+08:00,1.0600,coingecko
ETH,2024-04-12T08:00:00+08:00,2181.44,coingecko
ARB,2024-04-13T08:00:00+08:00,1.0465,coingecko
ETH,2024-04-13T08:00:00+08:00,2167.61,coingecko
ARB,2024-04-14T08:00:00+08:00,1.0344,coingecko
ETH,2024-04-14T08:00:00+08:00,2150.36,coingecko
ARB,2024-04-15T08:00:00+08:00,1.0241,coingecko
ETH,2024-04-15T08:00:00+08:00,2130.06,coingecko
ARB,2024-04-16T08:00:00+08:00,1.0154,coingecko
ETH,2024-04-16T08:00:00+08:00,2107.10,coingecko
ARB,2024-04-17T08:00:00+08:00,1.0087,coingecko
ETH,2024-04-17T08:00:00+08:00,2081.96,coingecko
ARB,2024-04-18T08:00:00+08:00,1.0038,coingecko
ETH,2024-04-18T08:00:00+08:00,2055.15,coingecko
ARB,2024-04-19T08:00:00+08:00,1.0009,coingecko
ETH,2024-04-19T08:00:00+08:00,2027.22,coingecko
ARB,2024-04-20T08:00:00+08:00,1.0000,coingecko
ETH,2024-04-20T08:00:00+08:00,1998.74,coingecko
ARB,2024-04-21T08:00:00+08:00,1.0011,coingecko
ETH,2024-04-21T08:00:00+08:00,1970.27,coingecko
ARB,2024-04-22T08:00:00+08:00,1.0042,coingecko
ETH,2024-04-22T08:00:00+08:00,1942.42,coingecko
ARB,2024-04-23T08:00:00+08:00,1.0092,coingecko
ETH,2024-04-23T08:00:00+08:00,1915.74,coingecko
ARB,2024-04-24T08:00:00+08:00,1.0161,coingecko
ETH,2024-04-24T08:00:00+08:00,1890.77,coingecko
ARB,2024-04-25T08:00:00+08:00,1.0249,coingecko
ETH,2024-04-25T08:00:00+08:00,1868.03,coingecko
ARB,2024-04-26T08:00:00+08:00,1.0354,coingecko
ETH,2024-04-26T08:00:00+08:00,1847.98,coingecko
ARB,2024-04-27T08:00:00+08:00,1.0476,coingecko
ETH,2024-04-27T08:00:00+08:00,1831.03,coingecko
ARB,2024-04-28T08:00:00+08:00,1.0613,coingecko
ETH,2024-04-28T08:00:00+08:00,1817.51,coingecko
ARB,2024-04-29T08:00:00+08:00,1.0764,coingecko
ETH,2024-04-29T08:00:00+08:00,1807.72,coingecko
OP,2024-02-15T08:00:00+08:00,1.3165,coingecko
OP,2024-02-16T08:00:00+08:00,1.3475,coingecko
OP,2024-02-17T08:00:00+08:00,1.3809,coingecko
OP,2024-02-18T08:00:00+08:00,1.4162,coingecko
OP,2024-02-19T08:00:00+08:00,1.4527,coingecko
OP,2024-02-20T08:00:00+08:00,1.4900,coingecko
OP,2024-02-21T08:00:00+08:00,1.5275,coingecko
OP,2024-02-22T08:00:00+08:00,1.5645,coingecko
OP,2024-02-23T08:00:00+08:00,1.6006,coingecko
OP,2024-02-24T08:00:00+08:00,1.6350,coingecko
OP,2024-02-25T08:00:00+08:00,1.6674,coingecko
OP,2024-02-26T08:00:00+08:00,1.6971,coingecko
OP,2024-02-27T08:00:00+08:00,1.7238,coingecko
OP,2024-02-28T08:00:00+08:00,1.7469,coingecko
OP,2024-02-29T08:00:00+08:00,1.7662,coingecko
OP,2024-03-01T08:00:00+08:00,1.7814,coingecko
OP,2024-03-02T08:00:00+08:00,1.7922,coingecko
OP,2024-03-03T08:00:00+08:00,1.7984,coingecko
OP,2024-03-04T08:00:00+08:00,1.7999,coingecko
OP,2024-03-05T08:00:00+08:00,1.7968,coingecko
OP,2024-03-06T08:00:00+08:00,1.7890,coingecko
OP,2024-03-07T08:00:00+08:00,1.7768,coingecko
OP,2024-03-08T08:00:00+08:00,1.7602,coingecko
OP,2024-03-09T08:00:00+08:00,1.7395,coingecko
OP,2024-03-10T08:00:00+08:00,1.7152,coingecko
OP,2024-03-11T08:00:00+08:00,1.6874,coingecko
OP,2024-03-12T08:00:00+08:00,1.6567,coingecko
OP,2024-03-13T08:00:00+08:00,1.6236,coingecko
OP,2024-03-14T08:00:00+08:00,1.5886,coingecko
OP,2024-03-15T08:00:00+08:00,1.5522,coingecko
OP,2024-03-16T08:00:00+08:00,1.5149,coingecko
OP,2024-03-17T08:00:00+08:00,1.4775,coingecko
OP,2024-03-18T08:00:00+08:00,1.4403,coingecko
OP,2024-03-19T08:00:00+08:00,1.4041,coingecko
OP,2024-03-20T08:00:00+08:00,1.3695,coingecko
OP,2024-03-21T08:00:00+08:00,1.3368,coingecko
OP,2024-03-22T08:00:00+08:00,1.3067,coingecko
OP,2024-03-23T08:00:00+08:00,1.2796,coingecko
OP,2024-03-24T08:00:00+08:00,1.2559,coingecko
OP,2024-03-25T08:00:00+08:00,1.2361,coingecko
OP,2024-03-26T08:00:00+08:00,1.2204,coingecko
OP,2024-03-27T08:00:00+08:00,1.2090,coingecko
OP,2024-03-28T08:00:00+08:00,1.2022,coingecko
OP,2024-03-29T08:00:00+08:00,1.2000,coingecko
OP,2024-03-30T08:00:00+08:00,1.2025,coingecko
OP,2024-03-31T08:00:00+08:00,1.2097,coingecko
OP,2024-04-01T08:00:00+08:00,1.2213,coingecko
OP,2024-04-02T08:00:00+08:00,1.2374,coingecko
OP,2024-04-03T08:00:00+08:00,1.2575,coingecko
OP,2024-04-04T08:00:00+08:00,1.2814,coingecko
OP,2024-04-05T08:00:00+08:00,1.3087,coingecko
OP,2024-04-06T08:00:00+08:00,1.3390,coingecko
OP,2024-04-07T08:00:00+08:00,1.3718,coingecko
OP,2024-04-08T08:00:00+08:00,1.4067,coingecko
OP,2024-04-09T08:00:00+08:00,1.4429,coingecko
OP,2024-04-10T08:00:00+08:00,1.4801,coingecko
OP,2024-04-11T08:00:00+08:00,1.5176,coingecko
OP,2024-04-12T08:00:00+08:00,1.5548,coingecko
OP,2024-04-13T08:00:00+08:00,1.5911,coingecko
OP,2024-04-14T08:00:00+08:00,1.6261,coingecko
OP,2024-04-15T08:00:00+08:00,1.6590,coingecko
OP,2024-04-16T08:00:00+08:00,1.6895,coingecko
OP,2024-04-17T08:00:00+08:00,1.7170,coingecko
OP,2024-04-18T08:00:00+08:00,1.7411,coingecko
OP,2024-04-19T08:00:00+08:00,1.7615,coingecko
OP,2024-04-20T08:00:00+08:00,1.7778,coingecko
OP,2024-04-21T08:00:00+08:00,1.7897,coingecko
OP,2024-04-22T08:00:00+08:00,1.7972,coingecko
OP,2024-04-23T08:00:00+08:00,1.8000,coingecko
OP,2024-04-24T08:00:00+08:00,1.7981,coingecko
OP,2024-04-25T08:00:00+08:00,1.7916,coingecko
OP,2024-04-26T08:00:00+08:00,1.7805,coingecko
OP,2024-04-27T08:00:00+08:00,1.7650,coingecko
OP,2024-04-28T08:00:00+08:00,1.7454,coingecko
OP,2024-04-29T08:00:00+08:00,1.7220,coingecko
