时间,速度,电流,电压,区间,车站,列车号,坡度,坡度版本,运行方向,备注,功率,能量(kWh),累计能量(kWh),制动能量(kWh),累计制动能量(kWh),牵引能量(kWh),累计牵引能量(kWh),加速度,制动阶段,制动阶段ID
2026-05-31 08:05:35,30,-80.0,1505,车站F-车站G,车站F,T02,1.2,V3,上行,,-120.4,-0.16722222222222222,11.355416666666661,0.16722222222222222,2.9332499999999997,0.0,14.288666666666664,-3.0,True,4
2026-05-31 08:05:40,15,-40.0,1502,车站F-车站G,车站F,T02,1.2,V3,上行,,-60.08,-0.08344444444444443,11.271972222222217,0.08344444444444443,3.016694444444444,0.0,14.288666666666664,-3.0,True,4
2026-05-31 08:05:45,0,0.0,1500,车站F-车站G,车站G,T02,1.2,V3,上行,,0.0,0.0,11.271972222222217,0.0,3.016694444444444,0.0,14.288666666666664,-3.0,False,0
2026-05-31 08:06:00,0,0.0,1500,车站F-车站G,车站F,T02,1.2,V1,上行,正确版本,0.0,0.0,11.271972222222217,0.0,3.016694444444444,0.0,14.288666666666664,0.0,False,0
2026-05-31 08:06:05,12,95.0,1495,车站F-车站G,车站F,T02,1.2,V1,上行,,142.025,0.19725694444444444,11.469229166666661,0.0,3.016694444444444,0.19725694444444444,14.485923611111108,2.4,False,0
2026-05-31 08:06:10,28,135.0,1490,车站F-车站G,车站F,T02,1.2,V1,上行,,201.15,0.279375,11.748604166666661,0.0,3.016694444444444,0.279375,14.765298611111108,3.2,False,0
2026-05-31 08:06:15,42,165.0,1485,车站F-车站G,车站F,T02,1.2,V1,上行,,245.025,0.3403125,12.08891666666666,0.0,3.016694444444444,0.3403125,15.105611111111108,2.8,False,0
2026-05-31 08:06:20,52,185.0,1480,车站F-车站G,车站F,T02,1.2,V1,上行,,273.8,0.38027777777777777,12.469194444444438,0.0,3.016694444444444,0.38027777777777777,15.485888888888885,2.0,False,0
2026-05-31 08:06:25,57,145.0,1485,车站F-车站G,车站F,T02,1.2,V1,上行,,215.325,0.2990625,12.768256944444438,0.0,3.016694444444444,0.2990625,15.784951388888885,1.0,False,0
2026-05-31 08:06:30,47,-105.0,1508,车站F-车站G,车站F,T02,1.2,V1,上行,,-158.34,-0.21991666666666668,12.548340277777772,0.21991666666666668,3.236611111111111,0.0,15.784951388888885,-2.0,True,5
2026-05-31 08:06:35,32,-85.0,1505,车站F-车站G,车站F,T02,1.2,V1,上行,,-127.925,-0.1776736111111111,12.370666666666661,0.1776736111111111,3.414284722222222,0.0,15.784951388888885,-3.0,True,5
2026-05-31 08:06:40,17,-45.0,1502,车站F-车站G,车站F,T02,1.2,V1,上行,,-67.59,-0.09387500000000001,12.27679166666666,0.09387500000000001,3.508159722222222,0.0,15.784951388888885,-3.0,True,5
2026-05-31 08:06:45,2,-10.0,1501,车站F-车站G,车站G,T02,1.2,V1,上行,,-15.01,-0.020847222222222222,12.255944444444438,0.020847222222222222,3.5290069444444443,0.0,15.784951388888885,-3.0,False,0
2026-05-31 08:06:50,0,0.0,1500,车站F-车站G,车站G,T02,1.2,V1,上行,,0.0,0.0,12.255944444444438,0.0,3.5290069444444443,0.0,15.784951388888885,-0.4,False,0
2026-05-31 08:07:00,0,0.0,1500,车站G-车站H,车站G,T02,0.0,V1,上行,重复1,0.0,0.0,12.255944444444438,0.0,3.5290069444444443,0.0,15.784951388888885,0.0,False,0
2026-05-31 08:07:05,20,100.0,1490,车站G-车站H,车站G,T02,0.0,V1,上行,,149.0,0.20694444444444443,12.462888888888882,0.0,3.5290069444444443,0.20694444444444443,15.991895833333329,4.0,False,0
2026-05-31 08:07:10,40,150.0,1485,车站G-车站H,车站G,T02,0.0,V1,上行,,222.75,0.309375,12.772263888888881,0.0,3.5290069444444443,0.309375,16.30127083333333,4.0,False,0
2026-05-31 08:07:15,55,170.0,1480,车站G-车站H,车站G,T02,0.0,V1,上行,,251.6,0.34944444444444445,13.121708333333325,0.0,3.5290069444444443,0.34944444444444445,16.650715277777774,3.0,False,0
2026-05-31 08:07:20,45,-120.0,1510,车站G-车站H,车站G,T02,0.0,V1,上行,,-181.2,-0.25166666666666665,12.870041666666658,0.25166666666666665,3.7806736111111108,0.0,16.650715277777774,-2.0,True,6
2026-05-31 08:07:25,25,-80.0,1505,车站G-车站H,车站G,T02,0.0,V1,上行,,-120.4,-0.16722222222222222,12.702819444444437,0.16722222222222222,3.947895833333333,0.0,16.650715277777774,-4.0,True,6
2026-05-31 08:07:30,5,-20.0,1502,车站G-车站H,车站H,T02,0.0,V1,上行,,-30.04,-0.041722222222222216,12.661097222222214,0.041722222222222216,3.989618055555555,0.0,16.650715277777774,-4.0,False,0
2026-05-31 08:07:35,0,0.0,1500,车站G-车站H,车站H,T02,0.0,V1,上行,,0.0,0.0,12.661097222222214,0.0,3.989618055555555,0.0,16.650715277777774,-1.0,False,0
2026-05-31 08:07:40,0,0.0,1500,车站G-车站H,车站G,T02,0.0,V1,上行,重复2,0.0,0.0,12.661097222222214,0.0,3.989618055555555,0.0,16.650715277777774,0.0,False,0
2026-05-31 08:07:45,18,95.0,1492,车站G-车站H,车站G,T02,0.0,V1,上行,,141.74,0.19686111111111113,12.857958333333325,0.0,3.989618055555555,0.19686111111111113,16.847576388888886,3.6,False,0
2026-05-31 08:07:50,38,145.0,1487,车站G-车站H,车站G,T02,0.0,V1,上行,,215.615,0.2994652777777778,13.157423611111103,0.0,3.989618055555555,0.2994652777777778,17.147041666666663,4.0,False,0
2026-05-31 08:07:55,53,165.0,1482,车站G-车站H,车站G,T02,0.0,V1,上行,,244.53,0.339625,13.497048611111103,0.0,3.989618055555555,0.339625,17.486666666666665,3.0,False,0
2026-05-31 08:08:00,43,-115.0,1512,车站G-车站H,车站G,T02,0.0,V1,上行,,-173.88,-0.2415,13.255548611111102,0.2415,4.231118055555555,0.0,17.486666666666665,-2.0,True,7
2026-05-31 08:08:05,23,-75.0,1507,车站G-车站H,车站G,T02,0.0,V1,上行,,-113.025,-0.15697916666666667,13.098569444444436,0.15697916666666667,4.388097222222222,0.0,17.486666666666665,-4.0,True,7
2026-05-31 08:08:10,3,-15.0,1501,车站G-车站H,车站H,T02,0.0,V1,上行,,-22.515,-0.03127083333333333,13.067298611111102,0.03127083333333333,4.419368055555555,0.0,17.486666666666665,-4.0,False,0
2026-05-31 08:08:15,0,0.0,1500,车站G-车站H,车站H,T02,0.0,V1,上行,,0.0,0.0,13.067298611111102,0.0,4.419368055555555,0.0,17.486666666666665,-0.6,False,0
