battery_id,sample_id,idx_in_group,timestamp,temp_c,voltage_mv_raw,current_ma_raw,resistance_mohm_raw,conv_voltage,conv_current,conv_resistance_raw,tc_formula,tc_compensated_mohm,conv_resistance_compensated,zscore,iqr_bounds,stat_outlier,mat_outlier_force,mat_flag_external,mat_rule_type,is_outlier_final,outlier_source,outlier_reason,remark_id,material_link
BT-2026-001,BAT-S011,11,2026-06-12 09:20:00,25.1,4160.0,150.1,22.7,4160.0000 mV x 0.001 = 4.160000 V,150.1000 mA x 0.001 = 0.150100 A,22.7000 mOhm x 0.001 = 0.022700 Ohm,R_comp = 22.700 / [1 + 0.0092 x (+0.10)] = 22.700 / 1.00092 = 22.6791 mOhm,22.6791,22.6791 mOhm x 0.001 = 0.022679 Ohm,-0.6448,"[20.495, 26.105] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-001,BAT-S012,12,2026-06-12 09:25:00,25.4,4158.0,150.4,22.9,4158.0000 mV x 0.001 = 4.158000 V,150.4000 mA x 0.001 = 0.150400 A,22.9000 mOhm x 0.001 = 0.022900 Ohm,R_comp = 22.900 / [1 + 0.0092 x (+0.40)] = 22.900 / 1.00368 = 22.8160 mOhm,22.816,22.8160 mOhm x 0.001 = 0.022816 Ohm,-0.4357,"[20.495, 26.105] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-001,BAT-S013,13,2026-06-12 09:30:00,25.5,4155.0,149.8,23.1,4155.0000 mV x 0.001 = 4.155000 V,149.8000 mA x 0.001 = 0.149800 A,23.1000 mOhm x 0.001 = 0.023100 Ohm,R_comp = 23.100 / [1 + 0.0092 x (+0.50)] = 23.100 / 1.00460 = 22.9942 mOhm,22.9942,22.9942 mOhm x 0.001 = 0.022994 Ohm,-0.2265,"[20.495, 26.105] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-001,BAT-S014,14,2026-06-12 09:35:00,25.3,4152.0,150.0,23.0,4152.0000 mV x 0.001 = 4.152000 V,150.0000 mA x 0.001 = 0.150000 A,23.0000 mOhm x 0.001 = 0.023000 Ohm,R_comp = 23.000 / [1 + 0.0092 x (+0.30)] = 23.000 / 1.00276 = 22.9367 mOhm,22.9367,22.9367 mOhm x 0.001 = 0.022937 Ohm,-0.3311,"[20.495, 26.105] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-001,BAT-S015,15,2026-06-12 09:40:00,25.6,4150.0,150.3,23.2,4150.0000 mV x 0.001 = 4.150000 V,150.3000 mA x 0.001 = 0.150300 A,23.2000 mOhm x 0.001 = 0.023200 Ohm,R_comp = 23.200 / [1 + 0.0092 x (+0.60)] = 23.200 / 1.00552 = 23.0726 mOhm,23.0726,23.0726 mOhm x 0.001 = 0.023073 Ohm,-0.122,"[20.495, 26.105] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-001,BAT-S016,16,2026-06-12 09:45:00,25.7,4148.0,149.7,23.4,4148.0000 mV x 0.001 = 4.148000 V,149.7000 mA x 0.001 = 0.149700 A,23.4000 mOhm x 0.001 = 0.023400 Ohm,R_comp = 23.400 / [1 + 0.0092 x (+0.70)] = 23.400 / 1.00644 = 23.2503 mOhm,23.2503,23.2503 mOhm x 0.001 = 0.023250 Ohm,0.0871,"[20.495, 26.105] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-001,BAT-S017,17,2026-06-12 09:50:00,25.8,4145.0,150.2,23.5,4145.0000 mV x 0.001 = 4.145000 V,150.2000 mA x 0.001 = 0.150200 A,23.5000 mOhm x 0.001 = 0.023500 Ohm,R_comp = 23.500 / [1 + 0.0092 x (+0.80)] = 23.500 / 1.00736 = 23.3283 mOhm,23.3283,23.3283 mOhm x 0.001 = 0.023328 Ohm,0.1917,"[20.495, 26.105] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-001,BAT-S018,18,2026-06-12 09:55:00,25.6,4142.0,149.9,23.3,4142.0000 mV x 0.001 = 4.142000 V,149.9000 mA x 0.001 = 0.149900 A,23.3000 mOhm x 0.001 = 0.023300 Ohm,R_comp = 23.300 / [1 + 0.0092 x (+0.60)] = 23.300 / 1.00552 = 23.1721 mOhm,23.1721,23.1721 mOhm x 0.001 = 0.023172 Ohm,-0.0174,"[20.495, 26.105] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-001,BAT-S019,19,2026-06-12 10:00:00,25.9,4140.0,150.1,23.6,4140.0000 mV x 0.001 = 4.140000 V,150.1000 mA x 0.001 = 0.150100 A,23.6000 mOhm x 0.001 = 0.023600 Ohm,R_comp = 23.600 / [1 + 0.0092 x (+0.90)] = 23.600 / 1.00828 = 23.4062 mOhm,23.4062,23.4062 mOhm x 0.001 = 0.023406 Ohm,0.2962,"[20.495, 26.105] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-001,BAT-S020,20,2026-06-12 10:05:00,26.0,4138.0,150.4,23.7,4138.0000 mV x 0.001 = 4.138000 V,150.4000 mA x 0.001 = 0.150400 A,23.7000 mOhm x 0.001 = 0.023700 Ohm,R_comp = 23.700 / [1 + 0.0092 x (+1.00)] = 23.700 / 1.00920 = 23.4839 mOhm,23.4839,23.4839 mOhm x 0.001 = 0.023484 Ohm,0.4008,"[20.495, 26.105] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-001,BAT-S021,21,2026-06-12 10:10:00,26.1,4135.0,149.8,23.9,4135.0000 mV x 0.001 = 4.135000 V,149.8000 mA x 0.001 = 0.149800 A,23.9000 mOhm x 0.001 = 0.023900 Ohm,R_comp = 23.900 / [1 + 0.0092 x (+1.10)] = 23.900 / 1.01012 = 23.6606 mOhm,23.6606,23.6606 mOhm x 0.001 = 0.023661 Ohm,0.6099,"[20.495, 26.105] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-001,BAT-S022,22,2026-06-12 10:15:00,26.2,4132.0,150.0,24.1,4132.0000 mV x 0.001 = 4.132000 V,150.0000 mA x 0.001 = 0.150000 A,24.1000 mOhm x 0.001 = 0.024100 Ohm,R_comp = 24.100 / [1 + 0.0092 x (+1.20)] = 24.100 / 1.01104 = 23.8368 mOhm,23.8368,23.8368 mOhm x 0.001 = 0.023837 Ohm,0.819,"[20.495, 26.105] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-001,BAT-S023,23,2026-06-12 10:20:00,26.3,4130.0,150.3,24.3,4130.0000 mV x 0.001 = 4.130000 V,150.3000 mA x 0.001 = 0.150300 A,24.3000 mOhm x 0.001 = 0.024300 Ohm,R_comp = 24.300 / [1 + 0.0092 x (+1.30)] = 24.300 / 1.01196 = 24.0128 mOhm,24.0128,24.0128 mOhm x 0.001 = 0.024013 Ohm,1.0281,"[20.495, 26.105] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-001,BAT-S024,24,2026-06-12 10:25:00,26.1,4128.0,149.7,24.0,4128.0000 mV x 0.001 = 4.128000 V,149.7000 mA x 0.001 = 0.149700 A,24.0000 mOhm x 0.001 = 0.024000 Ohm,R_comp = 24.000 / [1 + 0.0092 x (+1.10)] = 24.000 / 1.01012 = 23.7596 mOhm,23.7596,23.7596 mOhm x 0.001 = 0.023760 Ohm,0.7145,"[20.495, 26.105] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-001,BAT-S025,25,2026-06-12 10:30:00,26.4,4125.0,150.2,24.5,4125.0000 mV x 0.001 = 4.125000 V,150.2000 mA x 0.001 = 0.150200 A,24.5000 mOhm x 0.001 = 0.024500 Ohm,R_comp = 24.500 / [1 + 0.0092 x (+1.40)] = 24.500 / 1.01288 = 24.1885 mOhm,24.1885,24.1885 mOhm x 0.001 = 0.024188 Ohm,1.2373,"[20.495, 26.105] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-001,BAT-S026,26,2026-06-12 10:35:00,26.2,4122.0,149.9,24.2,4122.0000 mV x 0.001 = 4.122000 V,149.9000 mA x 0.001 = 0.149900 A,24.2000 mOhm x 0.001 = 0.024200 Ohm,R_comp = 24.200 / [1 + 0.0092 x (+1.20)] = 24.200 / 1.01104 = 23.9357 mOhm,23.9357,23.9357 mOhm x 0.001 = 0.023936 Ohm,0.9236,"[20.495, 26.105] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-001,BAT-S027,27,2026-06-12 10:40:00,26.5,4120.0,150.1,24.7,4120.0000 mV x 0.001 = 4.120000 V,150.1000 mA x 0.001 = 0.150100 A,24.7000 mOhm x 0.001 = 0.024700 Ohm,R_comp = 24.700 / [1 + 0.0092 x (+1.50)] = 24.700 / 1.01380 = 24.3638 mOhm,24.3638,24.3638 mOhm x 0.001 = 0.024364 Ohm,1.4464,"[20.495, 26.105] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-001,BAT-S028,28,2026-06-12 10:45:00,26.6,4118.0,150.4,24.9,4118.0000 mV x 0.001 = 4.118000 V,150.4000 mA x 0.001 = 0.150400 A,24.9000 mOhm x 0.001 = 0.024900 Ohm,R_comp = 24.900 / [1 + 0.0092 x (+1.60)] = 24.900 / 1.01472 = 24.5388 mOhm,24.5388,24.5388 mOhm x 0.001 = 0.024539 Ohm,1.6555,"[20.495, 26.105] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-001,BAT-S029,29,2026-06-12 10:50:00,26.7,4115.0,149.8,25.1,4115.0000 mV x 0.001 = 4.115000 V,149.8000 mA x 0.001 = 0.149800 A,25.1000 mOhm x 0.001 = 0.025100 Ohm,R_comp = 25.100 / [1 + 0.0092 x (+1.70)] = 25.100 / 1.01564 = 24.7135 mOhm,24.7135,24.7135 mOhm x 0.001 = 0.024713 Ohm,1.8646,"[20.495, 26.105] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-001,BAT-S030,30,2026-06-12 10:55:00,26.5,4112.0,150.0,24.8,4112.0000 mV x 0.001 = 4.112000 V,150.0000 mA x 0.001 = 0.150000 A,24.8000 mOhm x 0.001 = 0.024800 Ohm,R_comp = 24.800 / [1 + 0.0092 x (+1.50)] = 24.800 / 1.01380 = 24.4624 mOhm,24.4624,24.4624 mOhm x 0.001 = 0.024462 Ohm,1.5509,"[20.495, 26.105] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-002,BAT-S031,1,2026-06-12 11:00:00,26.8,3985.0,148.5,28.5,3985.0000 mV x 0.001 = 3.985000 V,148.5000 mA x 0.001 = 0.148500 A,28.5000 mOhm x 0.001 = 0.028500 Ohm,R_comp = 28.500 / [1 + 0.0092 x (+1.80)] = 28.500 / 1.01656 = 28.0357 mOhm,28.0357,28.0357 mOhm x 0.001 = 0.028036 Ohm,-1.4982,"[27.360, 31.865] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-002,BAT-S032,2,2026-06-12 11:05:00,26.9,3982.0,148.8,28.7,3982.0000 mV x 0.001 = 3.982000 V,148.8000 mA x 0.001 = 0.148800 A,28.7000 mOhm x 0.001 = 0.028700 Ohm,R_comp = 28.700 / [1 + 0.0092 x (+1.90)] = 28.700 / 1.01748 = 28.2069 mOhm,28.2069,28.2069 mOhm x 0.001 = 0.028207 Ohm,-1.2283,"[27.360, 31.865] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-002,BAT-S033,3,2026-06-12 11:10:00,26.7,3980.0,148.2,28.3,3980.0000 mV x 0.001 = 3.980000 V,148.2000 mA x 0.001 = 0.148200 A,28.3000 mOhm x 0.001 = 0.028300 Ohm,R_comp = 28.300 / [1 + 0.0092 x (+1.70)] = 28.300 / 1.01564 = 27.8642 mOhm,27.8642,27.8642 mOhm x 0.001 = 0.027864 Ohm,-1.7682,"[27.360, 31.865] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-002,BAT-S034,4,2026-06-12 11:15:00,27.0,3978.0,148.6,28.9,3978.0000 mV x 0.001 = 3.978000 V,148.6000 mA x 0.001 = 0.148600 A,28.9000 mOhm x 0.001 = 0.028900 Ohm,R_comp = 28.900 / [1 + 0.0092 x (+2.00)] = 28.900 / 1.01840 = 28.3778 mOhm,28.3778,28.3778 mOhm x 0.001 = 0.028378 Ohm,-0.9583,"[27.360, 31.865] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-002,BAT-S035,5,2026-06-12 11:20:00,27.1,3975.0,148.4,29.1,3975.0000 mV x 0.001 = 3.975000 V,148.4000 mA x 0.001 = 0.148400 A,29.1000 mOhm x 0.001 = 0.029100 Ohm,R_comp = 29.100 / [1 + 0.0092 x (+2.10)] = 29.100 / 1.01932 = 28.5484 mOhm,28.5484,28.5484 mOhm x 0.001 = 0.028548 Ohm,-0.6884,"[27.360, 31.865] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-002,BAT-S036,6,2026-06-12 11:25:00,27.2,3972.0,148.9,29.3,3972.0000 mV x 0.001 = 3.972000 V,148.9000 mA x 0.001 = 0.148900 A,29.3000 mOhm x 0.001 = 0.029300 Ohm,R_comp = 29.300 / [1 + 0.0092 x (+2.20)] = 29.300 / 1.02024 = 28.7187 mOhm,28.7187,28.7187 mOhm x 0.001 = 0.028719 Ohm,-0.4184,"[27.360, 31.865] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-002,BAT-S037,7,2026-06-12 11:30:00,27.0,3970.0,148.1,28.8,3970.0000 mV x 0.001 = 3.970000 V,148.1000 mA x 0.001 = 0.148100 A,28.8000 mOhm x 0.001 = 0.028800 Ohm,R_comp = 28.800 / [1 + 0.0092 x (+2.00)] = 28.800 / 1.01840 = 28.2797 mOhm,28.2797,28.2797 mOhm x 0.001 = 0.028280 Ohm,-1.0933,"[27.360, 31.865] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-002,BAT-S038,8,2026-06-12 11:35:00,27.3,3968.0,148.7,29.5,3968.0000 mV x 0.001 = 3.968000 V,148.7000 mA x 0.001 = 0.148700 A,29.5000 mOhm x 0.001 = 0.029500 Ohm,R_comp = 29.500 / [1 + 0.0092 x (+2.30)] = 29.500 / 1.02116 = 28.8887 mOhm,28.8887,28.8887 mOhm x 0.001 = 0.028889 Ohm,-0.1485,"[27.360, 31.865] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-002,BAT-S039,9,2026-06-12 11:40:00,27.1,3965.0,148.3,29.2,3965.0000 mV x 0.001 = 3.965000 V,148.3000 mA x 0.001 = 0.148300 A,29.2000 mOhm x 0.001 = 0.029200 Ohm,R_comp = 29.200 / [1 + 0.0092 x (+2.10)] = 29.200 / 1.01932 = 28.6465 mOhm,28.6465,28.6465 mOhm x 0.001 = 0.028647 Ohm,-0.5534,"[27.360, 31.865] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-002,BAT-S040,10,2026-06-12 11:45:00,27.4,3962.0,148.5,29.7,3962.0000 mV x 0.001 = 3.962000 V,148.5000 mA x 0.001 = 0.148500 A,29.7000 mOhm x 0.001 = 0.029700 Ohm,R_comp = 29.700 / [1 + 0.0092 x (+2.40)] = 29.700 / 1.02208 = 29.0584 mOhm,29.0584,29.0584 mOhm x 0.001 = 0.029058 Ohm,0.1215,"[27.360, 31.865] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-002,BAT-S041,11,2026-06-12 11:50:00,27.2,3960.0,148.8,29.4,3960.0000 mV x 0.001 = 3.960000 V,148.8000 mA x 0.001 = 0.148800 A,29.4000 mOhm x 0.001 = 0.029400 Ohm,R_comp = 29.400 / [1 + 0.0092 x (+2.20)] = 29.400 / 1.02024 = 28.8167 mOhm,28.8167,28.8167 mOhm x 0.001 = 0.028817 Ohm,-0.2834,"[27.360, 31.865] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-002,BAT-S042,12,2026-06-12 11:55:00,27.5,3958.0,148.2,29.9,3958.0000 mV x 0.001 = 3.958000 V,148.2000 mA x 0.001 = 0.148200 A,29.9000 mOhm x 0.001 = 0.029900 Ohm,R_comp = 29.900 / [1 + 0.0092 x (+2.50)] = 29.900 / 1.02300 = 29.2278 mOhm,29.2278,29.2278 mOhm x 0.001 = 0.029228 Ohm,0.3914,"[27.360, 31.865] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-002,BAT-S043,13,2026-06-12 12:00:00,27.6,3955.0,148.6,30.1,3955.0000 mV x 0.001 = 3.955000 V,148.6000 mA x 0.001 = 0.148600 A,30.1000 mOhm x 0.001 = 0.030100 Ohm,R_comp = 30.100 / [1 + 0.0092 x (+2.60)] = 30.100 / 1.02392 = 29.3968 mOhm,29.3968,29.3968 mOhm x 0.001 = 0.029397 Ohm,0.6614,"[27.360, 31.865] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-002,BAT-S044,14,2026-06-12 12:05:00,27.5,3952.0,148.4,30.3,3952.0000 mV x 0.001 = 3.952000 V,148.4000 mA x 0.001 = 0.148400 A,30.3000 mOhm x 0.001 = 0.030300 Ohm,R_comp = 30.300 / [1 + 0.0092 x (+2.50)] = 30.300 / 1.02300 = 29.6188 mOhm,29.6188,29.6188 mOhm x 0.001 = 0.029619 Ohm,0.9313,"[27.360, 31.865] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-002,BAT-S045,15,2026-06-12 12:10:00,27.3,3950.0,148.9,29.8,3950.0000 mV x 0.001 = 3.950000 V,148.9000 mA x 0.001 = 0.148900 A,29.8000 mOhm x 0.001 = 0.029800 Ohm,R_comp = 29.800 / [1 + 0.0092 x (+2.30)] = 29.800 / 1.02116 = 29.1825 mOhm,29.1825,29.1825 mOhm x 0.001 = 0.029182 Ohm,0.2565,"[27.360, 31.865] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-002,BAT-S046,16,2026-06-12 12:15:00,27.7,3948.0,148.1,30.5,3948.0000 mV x 0.001 = 3.948000 V,148.1000 mA x 0.001 = 0.148100 A,30.5000 mOhm x 0.001 = 0.030500 Ohm,R_comp = 30.500 / [1 + 0.0092 x (+2.70)] = 30.500 / 1.02484 = 29.7607 mOhm,29.7607,29.7607 mOhm x 0.001 = 0.029761 Ohm,1.2013,"[27.360, 31.865] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-002,BAT-S047,17,2026-06-12 12:20:00,27.5,3945.0,148.7,30.2,3945.0000 mV x 0.001 = 3.945000 V,148.7000 mA x 0.001 = 0.148700 A,30.2000 mOhm x 0.001 = 0.030200 Ohm,R_comp = 30.200 / [1 + 0.0092 x (+2.50)] = 30.200 / 1.02300 = 29.5210 mOhm,29.521,29.5210 mOhm x 0.001 = 0.029521 Ohm,0.7964,"[27.360, 31.865] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-002,BAT-S048,18,2026-06-12 12:25:00,27.8,3942.0,148.3,30.7,3942.0000 mV x 0.001 = 3.942000 V,148.3000 mA x 0.001 = 0.148300 A,30.7000 mOhm x 0.001 = 0.030700 Ohm,R_comp = 30.700 / [1 + 0.0092 x (+2.80)] = 30.700 / 1.02576 = 29.9290 mOhm,29.929,29.9290 mOhm x 0.001 = 0.029929 Ohm,1.4712,"[27.360, 31.865] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-002,BAT-S049,19,2026-06-12 12:30:00,27.6,3940.0,148.5,30.4,3940.0000 mV x 0.001 = 3.940000 V,148.5000 mA x 0.001 = 0.148500 A,30.4000 mOhm x 0.001 = 0.030400 Ohm,R_comp = 30.400 / [1 + 0.0092 x (+2.60)] = 30.400 / 1.02392 = 29.6898 mOhm,29.6898,29.6898 mOhm x 0.001 = 0.029690 Ohm,1.0663,"[27.360, 31.865] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-002,BAT-S050,20,2026-06-12 12:35:00,27.9,3938.0,148.8,30.9,3938.0000 mV x 0.001 = 3.938000 V,148.8000 mA x 0.001 = 0.148800 A,30.9000 mOhm x 0.001 = 0.030900 Ohm,R_comp = 30.900 / [1 + 0.0092 x (+2.90)] = 30.900 / 1.02668 = 30.0970 mOhm,30.097,30.0970 mOhm x 0.001 = 0.030097 Ohm,1.7412,"[27.360, 31.865] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-003,BAT-S051,1,2026-06-12 13:30:00,25.2,4205.0,151.0,18.2,4205.0000 mV x 0.001 = 4.205000 V,151.0000 mA x 0.001 = 0.151000 A,18.2000 mOhm x 0.001 = 0.018200 Ohm,R_comp = 18.200 / [1 + 0.0092 x (+0.20)] = 18.200 / 1.00184 = 18.1666 mOhm,18.1666,18.1666 mOhm x 0.001 = 0.018167 Ohm,-1.5532,"[16.915, 22.185] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-003,BAT-S052,2,2026-06-12 13:35:00,25.3,4203.0,151.2,18.4,4203.0000 mV x 0.001 = 4.203000 V,151.2000 mA x 0.001 = 0.151200 A,18.4000 mOhm x 0.001 = 0.018400 Ohm,R_comp = 18.400 / [1 + 0.0092 x (+0.30)] = 18.400 / 1.00276 = 18.3494 mOhm,18.3494,18.3494 mOhm x 0.001 = 0.018349 Ohm,-1.3237,"[16.915, 22.185] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-003,BAT-S053,3,2026-06-12 13:40:00,25.1,4200.0,150.8,18.1,4200.0000 mV x 0.001 = 4.200000 V,150.8000 mA x 0.001 = 0.150800 A,18.1000 mOhm x 0.001 = 0.018100 Ohm,R_comp = 18.100 / [1 + 0.0092 x (+0.10)] = 18.100 / 1.00092 = 18.0834 mOhm,18.0834,18.0834 mOhm x 0.001 = 0.018083 Ohm,-1.668,"[16.915, 22.185] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
BT-2026-003,BAT-S054,4,2026-06-12 13:45:00,25.4,4198.0,151.5,18.6,4198.0000 mV x 0.001 = 4.198000 V,151.5000 mA x 0.001 = 0.151500 A,18.6000 mOhm x 0.001 = 0.018600 Ohm,R_comp = 18.600 / [1 + 0.0092 x (+0.40)] = 18.600 / 1.00368 = 18.5318 mOhm,18.5318,18.5318 mOhm x 0.001 = 0.018532 Ohm,-1.0942,"[16.915, 22.185] mOhm",False,False,False,NONE,False,NONE,,,无关联材料
