,股票A,股票B,债券C,商品D
2022-02-17,-0.020654218579118006,-0.021983405595554575,0.010387477348558494,0.006707012664572153
2022-02-18,0.01695089824206378,0.004305753988038882,0.00020396853837703947,-0.023893973155265275
2022-02-21,-0.023916872999420444,0.013644461934351555,-0.0035400147061456725,-0.023728772872376076
2022-02-22,0.004677271900095108,0.0015342598391313628,-0.0008144822055242008,0.008794697038747136
2022-02-23,-0.038693402477595513,0.01628220562598027,0.006974382095740924,-0.0010163087892612788
2022-02-24,-0.02606372097796861,-0.007459326751505582,-0.003129820895622677,0.001019924885289663
2022-02-25,0.004437224717382471,0.0214402116027837,-0.003895960033251268,-0.018762383367501738
2022-02-28,0.015269331599908209,0.034783471854288754,-0.002313717610910162,-0.005560017855144184
2022-03-01,0.00392736562379941,-0.0051425784065948854,-0.004666643041293561,-0.02290582860670761
2022-03-02,-0.0018129656477648107,-0.006382537821011577,0.0007133515799739777,0.02245496027811967
2022-03-03,-0.005522073911785776,0.022100767156765514,0.008223392292347802,0.026081233368093815
2022-03-04,-0.02907043980734855,0.023993582185960687,0.0017153963655801455,-0.04595469655595235
2022-03-07,-0.013896884167894172,-0.007542900407299024,-0.001161767510631438,-0.023037771504810255
2022-03-08,-0.00871277541919575,-0.006002802256437859,-0.0013590563445777205,-0.03721323137725198
2022-03-09,0.021642444524378315,-0.003926769132907608,-0.007715954043483284,-0.016050598360172457
2022-03-10,0.007372365791369228,-0.019866757665514153,0.004515548885735795,-0.0018859492447590217
2022-03-11,-0.03476080310725468,-0.013479779197262972,-0.0002891859850640102,-0.036041130492463255
2022-03-14,0.0069816793878959005,-0.014762111501281018,-0.0008023995679531282,-0.02284649532813283
2022-03-15,-0.08720164560832633,-0.09121696347656193,-0.0639344621607757,-0.10489893430203746
2022-03-16,-0.013038440006119175,-0.00022027331080171775,0.0015937645418284312,0.005381683234973599
2022-03-17,0.012733525776817358,0.003813220988047811,-0.003658955250475922,0.0019336084259062609
2022-03-18,0.02111999044991902,0.023557507392211154,-0.0020317879810277167,-0.017843438833431334
2022-03-21,0.019125602382323973,-0.014675310611081864,0.005842228545983774,0.004620521803484949
2022-03-22,-0.01628435046445277,0.015064835977148756,0.0006663520526888223,-0.013467002114681634
2022-03-23,-0.005684247517024291,-0.002909832663382634,-0.007091389891586833,-0.006591377758151332
2022-03-24,0.00712526862807128,-0.0004419556447864943,0.004696144672876018,0.04203630225746343
2022-03-25,0.020010902542447185,0.010422292382499056,-0.00324072042769497,0.033711526294758695
2022-03-28,-0.0090834847569058,-0.016540830323434477,0.009466488881087727,-0.032289530923189945
2022-03-29,-0.0032131795332763424,0.006036146192760759,0.005500240328573243,0.020943310446979363
2022-03-30,-0.021626699480120564,0.0027967831231958413,-0.002136609478293756,0.020484913862289802
2022-03-31,-0.023424132481613416,0.007686768960122236,0.006505081808675565,-0.02850658221881546
2022-04-01,0.016750516447883963,0.0046375296586172714,0.00043927755263701646,0.020669441093871515
2022-04-04,0.02762480057141646,0.03712950209866341,0.004363868375611098,0.03864829796031382
2022-04-05,-0.0009402024316066771,-0.009266099763769738,0.0025236640864723736,-0.02786362015611035
2022-04-06,0.020570657957840483,-0.007664954325027265,-0.004131783274954367,-0.022737570525356594
2022-04-07,0.007732720500952682,-0.009047107896371465,-0.0031177491615873103,0.02564153667108756
2022-04-08,-0.012402395092102485,-0.00803215678740382,0.005249804087905806,0.0069873827706412
2022-04-11,0.007727912110168279,-0.009260806909597765,-0.0015738766605327044,0.013986906880988083
2022-04-12,0.031260731329319384,0.01813524796661328,-0.0019182423162099835,0.00871473041001242
2022-04-13,-0.0002165207821990308,0.021607563719847823,-0.0046756128967467645,0.009967398023203605
2022-04-14,0.031792873116280124,-0.008261194406242144,0.002217995327967305,-0.03296180320777708
2022-04-15,-0.05189490208179489,-0.01218533359656343,0.010412624596215725,0.02638294266553621
2022-04-18,0.01693805008750448,0.007371233345796061,-0.005237664571271364,0.02943974981069434
2022-04-19,0.002240941364763424,-0.007983345664214568,0.00022109728336379035,-0.005534768601700694
2022-04-20,-0.005480147009317348,0.009793977266332661,0.0071611027770771465,-0.0008869237453465608
2022-04-21,0.002335215530710046,0.0033438453127694954,-0.0002982069562285758,-0.038077687563893056
2022-04-22,-0.03925137829201786,-0.02243616172495848,0.0023618589812486692,0.013056368900445873
2022-04-25,-0.003893437756750239,0.023512578019950926,-0.005211967640734398,0.014501436042853604
2022-04-26,0.0076422514302349285,0.027238165096432825,0.002241535486038243,-0.001354775424982775
2022-04-27,0.030057880894830323,-0.008891830357265793,-0.0008357213250227438,0.028308833996762567
2022-04-28,-0.009865404365472948,-0.005515523399039762,0.005028649978399315,-0.008151930774498512
2022-04-29,-0.015669872057863753,0.004587980860873574,0.0060369302578237565,0.014315148147340008
2022-05-02,-0.009535140871690731,0.0053168518498053745,0.013047818210093069,-0.02529160846730289
2022-05-03,0.018808042354041484,0.010178164090092456,0.002998165866067878,-0.000388803771855953
2022-05-04,0.007075022193193689,0.030453068081495244,0.0017289815829108323,-0.004158856447570897
2022-05-05,-0.010095204075340775,-0.002354208412410741,0.0010719215078866802,0.0058326980510235394
2022-05-06,0.010765348662267122,-0.011674458668076806,-0.0016658314640534417,-0.009038173220833964
2022-05-09,0.002441550986960808,-0.020389788420217905,0.0017924192173084557,-0.003086814891791695
2022-05-10,0.019872899810657787,-0.010663950599128785,-0.001377007050695147,0.020851179286037656
2022-05-11,-0.013541061877547047,-0.00019690459310695642,0.0009423048813480715,-0.010719105930955436
2022-05-12,-0.006053242931955364,0.027218367952766817,0.006687987678039799,-0.03996442751846699
2022-05-13,-0.007342163062643152,-0.007464169485542571,-0.004932712826398206,0.043939597605135515
2022-05-16,-0.028770298962642372,0.0036568192745834774,0.005799392805645227,0.034736351967262165
2022-05-17,0.006422405541291521,5.3656558908718856e-05,0.006685575336699326,-0.03210656737764047
2022-05-18,0.005721105443597786,0.01812589910172126,-0.0004903426349553937,0.017442695131129858
2022-05-19,0.0006022691328492178,0.03820398638810432,-0.010509274495042974,-0.012374369263783578
2022-05-20,-0.004191742667502938,-0.00766303159380481,-0.0029391099354721625,0.006787180383276489
2022-05-23,-0.027807414841008286,-0.007041591637773332,0.006584972732805547,0.007555603225337343
2022-05-24,-0.00791290645530718,0.01596241315603608,-1.4340311494410603e-05,-0.005660195007908051
2022-05-25,-0.006354290330535389,0.01052837234439467,-0.0048965111614745534,-0.019394141639659915
2022-05-26,-0.01554554538443238,0.028000609886040504,-0.0024238746061410873,-0.017063526307906488
2022-05-27,-0.002725714233320183,0.009058922779889459,0.004303100132522765,-0.022704797887031065
2022-05-30,0.008581017136290768,-0.005089381361805893,0.0028336678410068963,-0.02059555520576112
2022-05-31,0.0382237180242106,0.009159822460384638,-0.0010946604958484716,-0.0014794572512338813
2022-06-01,0.00399155625663678,0.016930553708743617,-0.0017341220590734378,-0.017693999727768795
2022-06-02,0.0056510078144552875,0.01260723271796046,-0.0018587907452191097,0.017251301642815495
2022-06-03,-0.0009889183153233443,0.007909110466609467,-0.004512050922492512,0.03738115388339818
2022-06-06,-0.03787542430598083,0.01630012034383731,0.008176878447347208,-0.014301331034251075
2022-06-07,-3.0277508984337528e-05,0.017839433856685093,-0.0015116023460566995,0.0061851125133844265
2022-06-08,0.0017046041988205288,0.021032384865562907,0.006185792604127483,0.012692127757573347
2022-06-09,0.049764842249705725,0.01003064831384464,0.007706580259612257,0.012000056772981861
2022-06-10,-0.0033472192956224504,-0.002206771204752815,0.005091554490739802,0.002098881697902185
2022-06-13,0.006530946846672249,0.0025007052964998422,-0.0020581015635902423,0.018767060458993057
2022-06-14,-0.0001942353941048662,0.018397634497625354,0.002118650451683047,0.012256223817016432
2022-06-15,-0.02287356075239064,-0.01195403506480854,-2.097803195458083e-05,-0.03074156055818245
2022-06-16,0.023356456290300413,0.005830099633093517,-0.00441850930365064,0.021928901609731828
2022-06-17,0.015538660653735483,-0.00560008218491041,0.001721796408608015,0.02238227093166855
2022-06-20,0.01632063894086094,0.0007311723440222623,-0.0057951989557990125,-0.01888215260446454
2022-06-21,-0.017687749095894777,0.019476777939109482,0.006038396942307819,0.0011484458861900507
2022-06-22,0.028555886218721984,0.0031664860202985498,-0.0022230864864919656,0.017283224820276735
2022-06-23,-0.027537021255845617,0.0009965482223422322,0.0011057982793641966,-0.00503284548948404
2022-06-24,0.012237141876005407,-0.020097842114698786,0.0015164393577307108,0.027024451194150294
2022-06-27,0.044309112516199574,0.01149380349040831,-0.0011945248685203867,0.05929681236548402
2022-06-28,-0.019310726502613767,0.00998226271711613,0.0030334690073763734,-0.01944965081587456
2022-06-29,-0.010825954592055438,0.0327488208495819,-0.0022745182831126224,-0.03432611507884437
2022-06-30,0.0024930273017528246,-0.004316673524295012,0.004456486487286221,0.007795464890121893
2022-07-01,-0.009569513082323984,0.0035872549149590844,-0.006629898401233743,0.01823906262815359
2022-07-04,-0.030513268621322653,0.004040755255661329,0.0007318978977320592,-0.005571659346119225
2022-07-05,0.0018712594961205467,0.023961799196452117,0.009794644995291424,0.03653151658302586
2022-07-06,-0.0207460742745221,-0.0011294329858042814,-0.004901656623027873,-0.033265144993081225
2022-07-07,0.009971848612703633,0.004485322886555088,-0.003288724852624258,0.017522965575790278
2022-07-08,-0.017888484684676062,0.009418447645748087,0.002669539248294575,-0.014946520518972333
2022-07-11,0.03149868810035079,0.0030991368473453716,0.0009979089096979897,0.043184447655182416
2022-07-12,-0.01516506584672474,-0.006396504218257924,0.001853150496367796,0.05001288382920296
2022-07-13,-0.0059412303241135125,0.0032113498934746134,0.0025459356507383174,-0.0189664146945837
2022-07-14,0.016770344347393395,0.016404476247896583,0.0032736073428088494,-0.013538928397714504
2022-07-15,-0.024117286328679103,-0.015097729491165904,0.0056484992097811165,0.021689697174495048
2022-07-18,0.005049198692082589,0.00229454511220314,0.0021490932846425625,-0.009478266244737866
2022-07-19,0.026642855085648565,-0.010201812224087599,-0.0011062882730927123,-0.0009352804483059555
2022-07-20,-0.03164966469122455,0.018225699433872637,0.0034628685060136563,0.0008347105135602546
2022-07-21,0.004192677170646085,-0.02254780357175662,0.009599409674476077,-0.047791828904941415
2022-07-22,0.005697655884968471,-0.008083827709073824,-0.0005631687319128677,-0.00014594365235593123
2022-07-25,0.016136457435546207,0.005958178125967812,-0.004772646523353207,-0.017043194351604347
2022-07-26,-0.02423901421756164,0.023782860438515106,0.005635403346434864,-0.0121280705599943
2022-07-27,-0.025909132261685525,-0.0006862539160948171,-0.0005019058197679912,0.03629080008672035
2022-07-28,0.010938831312337954,-0.008027992900397976,-0.010763347730070181,-0.031212672356981414
2022-07-29,0.0064396934646637205,0.028517356041608852,0.004337108385752108,0.02053012966869943
2022-08-01,0.005509857006917531,-0.021420208506243658,-0.002576640929769614,-0.006774073258295214
2022-08-02,0.0074289641899395135,-0.032682089349301224,-0.0003526664115208039,-0.006794004212395861
2022-08-03,-0.013100494431569815,0.006900216750799985,0.0017599016528450728,0.019959297401292785
2022-08-04,0.0051450739432200715,-0.007230813365289167,0.001052498398895332,0.008701282364222261
2022-08-05,0.006361449465973626,-0.015018492256960699,0.0036472590856951974,0.014465324930488275
2022-08-08,-0.013787028360527356,0.010925346709490299,-0.002077431852849217,0.024404616513321528
2022-08-09,0.03781549022289513,0.0039570107065679825,0.0026655289908804132,-0.008082709579583068
2022-08-10,0.009976658418235751,-0.008161179461050926,-0.0011977333879195859,-0.015105918362693758
2022-08-11,-0.023326069944052973,-0.018904565980063414,0.0037940524044375147,-0.026928763163944956
2022-08-12,0.013631072172676595,0.013386859924202169,0.003176837420065267,-0.02043526324947388
2022-08-15,-0.01899363340454643,0.010053017669379914,-0.004577193510222977,0.07392736063271814
2022-08-16,0.016241692074849042,-0.0011876379566907436,0.005529910580875162,0.03131698951841967
2022-08-17,0.023671911580148083,0.027999554940714988,-0.0025798172255702403,-0.033576859155200534
2022-08-18,-0.01591364636703421,-0.015751271494892288,0.0041402889914057255,-0.032861448918589255
2022-08-19,0.019767522584886437,-0.02258287756387108,0.0019364365670067032,0.012246651542962289
2022-08-22,0.008755618538729967,-0.010078621048218666,0.009290918383975612,0.013881619934449176
2022-08-23,0.0169412031998898,-0.000383790245332467,-0.0010173299118592606,0.013922095882934112
2022-08-24,0.03843585965307895,0.0039500917398403775,-0.0016465839805909874,-0.006173894838842447
2022-08-25,-0.00440776232005741,-0.003318540867844948,2.901970561336952e-06,-0.0029363565000725057
2022-08-26,-0.014574723287149791,0.005580830947714451,-0.0014158989141713771,0.008396988103983935
2022-08-29,-0.017290288592510465,-0.01847309136285666,0.0040997095097102506,0.0023473251573332605
2022-08-30,-0.015816205699308767,0.021956469061098893,-0.00798155304218294,-0.05528250931868838
2022-08-31,-0.001042034188282084,-0.0009322676758885321,-0.0051684120957317704,-0.005544990764379846
2022-09-01,0.0073230394963328775,0.017059437473821916,-0.0052390146078959655,-0.021085160856507842
2022-09-02,0.006033815986600381,0.005440880195665561,0.004851537959867879,0.004580285472712801
2022-09-05,0.017043664980720477,0.007151298287306759,0.008653066862909627,0.07483147506508527
2022-09-06,0.0007600378375581403,0.008846509203483057,-0.00042224609268735745,0.00938704163685761
2022-09-07,0.02957068154314634,0.007015628400259724,-0.0007441086159500531,-0.007638242154309948
2022-09-08,-0.004793136664759121,0.009940841398013158,0.0004502608155659069,0.023245037549431306
2022-09-09,0.05490338333179238,0.020237287951986472,0.0059093915130409526,0.012267197180230319
2022-09-12,0.013013346955300126,0.0032478175455220516,-0.00453676567095287,0.010702362261296033
2022-09-13,-0.01664315112832565,0.010935056363827684,0.0012918449136739257,0.015371264830391777
2022-09-14,-0.020917849961222246,-0.0010460354143084008,0.004975988148912149,0.05161358912073854
2022-09-15,0.010149448304863707,0.02190175823174209,0.0026054708496992263,-0.028072210883147895
2022-09-16,-0.003969255706517018,-0.009845884530889045,0.0010479080829937169,0.012040801920286363
2022-09-19,0.014780009881841841,0.027314106493662234,0.005105230462835706,-0.022959528249538463
2022-09-20,0.009964752491470897,-0.0003023692596651511,-0.013416161464996187,0.014087816158556208
2022-09-21,-0.0009565782531374555,-0.02116162653177072,0.003489376597654538,-0.02276716278715236
2022-09-22,-0.016435874361368098,0.002221566223661839,-0.0031703784156371195,-0.01023417034012711
2022-09-23,-0.02979694449371729,-0.009915774862123212,-0.009053164484282285,-0.0071772478559476586
2022-09-26,-0.008430299041340421,0.01290965323483086,0.0026560129976249034,0.024595417983617727
2022-09-27,0.017627975886469447,-0.009489359689535863,0.0069682927258147885,0.023161361098560346
2022-09-28,0.0047818748826040786,-0.006392751498221695,-0.0005872425731384593,-0.030942934411159615
2022-09-29,-0.02441477557423976,-0.028043110964182962,0.004864372736014695,0.0015733527749962183
2022-09-30,0.0039636185170236395,-0.006484594788736151,0.008161391289943226,-0.017539496368729316
2022-10-03,0.008206347594576736,-0.036058189899434344,0.006674572267920237,-0.031262622766883366
2022-10-04,-0.01717714872402266,-0.02345854235228585,0.008299822646856964,-0.005225426260609261
2022-10-05,0.0035745021189105583,0.01170621984216446,0.003810637455359461,-0.007512069711395493
2022-10-06,0.0016641743689199979,0.012087002379762483,0.00047716819450796397,0.060867912158638064
2022-10-07,-0.02235940595661246,0.0066818634267744705,-0.007909829059485843,0.011023995634017405
2022-10-10,0.007655747206965666,-0.014204642146938194,-0.001130312440649743,-0.034240437518855936
2022-10-11,0.01171569052736469,-0.0004156703421296978,-0.0041162329765809585,-0.013919350104273557
2022-10-12,0.022161024863505543,0.0002459619136414739,0.01095471358748907,0.02573458238573496
2022-10-13,0.02157604104069806,-0.01707547033788814,-0.000779429062161683,0.052411069321748126
2022-10-14,-0.027053387359141822,0.02285097452650726,0.0007160240339224285,-0.039449582805948964
2022-10-17,-0.018256500798302457,0.01346043435863507,0.002857426880202338,-0.04679810962847613
2022-10-18,0.010800705344173196,-0.003014462607444959,0.00031801223186226865,0.04697412938429456
2022-10-19,0.010775719018244177,0.0007032875849179616,0.008575255202153765,0.009940354434272597
2022-10-20,0.010800953726120959,0.003425742119213287,-0.00301324680867226,-0.021507318296909165
2022-10-21,0.07755462981309443,-0.030326023026364356,0.0010730372761862136,0.013565727153060885
2022-10-24,0.011917810213863341,-0.003407660737808954,-0.0036123529284902414,-0.06569369347542194
2022-10-25,0.02321131280361198,-0.009929763719966978,-0.006500112556103529,0.000284387664929025
2022-10-26,0.019580035269864047,-0.014724300148423733,-0.0029588454545264272,0.008395529321077132
2022-10-27,0.01352782502611596,-0.003916504393289323,-8.518398524206011e-05,0.023306753488445745
2022-10-28,-0.005805384892806912,0.02726529790274284,-0.0020465111225863,-0.025147398807313447
2022-10-31,0.015679384409865348,0.009912642919005147,-0.0033621048993692803,0.0023421790350839763
2022-11-01,-0.014956504290751436,-0.008267684846741952,-0.006931587318359169,-0.022935615651489685
2022-11-02,-0.004236372134800178,0.008888741720342378,-0.00031552786314347387,0.0065845938918579275
2022-11-03,-0.009207270956582069,0.021290331548790033,-0.007423601870155011,-0.022183658059075607
2022-11-04,0.0021374827877264514,0.014169505243691531,0.003900279818448013,-0.010002520979005515
2022-11-07,0.04679317133347018,0.001194455548802612,0.0005121987646725164,-0.02469538486975573
2022-11-08,-0.03684530385183496,-0.009404051665583607,-0.007187757497324652,0.016478406045591424
2022-11-09,0.01422520380749027,0.010773349704203848,-0.0014460453852493172,0.021661277916416633
2022-11-10,-0.03175431742379303,0.006202280781326243,-0.003660782027952916,-0.005665514248935345
2022-11-11,-0.008938637315788669,0.013727898300415984,0.0016958725520959022,0.0011559498740007085
2022-11-14,0.022279011939347323,0.009827577025229543,0.006802252230115723,-0.0360147853658386
2022-11-15,0.0017856003819092553,0.01604329072979003,-0.009275862348228723,-0.0072919162001696776
2022-11-16,-0.021054895558586122,-0.007728528173408519,0.0006751303957370859,-0.0010551154260436196
2022-11-17,-0.013806074185199364,0.020060910984514888,-0.0007006639778332019,0.06571982727574939
2022-11-18,0.014091954978693517,0.0032639940703859944,0.0034567003822523284,-0.027599175644354094
2022-11-21,-0.014107332634342733,0.03142891308937898,0.0011659831411884457,0.03680443096881093
2022-11-22,0.004829171791639497,-0.010037817271343518,-0.003659846658694096,0.0251214693366452
2022-11-23,0.0014114367980762757,0.02633945704747874,-0.001495269678333091,0.0072159101122534096
2022-11-24,-0.012532006952116342,0.0032686617519397166,-0.003880129284017446,0.04416551210487834
2022-11-25,0.043378881786506514,-0.009471270054216725,0.005480035692992992,0.009502636815171573
2022-11-28,0.013178380446360225,-0.006958287510814823,0.0002065582433597111,0.00992897989169822
2022-11-29,-0.04000285173315214,-0.004505209622914803,0.009605953428765036,-0.0011280163254386336
2022-11-30,0.004229086295388553,0.006662489196028746,-0.00020330406907310386,0.030789222060465686
2022-12-01,-0.01273572929536776,0.008142532320532494,-0.003442033834552314,0.027611730845272093
2022-12-02,0.01754866669592448,-0.008305500059078685,-0.007468571963064136,-0.01544193218740531
2022-12-05,-0.015350414768654012,-6.531888391474264e-05,-0.008915698381279726,-0.03278117986496919
2022-12-06,-0.0017947288293379804,0.032434055379177956,-0.00782067971502745,-0.0048745159348914276
2022-12-07,0.010599745579609144,0.02621314755151067,0.0014356332550574172,-0.019800964109941165
2022-12-08,0.01781510388340243,0.006844855045110481,0.002643625116149669,-0.0013881143653838774
2022-12-09,-0.023505928141115524,0.0008700521725230042,-0.007805953510160667,0.03113595336710348
2022-12-12,-0.006190024716818968,0.0021004699007739196,0.004575191570380578,-0.01123254137716975
2022-12-13,-0.008998906223219123,0.009502769590956249,-0.0023153052584171975,-0.000870584532789372
2022-12-14,-0.012566584651474238,-0.015041888477976082,0.0008339650599277469,0.0016505683702098808
2022-12-15,0.03580908480562194,-0.0035606480613501763,0.008161103141277121,0.021410772055132116
2022-12-16,0.008599634219219112,-0.024728761108163837,0.00458419657932766,-0.05597223334961513
2022-12-19,-0.024717679086700903,0.006288346839079188,-0.0012426532395291615,-0.014967507369132419
2022-12-20,0.018857238941095523,0.010007939095541115,-0.004355961127076437,0.005482092306986818
2022-12-21,0.04294312394025267,-0.00694779693449061,-0.010659077006646525,0.03020197391067153
2022-12-22,0.02114930521102294,0.023909801449350492,-0.003495766596212101,-0.012097561187655129
2022-12-23,-0.029887399319080268,-0.018086484945035116,-0.0009556511941384721,-0.04671381765104685
2022-12-26,-0.009184681457325027,-0.0216656232031473,-0.00483589763575592,0.015692786149153405
2022-12-27,0.025838222983732454,0.0036667772783995803,-0.0005562848354615236,-0.015684059720640735
2022-12-28,-0.013653389312375615,0.01600647453918232,0.00048425941479384105,-0.029541666477259036
2022-12-29,0.00937638856292457,0.02555891537186803,-0.0010242799090403928,-0.015408634742830602
2022-12-30,0.015992681068586735,-0.0065832639430341,-0.003150012904117299,-0.004413133941396239
2023-01-02,-0.01803860943156166,0.016480212501469436,0.0009432733598336385,-0.014918616613455319
2023-01-03,-0.0006905071212360016,-0.00027762704251060817,0.002309703247847045,-0.05493915142747673
2023-01-04,-0.06432534680138145,-0.0022894094991122945,-0.00535199538721423,0.022626654922178305
2023-01-05,-0.019987752826685797,0.013554899062300086,0.00715466189873135,0.03207187603196805
2023-01-06,-0.004551363027863206,0.010084843176201294,-0.00039294066142130866,0.016488049783487644
2023-01-09,-0.02445566363929699,-0.023345882354763738,0.0001942481147242383,-0.02824214176062042
2023-01-10,0.03314822607863271,0.022448105245888438,0.0036410721162827855,-0.00483728834868795
2023-01-11,-0.028102827559212652,0.021001370312211776,0.0012660806563175083,3.6967119263548446e-05
2023-01-12,-0.008300889733939675,-0.009083440522642941,0.004865683169566226,0.015169859739047756
2023-01-13,0.003114811545721827,0.006237053001561135,0.001535620826009121,0.01690851221795202
2023-01-16,0.02932546578132231,0.007710452794241082,-0.0029621868732021897,-0.018154344969462395
2023-01-17,-0.028217243023588787,0.0042101064873586065,0.0019075176260305083,0.0022498889103390106
2023-01-18,0.02376327504309919,-0.007954577307681301,-0.005618631036603309,0.01163201011538103
2023-01-19,0.000704661220391741,-0.009774350519070774,0.0006427985288826157,0.03659555805366917
2023-01-20,-0.01913017302095902,-8.331106487167918e-05,-6.6149953222304e-05,0.017812663495618077
2023-01-23,0.009742069485265415,0.01789093528889047,-0.0009405842863626985,0.019926417184387972
2023-01-24,0.004481193911469401,0.008454002318916484,-0.0005426875571946537,0.0022956656982340237
2023-01-25,-0.011504337543175893,-0.005259214981291589,-0.009309245227488196,0.0354614786300876
2023-01-26,0.0018960416998003782,0.011875480659725171,-0.0026436245387048076,0.010444069898987435
2023-01-27,-0.007206271937235205,-0.04242813930945113,0.0005642245057055736,-0.021327197754339264
2023-01-30,0.0027703469050249607,0.017531485505581552,0.0008992819599870019,0.03528424925312977
2023-01-31,0.013742613490420934,-0.02579570668167149,-0.005038375704629791,0.01764758181347569
2023-02-01,0.032220336322907044,-0.005136614121046983,0.006428539204323504,-0.010876100528212057
2023-02-02,-0.02425630997653698,-0.016495048419392155,-0.004230874241072504,-0.011787324184981084
2023-02-03,0.04316066749312533,-0.019120222135813585,0.0049472860026336845,0.007614388628519045
2023-02-06,-0.03854175599045004,0.01771240181067779,0.0022359718093584243,0.011779619881689619
2023-02-07,-0.0025357019007116667,-0.00671551801967837,-0.0031311365492190154,0.005132306640780161
2023-02-08,0.012266344129691532,0.005497558225960737,0.00897655446304756,0.007982716836072122
2023-02-09,0.006119837354700654,-0.00040380868318776105,-0.0058681841587824,0.04269893436440952
2023-02-10,-0.011953990396411875,0.007455612408346822,0.004695770868050008,0.026988578805872143
2023-02-13,-0.0036624450071455045,0.0014523283659038304,0.005102911590214892,0.004965889781625608
2023-02-14,-0.009360018693176656,-0.01894488336282854,-0.0032531010453832245,0.023732764519187082
2023-02-15,-0.01128729513888423,0.015244002291707099,0.007062326500321644,-0.025613097588188492
2023-02-16,0.017492041940420495,-0.007106348747419687,-0.0011502325729947638,0.010148176248670225
2023-02-17,0.007640309719300947,-0.023048728479896263,0.0015434681463992852,0.045432658743327754
2023-02-20,-0.013358191905213083,-0.006121727414488688,0.0014016091938561038,-0.005251147384809347
2023-02-21,0.018491997508665016,0.022811396859514665,-0.000571543707352739,-0.02099084821547712
2023-02-22,0.006645990417532187,0.013053326131702393,0.004154041365798911,-0.01610222221482652
2023-02-23,0.016757242376779204,-0.004929782016117888,0.0040674436027610655,-0.027040825933559713
2023-02-24,0.013092576838472245,-0.004938865564776432,-0.008642659866190904,-0.01941904770319259
2023-02-27,-0.016079900218441447,-0.0045245257682607395,0.006621701214390763,-0.009062702464750725
2023-02-28,-0.010703620803939391,0.03145121975341261,-0.008212459940178373,-0.03493917547946605
2023-03-01,0.015445872102465237,0.0060290317834733,0.005262731021708287,0.0005904583487400762
2023-03-02,0.012707405308669298,0.006750624707866044,0.005733525684137917,0.02275692934466618
